source_category,source_index,source_id,source_name,base_name,base_vote_count,base_first_count,status,source
chara,52,52,水桥帕露西,水桥帕露西,274,39,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,53,53,星熊勇仪,星熊勇仪,122,16,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,54,54,古明地觉,古明地觉,1186,214,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,55,55,火焰猫燐,火焰猫燐,196,17,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,56,56,灵乌路空,灵乌路空,290,46,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,57,57,古明地恋,古明地恋,1409,303,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,58,58,娜兹玲,娜兹玲,59,4,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,59,59,多多良小伞,多多良小伞,347,38,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,60,60,云山,云山,12,1,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,61,61,云居一轮,云居一轮,41,5,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,62,62,村纱水蜜,村纱水蜜,112,13,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,63,63,寅丸星,寅丸星,41,4,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,64,64,圣白莲,圣白莲,475,43,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,65,65,封兽鵺,封兽鵺,260,20,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,66,66,命莲,命莲,17,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,67,67,大鲶鱼,大鲶鱼,14,2,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,68,68,非想天则,非想天则,10,1,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,69,69,姬海棠果,姬海棠果,108,10,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,70,70,幽谷响子,幽谷响子,61,1,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,71,71,宫古芳香,宫古芳香,59,5,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,72,72,霍青娥,霍青娥,236,16,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,73,73,苏我屠自古,苏我屠自古,86,7,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,74,74,物部布都,物部布都,242,28,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,75,75,丰聪耳神子,丰聪耳神子,385,75,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,76,76,二岩猯藏,二岩猯藏,139,11,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,77,77,秦心,秦心,905,104,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,78,78,秦河胜,秦河胜,3,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,79,79,若鹭姬,若鹭姬,41,5,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,80,80,赤蛮奇,赤蛮奇,109,10,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,81,81,今泉影狼,今泉影狼,96,8,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,82,82,九十九弁弁,九十九弁弁,57,4,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,83,83,九十九八桥,九十九八桥,28,1,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,84,84,鬼人正邪,鬼人正邪,605,96,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,85,85,少名针妙丸,少名针妙丸,352,30,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,86,86,堀川雷鼓,堀川雷鼓,153,14,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,87,87,宇佐见堇子,宇佐见堇子,201,10,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,88,88,绿巨人,绿巨人,3,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,89,89,阿菊,阿菊,1,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,90,90,八尺大人,八尺大人,2,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,91,91,彭祖,彭祖,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,92,92,黄帝,黄帝,2,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,93,93,尼西号,尼西号,4,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,94,94,清兰,清兰,49,3,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,95,95,铃瑚,铃瑚,39,1,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,96,96,哆来咪·苏伊特,哆来咪·苏伊特,177,13,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,97,97,稀神探女,稀神探女,766,48,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,98,98,克劳恩皮丝,克劳恩皮丝,476,27,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,99,99,纯狐,纯狐,424,44,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,100,100,赫卡提亚·拉碧斯拉祖利,赫卡提亚·拉碧斯拉祖利,150,6,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,101,101,神玉,神玉,3,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,102,102,魅魔,魅魔,113,8,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,103,103,菊理,菊理,3,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,104,104,矜羯罗,矜羯罗,12,2,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,105,105,幽玄魔眼,幽玄魔眼,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,106,106,依莉斯,依莉斯,8,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,107,107,萨丽爱尔,萨丽爱尔,20,3,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,108,108,玄爷,玄爷,17,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,109,109,里香,里香,11,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,110,110,明罗,明罗,9,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,111,111,Flower～战车,Flower～战车,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,112,112,邪眼西格玛,邪眼西格玛,2,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,113,113,爱莲,爱莲,20,2,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,114,114,小兔姬,小兔姬,11,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,115,115,卡娜·安娜贝拉尔,卡娜·安娜贝拉尔,39,4,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,116,116,朝仓理香子,朝仓理香子,9,1,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,117,117,北白河千百合,北白河千百合,12,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,118,118,冈崎梦美,冈崎梦美,204,24,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,119,119,咪咪号,咪咪号,6,1,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,120,120,留琴,留琴,5,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,121,121,玛○奇,玛○奇,1,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,122,122,苏格拉底,苏格拉底,2,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,123,123,奥莲姬,奥莲姬,1,1,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,124,124,胡桃,胡桃,16,2,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,125,125,艾丽,艾丽,17,1,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,126,126,梦月,梦月,12,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,127,127,幻月,幻月,43,7,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,128,128,萨拉,萨拉,3,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,129,129,露易兹,露易兹,7,1,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,130,130,雪,雪,4,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,131,131,舞,舞,7,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,132,132,梦子,梦子,12,1,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,133,133,神绮,神绮,215,15,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,134,134,宇佐见莲子,宇佐见莲子,535,64,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,135,135,玛艾露贝莉·赫恩（梅莉）,玛艾露贝莉·赫恩（梅莉）,375,25,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,136,136,稗田阿求,稗田阿求,307,26,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,137,137,森近霖之助,森近霖之助,206,11,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,138,138,无名的读书妖怪（朱鹭子）,无名的读书妖怪（朱鹭子）,37,2,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,139,139,桑尼米尔克,桑尼米尔克,36,3,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,140,140,露娜切尔德,露娜切尔德,57,4,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,141,141,斯塔萨菲雅,斯塔萨菲雅,52,6,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,142,142,绵月丰姬,绵月丰姬,37,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,143,143,绵月依姬,绵月依姬,78,14,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,144,144,Reisen,Reisen,10,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,145,145,茨木华扇,茨木华扇,231,30,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,146,146,本居小铃,本居小铃,187,15,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,147,147,龙神,龙神,15,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,148,148,月夜见,月夜见,4,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,149,149,石长姬,石长姬,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,150,150,木花咲耶姬,木花咲耶姬,4,1,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,151,151,天照大御神,天照大御神,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,152,152,石凝老命,石凝老命,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,153,153,天宇受卖命,天宇受卖命,1,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,154,154,伊豆能卖,伊豆能卖,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,155,155,火雷神,火雷神,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,156,156,岩笠,岩笠,9,1,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,157,157,瑞江浦岛子,瑞江浦岛子,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,158,158,前鬼 / 后鬼,前鬼 / 后鬼,2,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,159,159,求闻史纪中的受访人群,求闻史纪中的受访人群,7,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,160,160,野槌,野槌,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,161,161,酒虫,酒虫,1,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,162,162,雷兽（务光）,雷兽（务光）,1,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,163,163,运松翁,运松翁,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,164,164,久米 / 竿打,久米 / 竿打,1,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,165,165,管狐,管狐,3,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,166,166,水鬼鬼神长,水鬼鬼神长,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,167,167,万岁乐,万岁乐,2,1,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,168,168,人面犬,人面犬,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,169,169,邪龙,邪龙,2,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,170,170,烟烟罗,烟烟罗,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,171,171,卓柏卡布拉,卓柏卡布拉,1,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,172,172,沓颊,沓颊,1,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,173,173,稻荷大人,稻荷大人,1,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,174,174,怨灵少女,怨灵少女,2,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,175,175,佑天上人,佑天上人,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,176,176,读书狐狸,读书狐狸,3,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,177,177,白仙和尚,白仙和尚,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,178,178,占卜师（易者）,占卜师（易者）,83,5,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,179,179,毛玉,毛玉,58,3,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,180,180,妖精（含持花妖精，僵尸妖精）,妖精（含持花妖精，僵尸妖精）,10,1,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,181,181,UFO,UFO,7,1,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,182,182,怨灵,怨灵,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,183,183,人偶（含上海人偶、哥利亚人偶）,人偶（含上海人偶、哥利亚人偶）,48,7,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,184,184,幽灵,幽灵,1,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,185,185,阴阳玉,阴阳玉,6,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,186,186,狸猫,狸猫,2,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,187,187,河童（含山童）,河童（含山童）,5,1,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,188,188,野铁炮,野铁炮,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,189,189,地精,地精,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,190,190,座敷童子,座敷童子,5,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,191,191,STG作品中没有名称的角色,STG作品中没有名称的角色,7,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,192,192,酒吧老板,酒吧老板,5,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,193,193,长相酷似周杰伦的参拜客,长相酷似周杰伦的参拜客,74,2,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,194,194,盐家老板,盐家老板,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,195,195,马凭,马凭,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,196,196,竹扫帚付丧神,竹扫帚付丧神,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,197,197,大老爷,大老爷,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,198,198,杀死大老爷的侍童,杀死大老爷的侍童,0,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,199,199,妖怪兔,妖怪兔,5,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
chara,200,200,酒吧客人,酒吧客人,3,0,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/entity/catalog/chara.json
