condition_family,question_index,question_group,question,question_token,answer_index,answer_id,answer,expected_cohort,target_category,status,row_count,url,raw_path,processed_path,error,expected_cohort_source,total_effective_votes,total_first_votes,filtered_entity_count,actual_entity_count,mean_votes,median_votes,official_filter_description
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl81ab5,4,4,20-24岁,2372,music,available_crawled,402,https://touhou.vote/v5/?m=music&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl81ab5&item=4,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_002/a_004/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_002/a_004/target_music.json.gz,,official aggregate questionnaire APIs,,,,491,,,<b>您的年龄阶段→20-24岁</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl81ab5,5,5,25-29岁,364,chara,available_crawled,121,https://touhou.vote/v5/?m=chara&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl81ab5&item=5,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_002/a_005/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_002/a_005/target_chara.json.gz,,official aggregate questionnaire APIs,,,,203,,,<b>您的年龄阶段→25-29岁</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl81ab5,5,5,25-29岁,364,music,available_crawled,294,https://touhou.vote/v5/?m=music&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl81ab5&item=5,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_002/a_005/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_002/a_005/target_music.json.gz,,official aggregate questionnaire APIs,,,,491,,,<b>您的年龄阶段→25-29岁</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl81ab5,6,6,30-40岁,49,chara,available_crawled,73,https://touhou.vote/v5/?m=chara&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl81ab5&item=6,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_002/a_006/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_002/a_006/target_chara.json.gz,,official aggregate questionnaire APIs,,,,203,,,<b>您的年龄阶段→30-40岁</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl81ab5,6,6,30-40岁,49,music,available_crawled,117,https://touhou.vote/v5/?m=music&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl81ab5&item=6,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_002/a_006/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_002/a_006/target_music.json.gz,,official aggregate questionnaire APIs,,,,491,,,<b>您的年龄阶段→30-40岁</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl81ab5,7,7,40岁以上,8,chara,available_crawled,43,https://touhou.vote/v5/?m=chara&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl81ab5&item=7,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_002/a_007/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_002/a_007/target_chara.json.gz,,official aggregate questionnaire APIs,,,,203,,,<b>您的年龄阶段→40岁以上</b>
questionnaire_answer,2,1,您的年龄阶段,2d3f1fec929088b7e092bb901ab5LidwhSl81ab5,7,7,40岁以上,8,music,available_crawled,21,https://touhou.vote/v5/?m=music&type=simple&quest=2d3f1fec929088b7e092bb901ab5LidwhSl81ab5&item=7,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_002/a_007/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_002/a_007/target_music.json.gz,,official aggregate questionnaire APIs,,,,491,,,<b>您的年龄阶段→40岁以上</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7,1,1,不到一个月,77,chara,available_crawled,67,https://touhou.vote/v5/?m=chara&type=simple&quest=eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7&item=1,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_003/a_001/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_003/a_001/target_chara.json.gz,,official aggregate questionnaire APIs,,,,203,,,<b>您正式接触东方Project多久→不到一个月</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7,1,1,不到一个月,77,music,available_crawled,79,https://touhou.vote/v5/?m=music&type=simple&quest=eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7&item=1,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_003/a_001/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_003/a_001/target_music.json.gz,,official aggregate questionnaire APIs,,,,491,,,<b>您正式接触东方Project多久→不到一个月</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7,2,2,半年以内,439,chara,available_crawled,117,https://touhou.vote/v5/?m=chara&type=simple&quest=eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7&item=2,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_003/a_002/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_003/a_002/target_chara.json.gz,,official aggregate questionnaire APIs,,,,203,,,<b>您正式接触东方Project多久→半年以内</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7,2,2,半年以内,439,music,available_crawled,247,https://touhou.vote/v5/?m=music&type=simple&quest=eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7&item=2,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_003/a_002/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_003/a_002/target_music.json.gz,,official aggregate questionnaire APIs,,,,491,,,<b>您正式接触东方Project多久→半年以内</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7,3,3,半年到一年（2015年下半年或之后）,1370,chara,available_crawled,132,https://touhou.vote/v5/?m=chara&type=simple&quest=eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7&item=3,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_003/a_003/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_003/a_003/target_chara.json.gz,,official aggregate questionnaire APIs,,,,203,,,<b>您正式接触东方Project多久→半年到一年（2015年下半年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7,3,3,半年到一年（2015年下半年或之后）,1370,music,available_crawled,332,https://touhou.vote/v5/?m=music&type=simple&quest=eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7&item=3,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_003/a_003/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_003/a_003/target_music.json.gz,,official aggregate questionnaire APIs,,,,491,,,<b>您正式接触东方Project多久→半年到一年（2015年下半年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7,4,4,一年到三年（2013年或之后）,3359,chara,available_crawled,163,https://touhou.vote/v5/?m=chara&type=simple&quest=eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7&item=4,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_003/a_004/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_003/a_004/target_chara.json.gz,,official aggregate questionnaire APIs,,,,203,,,<b>您正式接触东方Project多久→一年到三年（2013年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7,4,4,一年到三年（2013年或之后）,3359,music,available_crawled,421,https://touhou.vote/v5/?m=music&type=simple&quest=eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7&item=4,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_003/a_004/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_003/a_004/target_music.json.gz,,official aggregate questionnaire APIs,,,,491,,,<b>您正式接触东方Project多久→一年到三年（2013年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7,5,5,三年到五年（2011年或之后）,1816,chara,available_crawled,156,https://touhou.vote/v5/?m=chara&type=simple&quest=eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7&item=5,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_003/a_005/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_003/a_005/target_chara.json.gz,,official aggregate questionnaire APIs,,,,203,,,<b>您正式接触东方Project多久→三年到五年（2011年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7,5,5,三年到五年（2011年或之后）,1816,music,available_crawled,408,https://touhou.vote/v5/?m=music&type=simple&quest=eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7&item=5,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_003/a_005/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_003/a_005/target_music.json.gz,,official aggregate questionnaire APIs,,,,491,,,<b>您正式接触东方Project多久→三年到五年（2011年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7,6,6,五年到七年（2009年或之后）,765,chara,available_crawled,143,https://touhou.vote/v5/?m=chara&type=simple&quest=eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7&item=6,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_003/a_006/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_003/a_006/target_chara.json.gz,,official aggregate questionnaire APIs,,,,203,,,<b>您正式接触东方Project多久→五年到七年（2009年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7,6,6,五年到七年（2009年或之后）,765,music,available_crawled,354,https://touhou.vote/v5/?m=music&type=simple&quest=eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7&item=6,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_003/a_006/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_003/a_006/target_music.json.gz,,official aggregate questionnaire APIs,,,,491,,,<b>您正式接触东方Project多久→五年到七年（2009年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7,7,7,七年到十年（2006年或之后）,185,chara,available_crawled,104,https://touhou.vote/v5/?m=chara&type=simple&quest=eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7&item=7,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_003/a_007/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_003/a_007/target_chara.json.gz,,official aggregate questionnaire APIs,,,,203,,,<b>您正式接触东方Project多久→七年到十年（2006年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7,7,7,七年到十年（2006年或之后）,185,music,available_crawled,232,https://touhou.vote/v5/?m=music&type=simple&quest=eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7&item=7,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_003/a_007/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_003/a_007/target_music.json.gz,,official aggregate questionnaire APIs,,,,491,,,<b>您正式接触东方Project多久→七年到十年（2006年或之后）</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7,8,8,十年以上,27,chara,available_crawled,67,https://touhou.vote/v5/?m=chara&type=simple&quest=eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7&item=8,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_003/a_008/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_003/a_008/target_chara.json.gz,,official aggregate questionnaire APIs,,,,203,,,<b>您正式接触东方Project多久→十年以上</b>
questionnaire_answer,3,1,您正式接触东方Project多久,eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7,8,8,十年以上,27,music,available_crawled,110,https://touhou.vote/v5/?m=music&type=simple&quest=eda8afdfc227577a7ff0c299b7e7bYd0zSJ6b7e7&item=8,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_003/a_008/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_003/a_008/target_music.json.gz,,official aggregate questionnaire APIs,,,,491,,,<b>您正式接触东方Project多久→十年以上</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK992e1,1,1,小学及以下,39,chara,available_crawled,71,https://touhou.vote/v5/?m=chara&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK992e1&item=1,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_004/a_001/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_004/a_001/target_chara.json.gz,,official aggregate questionnaire APIs,,,,203,,,<b>您的受教育程度→小学及以下</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK992e1,1,1,小学及以下,39,music,available_crawled,91,https://touhou.vote/v5/?m=music&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK992e1&item=1,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_004/a_001/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_004/a_001/target_music.json.gz,,official aggregate questionnaire APIs,,,,491,,,<b>您的受教育程度→小学及以下</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK992e1,2,2,初中,843,chara,available_crawled,141,https://touhou.vote/v5/?m=chara&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK992e1&item=2,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_004/a_002/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_004/a_002/target_chara.json.gz,,official aggregate questionnaire APIs,,,,203,,,<b>您的受教育程度→初中</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK992e1,2,2,初中,843,music,available_crawled,357,https://touhou.vote/v5/?m=music&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK992e1&item=2,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_004/a_002/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_004/a_002/target_music.json.gz,,official aggregate questionnaire APIs,,,,491,,,<b>您的受教育程度→初中</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK992e1,3,3,高中,3128,chara,available_crawled,165,https://touhou.vote/v5/?m=chara&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK992e1&item=3,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_004/a_003/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_004/a_003/target_chara.json.gz,,official aggregate questionnaire APIs,,,,203,,,<b>您的受教育程度→高中</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK992e1,3,3,高中,3128,music,available_crawled,414,https://touhou.vote/v5/?m=music&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK992e1&item=3,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_004/a_003/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_004/a_003/target_music.json.gz,,official aggregate questionnaire APIs,,,,491,,,<b>您的受教育程度→高中</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK992e1,4,4,大学及以上,3877,chara,available_crawled,164,https://touhou.vote/v5/?m=chara&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK992e1&item=4,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_004/a_004/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_004/a_004/target_chara.json.gz,,official aggregate questionnaire APIs,,,,203,,,<b>您的受教育程度→大学及以上</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK992e1,4,4,大学及以上,3877,music,available_crawled,426,https://touhou.vote/v5/?m=music&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK992e1&item=4,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_004/a_004/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_004/a_004/target_music.json.gz,,official aggregate questionnaire APIs,,,,491,,,<b>您的受教育程度→大学及以上</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK992e1,5,5,其他,144,chara,available_crawled,100,https://touhou.vote/v5/?m=chara&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK992e1&item=5,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_004/a_005/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_004/a_005/target_chara.json.gz,,official aggregate questionnaire APIs,,,,203,,,<b>您的受教育程度→其他</b>
questionnaire_answer,4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK992e1,5,5,其他,144,music,available_crawled,187,https://touhou.vote/v5/?m=music&type=simple&quest=f81a726ed4ea2ae9463d213292e1mvINMhK992e1&item=5,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_004/a_005/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_004/a_005/target_music.json.gz,,official aggregate questionnaire APIs,,,,491,,,<b>您的受教育程度→其他</b>
questionnaire_answer,5,1,您的工作类型是,9e5354c6c9102cba01b3afcf6f06QlA7yH2F6f06,1,1,在校学生,6669,chara,available_crawled,173,https://touhou.vote/v5/?m=chara&type=simple&quest=9e5354c6c9102cba01b3afcf6f06QlA7yH2F6f06&item=1,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_005/a_001/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_005/a_001/target_chara.json.gz,,official aggregate questionnaire APIs,,,,203,,,<b>您的工作类型是→在校学生</b>
questionnaire_answer,5,1,您的工作类型是,9e5354c6c9102cba01b3afcf6f06QlA7yH2F6f06,1,1,在校学生,6669,music,available_crawled,447,https://touhou.vote/v5/?m=music&type=simple&quest=9e5354c6c9102cba01b3afcf6f06QlA7yH2F6f06&item=1,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_005/a_001/target_music.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_005/a_001/target_music.json.gz,,official aggregate questionnaire APIs,,,,491,,,<b>您的工作类型是→在校学生</b>
questionnaire_answer,5,1,您的工作类型是,9e5354c6c9102cba01b3afcf6f06QlA7yH2F6f06,2,2,固定工作者,761,chara,available_crawled,135,https://touhou.vote/v5/?m=chara&type=simple&quest=9e5354c6c9102cba01b3afcf6f06QlA7yH2F6f06&item=2,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/conditions/q_005/a_002/target_chara.html.gz,data_raw/cn_official_legacy/round_05/processed/advanced/questionnaire/conditions/q_005/a_002/target_chara.json.gz,,official aggregate questionnaire APIs,,,,203,,,<b>您的工作类型是→固定工作者</b>
