question1_index,question1,question1_token,question2_index,question2,question2_token,status,cross_conflict,cell_count,url,request_form,raw_path,error
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,16,您的购买力范围是（原作单个作品的购买价，含运费）,e15a950e3ffe655b753eaf7b4c3cPQxkd41K4c3c,available_crawled,False,12,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""e15a950e3ffe655b753eaf7b4c3cPQxkd41K4c3c""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_016.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,17,因为什么原因您没有使用代购作为您的购买渠道,f6992640f44bfe5ef70853c8ccb0nQpwxefSccb0,available_crawled,False,8,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""f6992640f44bfe5ef70853c8ccb0nQpwxefSccb0""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_017.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,18,环境中存在什么样的购买原作的阻碍,f03e2e1b79be521d957ea20f2acffuD8nEpa2acf,available_crawled,False,6,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""f03e2e1b79be521d957ea20f2acffuD8nEpa2acf""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_018.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,19,是否购买过盗版的东方官方作品,980992cceb96317e0291c970c940vyfWpQr0c940,available_crawled,False,8,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""980992cceb96317e0291c970c940vyfWpQr0c940""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_019.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,20,对于正版中文版的官方书籍你能接受什么价位（如若将来存在）,go5r3ikstjsgg1r345zolyixuMQ4mnPgV1FCF3vg,available_crawled,False,10,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""go5r3ikstjsgg1r345zolyixuMQ4mnPgV1FCF3vg""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_020.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,21,是否会购买最新的官方杂志 东方外来韦编,b446969c56dcbb2dc769dd0b6ac3kR8BE7Qb6ac3,available_crawled,False,8,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""b446969c56dcbb2dc769dd0b6ac3kR8BE7Qb6ac3""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_021.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,22,对二次同人是否有兴趣,c80c82d38b4a37b6c789f722035dZe9IDQdk035d,available_crawled,False,6,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""c80c82d38b4a37b6c789f722035dZe9IDQdk035d""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_022.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,23,在二次同人中您最关注,9959d721fb7461ea46d60efc4096kBgdoj494096,available_crawled,False,16,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""9959d721fb7461ea46d60efc4096kBgdoj494096""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_023.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,24,购买过二次同人作品吗（非国内作品）,78b817aec074f7593537c69fa84aRiDyP2VYa84a,available_crawled,False,8,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""78b817aec074f7593537c69fa84aRiDyP2VYa84a""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_024.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,25,购买过什么类型的二次创作（非国内作品）,e60e373a5eb472571b9c9796e153ZODGn2Hme153,available_crawled,False,16,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""e60e373a5eb472571b9c9796e153ZODGn2Hme153""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_025.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,26,购买二次创作的渠道一般是（非国内作品）,7773bffd98e688478a36b31e4b1eD4D2hYZW4b1e,available_crawled,False,10,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""7773bffd98e688478a36b31e4b1eD4D2hYZW4b1e""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_026.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,27,能接受的单个作品购买价（包括运费）上限是（非国内作品）,04ecbcb6380c6806d66ec1bf6f07LEho5YLG6f07,available_crawled,False,14,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""04ecbcb6380c6806d66ec1bf6f07LEho5YLG6f07""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_027.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,28,因何原因阻碍了购买（非国内作品）,b6943734bf84a171e46981a12a7aTuhaTY7U2a7a,available_crawled,False,8,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""b6943734bf84a171e46981a12a7aTuhaTY7U2a7a""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_028.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,29,您的购买力范围是（单个作品的购买价，含运费）（非国内作品）,bb521cafb95b97be25e55c62183fmX2D6pcx183f,available_crawled,False,14,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""bb521cafb95b97be25e55c62183fmX2D6pcx183f""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_029.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,30,因为什么原因您没有使用代购作为您的购买渠道（非国内作品）,4a1f840cfdeb918a995556efeb1duh2V0pOheb1d,available_crawled,False,8,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""4a1f840cfdeb918a995556efeb1duh2V0pOheb1d""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_030.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,31,环境中存在什么样的购买二次同人作品的阻碍（非国内作品）,dd3bf35f43f934cd745248909349bkZqb8pa9349,available_crawled,False,6,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""dd3bf35f43f934cd745248909349bkZqb8pa9349""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_031.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,32,购买过国内创作的二次同人作品吗,32205a96cf323ad843283fdfa947zEx2vizia947,available_crawled,False,8,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""32205a96cf323ad843283fdfa947zEx2vizia947""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_032.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,33,购买过什么类型的二次创作（国内作品）,2d4aa96b294283500dccd4054f59rEpElIdq4f59,available_crawled,False,16,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""2d4aa96b294283500dccd4054f59rEpElIdq4f59""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_033.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,34,购买二次创作的渠道一般是（国内作品）,b3c504918090bb56c942c0e4221dYlMZMb4F221d,available_crawled,False,10,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""b3c504918090bb56c942c0e4221dYlMZMb4F221d""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_034.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,35,能接受的单个作品购买价上限是（国内作品）,e3e0e454711dccf7ddb351847336NOhCzsZC7336,available_crawled,False,14,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""e3e0e454711dccf7ddb351847336NOhCzsZC7336""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_035.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,36,因何原因阻碍了购买（国内作品）,db84fd91b513a78b0074601f6eafFs5uJSjK6eaf,available_crawled,False,8,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""db84fd91b513a78b0074601f6eafFs5uJSjK6eaf""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_036.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,37,您的购买力范围是（单个作品的购买价，含运费）（国内作品）,0843aba7947c1213682910180291wPcFulAj0291,available_crawled,False,14,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""0843aba7947c1213682910180291wPcFulAj0291""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_037.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,38,环境中存在什么样的购买二次同人作品的阻碍（国内作品）,8a22cd4cc7c2bc4a24a2f6c9b012KP0RkLKLb012,available_crawled,False,6,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""8a22cd4cc7c2bc4a24a2f6c9b012KP0RkLKLb012""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_038.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,39,有想过做东方的同人创作吗,615a0dad1275606ca2259c723372Ctsd4vyT3372,available_crawled,False,6,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""615a0dad1275606ca2259c723372Ctsd4vyT3372""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_039.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,40,想做或者做过什么类型的创作,317285d0fb8c06b0344ee1dc982fatGpuz8b982f,available_crawled,False,16,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""317285d0fb8c06b0344ee1dc982fatGpuz8b982f""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_040.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,41,因何原因阻碍了创作的实行,303d08a619f0d711d7aa532e9c6eHQnAVoZU9c6e,available_crawled,False,16,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""303d08a619f0d711d7aa532e9c6eHQnAVoZU9c6e""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_041.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,42,是否还在继续进行着东方的同人创作,c0443beddeec4fbc3c06317a7550638J8Z4x7550,available_crawled,False,4,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""c0443beddeec4fbc3c06317a7550638J8Z4x7550""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_042.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,43,在创作过程中遇到过什么样的困难,6f9696f5c0aa6074348b899f33befM5WpmBW33be,available_crawled,False,18,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""6f9696f5c0aa6074348b899f33befM5WpmBW33be""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_043.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,44,停止创作的直接原因是,971619f064a945078284f9158e4efwH0BoPi8e4e,available_crawled,False,14,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""971619f064a945078284f9158e4efwH0BoPi8e4e""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_044.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,45,原作和二次同人您更热衷于,36d16e4c63906453136ac55b9ed9UZcdo5Of9ed9,available_crawled,False,8,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""36d16e4c63906453136ac55b9ed9UZcdo5Of9ed9""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_045.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,46,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,ffc7c35fce41b2c0f0f4f3eb163anCxGRMtc163a,available_crawled,False,6,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""ffc7c35fce41b2c0f0f4f3eb163anCxGRMtc163a""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_046.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,47,购买周边的时候是否会介意它是否是盗版或存在盗图情况,cf4e10edc70f06fe722f4460af81vMx2pMfMaf81,available_crawled,False,8,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""cf4e10edc70f06fe722f4460af81vMx2pMfMaf81""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_047.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,48,是否购买过盗版的东方相关画集,49dad0f82db2a3c073293f52be42Rwd2hOt2be42,available_crawled,False,8,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""49dad0f82db2a3c073293f52be42Rwd2hOt2be42""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_048.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,49,是否参加过东方专门同人展,c9c6399841dbdd88e1bc22031b548zgNIDKR1b54,available_crawled,False,4,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""c9c6399841dbdd88e1bc22031b548zgNIDKR1b54""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_049.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,50,过去一年内有没有参加过东方专门同人展,2121006448b9c00e150923451394hQPQrYhm1394,available_crawled,False,4,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""2121006448b9c00e150923451394hQPQrYhm1394""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_050.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,51,没有参加过展会的原因是,3d0687015c93367b72128d3b9e09OTwlSr8B9e09,available_crawled,False,10,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""3d0687015c93367b72128d3b9e09OTwlSr8B9e09""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_051.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,52,是否只考虑参加本地或附近地区的同人展,d7f1c7c4d80f3e5df911b98c677bGxoxmRIJ677b,available_crawled,False,4,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""d7f1c7c4d80f3e5df911b98c677bGxoxmRIJ677b""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_052.json.gz,
1,您的性别,9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c,53,浏览东方project主题站点的频率如何,14ac7aac82fb018a02c5ef645ce9xULINkji5ce9,available_crawled,False,8,https://touhou.vote/v5/api.php?action=make&object=votepaper&text=paper,"[[""quest1"", ""9efa3c03ae5d70367f914e336b2cGXSZOvuL6b2c""], [""quest2"", ""14ac7aac82fb018a02c5ef645ce9xULINkji5ce9""]]",data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/pairs/q_001__q_053.json.gz,
