question_index,group,question,token,source_surfaces,cross_eligible,analytical,answer_index,answer_id,answer,expected_cohort,status,advice_path,exclusion_reason
4,1,您的受教育程度,f81a726ed4ea2ae9463d213292e1mvINMhK992e1,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,5,5,其他,144,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_004.json,
5,1,您的工作类型是,9e5354c6c9102cba01b3afcf6f06QlA7yH2F6f06,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,在校学生,6669,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_005.json,
5,1,您的工作类型是,9e5354c6c9102cba01b3afcf6f06QlA7yH2F6f06,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,固定工作者,761,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_005.json,
5,1,您的工作类型是,9e5354c6c9102cba01b3afcf6f06QlA7yH2F6f06,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,自由职业者,293,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_005.json,
5,1,您的工作类型是,9e5354c6c9102cba01b3afcf6f06QlA7yH2F6f06,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,4,4,待业/无业/失业,172,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_005.json,
5,1,您的工作类型是,9e5354c6c9102cba01b3afcf6f06QlA7yH2F6f06,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,5,5,其他,137,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_005.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,01,北京,731,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,02,上海,593,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,03,广东,1017,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,4,04,天津,118,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,5,05,重庆,189,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,6,06,四川,435,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,7,07,江苏,561,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,8,08,浙江,403,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,9,09,湖北,242,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,10,10,湖南,330,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,11,11,山东,471,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,12,12,山西,161,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,13,13,河北,241,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,14,14,河南,296,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,15,15,黑龙江,166,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,16,16,吉林,72,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,17,17,辽宁,191,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,18,18,陕西,128,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,19,19,内蒙古,32,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,20,20,安徽,183,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,21,21,福建,292,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,22,22,江西,144,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,23,23,广西,242,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,24,24,海南,42,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,25,25,贵州,72,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,26,26,云南,65,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,27,27,甘肃,28,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,28,28,宁夏,11,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,29,29,青海,,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,30,30,新疆,35,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,31,31,西藏,1,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,32,32,香港,57,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,33,33,澳门,9,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,34,34,台湾,88,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,35,35,日本,27,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,36,36,亚洲其他地区,26,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,37,37,北美洲,98,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,38,38,南美洲,1,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,39,39,大洋洲,18,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,40,40,欧洲,30,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,41,41,非洲,12,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,42,42,其他,23,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_006.json,
7,2,您更喜欢官方游戏中的哪一类,047ea047fd4115104f07cec0e173zenK10r0e173,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,STG（射击类）,3061,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_007.json,
7,2,您更喜欢官方游戏中的哪一类,047ea047fd4115104f07cec0e173zenK10r0e173,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,FTG（格斗类）,1379,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_007.json,
7,2,您更喜欢官方游戏中的哪一类,047ea047fd4115104f07cec0e173zenK10r0e173,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,都喜欢,3255,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_007.json,
7,2,您更喜欢官方游戏中的哪一类,047ea047fd4115104f07cec0e173zenK10r0e173,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,4,4,对官方游戏不感兴趣，也不会去玩,293,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_007.json,
8,2,您是否玩过旧五作,e9689867795db5e30258902dbf9dg1SBOFMXbf9d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,玩过,2494,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_008.json,
8,2,您是否玩过旧五作,e9689867795db5e30258902dbf9dg1SBOFMXbf9d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,并未玩过,5122,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_008.json,
8,2,您是否玩过旧五作,e9689867795db5e30258902dbf9dg1SBOFMXbf9d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,不知道旧五作是什么,72,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_008.json,
9,2,您是否玩过 东方绀珠传,d1cc7514d48622c0976d15ac8cbc7Kn6P0dE8cbc,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,玩过,5116,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_009.json,
9,2,您是否玩过 东方绀珠传,d1cc7514d48622c0976d15ac8cbc7Kn6P0dE8cbc,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,未玩过,2515,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_009.json,
9,2,您是否玩过 东方绀珠传,d1cc7514d48622c0976d15ac8cbc7Kn6P0dE8cbc,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,不知道是什么,58,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_009.json,
10,2,您是否玩过 东方深秘录,0e03be98d2b3f363d887850ffc89duzaHYrufc89,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,玩过,4349,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_010.json,
10,2,您是否玩过 东方深秘录,0e03be98d2b3f363d887850ffc89duzaHYrufc89,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,未玩过,3258,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_010.json,
10,2,您是否玩过 东方深秘录,0e03be98d2b3f363d887850ffc89duzaHYrufc89,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,不知道是什么,81,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_010.json,
11,2,您关注哪些此时正在连载的官方连载作品,5436376bc2e27afc23b18f45bgXFFtpk3a306d5d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,东方铃奈庵（月刊）,3962,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_011.json,
11,2,您关注哪些此时正在连载的官方连载作品,5436376bc2e27afc23b18f45bgXFFtpk3a306d5d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,东方茨歌仙（双月刊）,3806,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_011.json,
11,2,您关注哪些此时正在连载的官方连载作品,5436376bc2e27afc23b18f45bgXFFtpk3a306d5d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,新东方三月精（季刊）,2901,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_011.json,
11,2,您关注哪些此时正在连载的官方连载作品,5436376bc2e27afc23b18f45bgXFFtpk3a306d5d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,4,4,新东方香霖堂（半年刊）,2282,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_011.json,
11,2,您关注哪些此时正在连载的官方连载作品,5436376bc2e27afc23b18f45bgXFFtpk3a306d5d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,5,5,都不关注,2403,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_011.json,
12,2,您最喜欢东方原作的哪方面,8d5ef8cc0bdc503c8e0c30d62e51avmJ216Z2e51,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,游戏本身,4678,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_012.json,
12,2,您最喜欢东方原作的哪方面,8d5ef8cc0bdc503c8e0c30d62e51avmJ216Z2e51,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,音乐曲目,7150,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_012.json,
12,2,您最喜欢东方原作的哪方面,8d5ef8cc0bdc503c8e0c30d62e51avmJ216Z2e51,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,人物设定,7208,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_012.json,
12,2,您最喜欢东方原作的哪方面,8d5ef8cc0bdc503c8e0c30d62e51avmJ216Z2e51,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,4,4,故事剧情,5598,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_012.json,
12,2,您最喜欢东方原作的哪方面,8d5ef8cc0bdc503c8e0c30d62e51avmJ216Z2e51,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,5,5,对原作完全不感兴趣,83,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_012.json,
13,2,购买过正版的实体原作吗（官方游戏，官方CD，官方出版物）,ab577e8ddad93adbc94ef7cb6ed3SPA1sbGB6ed3,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,热衷于收集,467,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_013.json,
13,2,购买过正版的实体原作吗（官方游戏，官方CD，官方出版物）,ab577e8ddad93adbc94ef7cb6ed3SPA1sbGB6ed3,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,购买过,2101,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_013.json,
13,2,购买过正版的实体原作吗（官方游戏，官方CD，官方出版物）,ab577e8ddad93adbc94ef7cb6ed3SPA1sbGB6ed3,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,想买但是没有条件,4581,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_013.json,
13,2,购买过正版的实体原作吗（官方游戏，官方CD，官方出版物）,ab577e8ddad93adbc94ef7cb6ed3SPA1sbGB6ed3,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,4,4,没有考虑过,829,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_013.json,
14,2,购买实体正版的渠道是,de626b0508a274a396b53b993443qP2DCBQJ3443,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,通过代购,1834,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_014.json,
14,2,购买实体正版的渠道是,de626b0508a274a396b53b993443qP2DCBQJ3443,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,购买二手,419,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_014.json,
14,2,购买实体正版的渠道是,de626b0508a274a396b53b993443qP2DCBQJ3443,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,委托朋友,607,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_014.json,
14,2,购买实体正版的渠道是,de626b0508a274a396b53b993443qP2DCBQJ3443,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,4,4,实地购买,698,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_014.json,
15,2,因何原因阻碍了购买,b0bb4dfebe9a60f874ae6fafd20ditQP2laRd20d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,1,1,价格过高,960,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_015.json,
15,2,因何原因阻碍了购买,b0bb4dfebe9a60f874ae6fafd20ditQP2laRd20d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,2,2,缺少渠道,3158,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_015.json,
15,2,因何原因阻碍了购买,b0bb4dfebe9a60f874ae6fafd20ditQP2laRd20d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,3,3,环境阻碍,1979,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_015.json,
15,2,因何原因阻碍了购买,b0bb4dfebe9a60f874ae6fafd20ditQP2laRd20d,paper_cross;chara_ranking_filter;music_ranking_filter,True,True,4,4,不懂日文,2110,available_crawled,data_raw/cn_official_legacy/round_05/raw/advanced/questionnaire/advice/q_015.json,
