id,index,name,first,total,11,35,male,female,mratio,mtratio,fratio,ftratio,love1,love2,love3,love4
37,20,风见幽香,112,674,503,108|68|498|0,503,171,74.63,10.92,25.369999999999997,11.93,16.02,10.09,73.89,0
49,21,比那名居天子,100,670,579,114|66|490|0,579,91,86.42,12.57,13.58,6.35,17.01,9.85,73.13,0
98,22,克劳恩皮丝,22,653,539,190|39|424|0,539,114,82.54,11.700000000000001,17.46,7.960000000000001,29.099999999999998,5.970000000000001,64.92999999999999,0
26,23,伊吹萃香,66,575,485,110|45|420|0,485,90,84.35000000000001,10.530000000000001,15.65,6.279999999999999,19.13,7.829999999999999,73.04,0
84,24,鬼人正邪,78,573,422,141|22|410|0,422,151,73.65,9.16,26.35,10.54,24.610000000000003,3.84,71.55,0
97,25,稀神探女,20,497,337,125|22|350|0,337,160,67.81,7.31,32.190000000000005,11.17,25.15,4.43,70.42,0
39,26,四季映姬·亚玛萨那度,63,465,328,83|37|345|0,328,137,70.54,7.12,29.459999999999997,9.56,17.849999999999998,7.960000000000001,74.19,0
6,27,红美铃,64,450,323,61|56|333|0,323,127,71.78,7.01,28.22,8.86,13.56,12.44,74,0
64,28,圣白莲,42,449,339,105|37|307|0,339,110,75.5,7.359999999999999,24.5,7.68,23.39,8.24,68.37,0
42,29,键山雏,71,421,323,88|42|291|0,323,98,76.72,7.01,23.28,6.84,20.9,9.98,69.12,0
47,29,洩矢诹访子,48,421,322,96|29|296|0,322,99,76.48,6.99,23.52,6.909999999999999,22.8,6.890000000000001,70.30999999999999,0
134,31,宇佐见莲子,54,407,281,78|31|298|0,281,126,69.04,6.1,30.959999999999997,8.790000000000001,19.16,7.62,73.22,0
29,32,上白泽慧音,26,405,268,64|36|305|0,268,137,66.17,5.82,33.83,9.56,15.8,8.89,75.31,0
75,33,丰聪耳神子,59,384,201,93|19|272|0,201,183,52.339999999999996,4.36,47.660000000000004,12.770000000000001,24.22,4.95,70.83,0
85,34,少名针妙丸,19,383,284,107|18|258|0,284,99,74.15,6.16,25.85,6.909999999999999,27.939999999999998,4.7,67.36,0
32,35,八意永琳,46,344,230,72|26|245|1,230,114,66.86,4.99,33.14,7.960000000000001,20.93,7.5600000000000005,71.22,0.29
99,36,纯狐,21,327,192,106|10|211|0,192,135,58.720000000000006,4.17,41.28,9.42,32.42,3.06,64.53,0
59,37,多多良小伞,26,308,259,98|15|195|0,259,49,84.09,5.62,15.909999999999998,3.42,31.819999999999997,4.87,63.31,0
74,38,物部布都,43,283,131,64|25|194|0,131,152,46.29,2.8400000000000003,53.71,10.61,22.61,8.83,68.55,0
135,39,玛艾露贝莉·赫恩,12,278,200,56|23|199|0,200,78,71.94,4.34,28.060000000000002,5.4399999999999995,20.14,8.27,71.58,0
56,40,灵乌路空,47,269,215,54|28|187|0,215,54,79.93,4.67,20.07,3.7699999999999996,20.07,10.41,69.52000000000001,0
65,41,封兽鵺,23,262,180,72|22|168|0,180,82,68.7,3.91,31.3,5.72,27.48,8.4,64.12,0
52,42,水桥帕露西,31,252,161,44|21|187|0,161,91,63.89,3.49,36.11,6.35,17.46,8.33,74.21,0
22,43,八云蓝,30,245,208,43|20|182|0,208,37,84.89999999999999,4.51,15.1,2.58,17.549999999999997,8.16,74.29,0
3,44,露米娅,21,241,212,25|22|194|0,212,29,87.97,4.6,12.030000000000001,2.02,10.37,9.13,80.5,0
96,45,哆来咪·苏伊特,9,236,165,74|9|153|0,165,71,69.92,3.58,30.080000000000002,4.95,31.36,3.81,64.83,0
136,46,稗田阿求,21,233,184,49|19|165|0,184,49,78.97,3.9899999999999998,21.029999999999998,3.42,21.029999999999998,8.15,70.82000000000001,0
72,47,霍青娥,17,231,139,60|11|160|0,139,92,60.17,3.02,39.83,6.419999999999999,25.97,4.760000000000001,69.26,0
55,48,火焰猫燐,24,207,158,41|15|151|0,158,49,76.33,3.4299999999999997,23.669999999999998,3.42,19.81,7.249999999999999,72.95,0
118,49,冈崎梦美,26,206,145,36|12|158|0,145,61,70.39,3.15,29.609999999999996,4.26,17.48,5.83,76.7,0
44,50,犬走椛,31,201,170,33|19|149|0,170,31,84.58,3.6900000000000004,15.42,2.16,16.42,9.45,74.13,0
145,51,茨木华扇,16,197,164,51|10|136|0,164,33,83.25,3.56,16.75,2.3,25.89,5.08,69.04,0
43,52,河城荷取,19,189,139,46|19|124|0,139,50,73.54,3.02,26.46,3.49,24.34,10.05,65.61,0
133,53,神绮,13,185,152,28|17|140|0,152,33,82.16,3.3000000000000003,17.84,2.3,15.14,9.19,75.68,0
86,54,堀川雷鼓,17,183,109,52|7|124|0,109,74,59.56,2.37,40.44,5.16,28.42,3.83,67.75999999999999,0
100,55,赫卡提亚·拉碧斯拉祖利,10,182,111,60|12|110|0,111,71,60.99,2.41,39.01,4.95,32.97,6.59,60.440000000000005,0
76,56,二岩猯藏,22,181,98,53|10|118|0,98,83,54.14,2.13,45.86,5.79,29.28,5.52,65.19,0
87,57,宇佐见堇子,4,179,116,47|7|125|0,116,63,64.8,2.52,35.199999999999996,4.3999999999999995,26.26,3.91,69.83,0
46,58,八坂神奈子,13,174,104,53|13|108|0,104,70,59.77,2.26,40.23,4.88,30.459999999999997,7.470000000000001,62.07,0
146,59,本居小铃,7,171,144,43|18|110|0,144,27,84.21,3.1300000000000003,15.790000000000001,1.8800000000000001,25.15,10.530000000000001,64.33,0
137,60,森近霖之助,14,156,136,39|12|105|0,136,20,87.18,2.9499999999999997,12.82,1.4000000000000001,25,7.6899999999999995,67.31,0
30,61,因幡帝,10,138,103,37|10|91|0,103,35,74.64,2.2399999999999998,25.36,2.44,26.810000000000002,7.249999999999999,65.94,0
28,62,米斯蒂娅·萝蕾拉,18,133,110,25|21|87|0,110,23,82.71,2.39,17.29,1.6099999999999999,18.8,15.790000000000001,65.41,0
38,62,小野塚小町,8,133,80,23|14|96|0,80,53,60.150000000000006,1.7399999999999998,39.85,3.6999999999999997,17.29,10.530000000000001,72.18,0
4,64,大妖精,2,127,111,16|16|95|0,111,16,87.4,2.41,12.6,1.1199999999999999,12.6,12.6,74.8,0
14,65,橙,13,126,105,23|11|92|0,105,21,83.33,2.2800000000000002,16.669999999999998,1.47,18.25,8.73,73.02,0
53,66,星熊勇仪,7,121,83,28|10|83|0,83,38,68.60000000000001,1.7999999999999998,31.4,2.65,23.14,8.260000000000002,68.60000000000001,0
7,67,小恶魔,8,119,99,14|20|85|0,99,20,83.19,2.15,16.81,1.4000000000000001,11.76,16.81,71.43,0
62,68,村纱水蜜,11,115,63,33|5|77|0,63,52,54.779999999999994,1.37,45.22,3.63,28.7,4.35,66.96,0
102,69,魅魔,14,113,81,23|14|76|0,81,32,71.67999999999999,1.76,28.32,2.23,20.349999999999998,12.389999999999999,67.25999999999999,0
69,70,姬海棠果,7,105,74,21|8|76|0,74,31,70.48,1.6099999999999999,29.520000000000003,2.16,20,7.62,72.38,0
48,71,永江衣玖,17,103,84,21|8|74|0,84,19,81.55,1.82,18.45,1.3299999999999998,20.39,7.7700000000000005,71.84,0
81,72,今泉影狼,3,100,84,16|8|76|0,84,16,84,1.82,16,1.1199999999999999,16,8,76,0
12,73,冴月麟,15,99,81,18|11|70|0,81,18,81.82000000000001,1.76,18.18,1.26,18.18,11.110000000000001,70.71,0
80,74,赤蛮奇,12,92,60,19|8|65|0,60,32,65.22,1.3,34.78,2.23,20.65,8.7,70.65,0
73,75,苏我屠自古,8,89,33,16|8|65|0,33,56,37.08,0.72,62.92,3.91,17.98,8.99,73.03,0
36,76,梅蒂欣·梅兰可莉,7,76,42,22|4|50|0,42,34,55.26,0.91,44.74,2.37,28.95,5.26,65.79,0
16,76,莉莉白,6,76,59,17|5|54|0,59,17,77.63,1.28,22.37,1.1900000000000002,22.37,6.58,71.05,0
70,78,幽谷响子,7,75,64,19|8|48|0,64,11,85.33,1.39,14.67,0.77,25.330000000000002,10.67,64,0
40,79,秋静叶,1,70,51,18|5|47|0,51,19,72.86,1.11,27.139999999999997,1.3299999999999998,25.71,7.140000000000001,67.14,0
41,80,秋穰子,3,68,53,12|5|51|0,53,15,77.94,1.15,22.06,1.05,17.65,7.35,75,0
82,81,九十九弁弁,2,61,28,25|4|32|0,28,33,45.9,0.61,54.1,2.3,40.98,6.5600000000000005,52.459999999999994,0
63,82,寅丸星,7,57,27,12|2|43|0,27,30,47.370000000000005,0.59,52.629999999999995,2.09,21.05,3.51,75.44,0
71,83,宫古芳香,4,55,30,17|4|34|0,30,25,54.55,0.65,45.45,1.7399999999999998,30.91,7.2700000000000005,61.82,0
79,84,若鹭姬,4,51,33,17|4|30|0,33,18,64.71000000000001,0.72,35.29,1.26,33.33,7.84,58.81999999999999,0
179,85,毛玉,2,50,36,12|3|35|0,36,14,72,0.7799999999999999,28.000000000000004,0.98,24,6,70,0
58,86,娜兹玲,5,49,29,14|2|33|0,29,20,59.18,0.63,40.82,1.4000000000000001,28.57,4.08,67.35,0
141,87,斯塔萨菲雅,3,46,43,14|6|26|0,43,3,93.47999999999999,0.9299999999999999,6.52,0.21,30.43,13.04,56.52,0
143,88,绵月依姬,3,45,32,11|3|31|0,32,13,71.11,0.69,28.89,0.91,24.44,6.67,68.89,0
94,89,清兰,1,43,26,15|1|27|0,26,17,60.47,0.5599999999999999,39.53,1.1900000000000002,34.88,2.33,62.79,0
140,90,露娜切尔德,2,40,36,15|5|20|0,36,4,90,0.7799999999999999,10,0.27999999999999997,37.5,12.5,50,0
27,91,莉格露·奈特巴格,3,36,22,8|5|23|0,22,14,61.11,0.48,38.89,0.98,22.220000000000002,13.889999999999999,63.89,0
138,91,无名的读书妖怪（朱鹭子）,2,36,33,4|2|30|0,33,3,91.67,0.72,8.33,0.21,11.110000000000001,5.56,83.33,0
13,93,蕾蒂·霍瓦特洛克,2,35,28,2|7|26|0,28,7,80,0.61,20,0.49,5.71,20,74.29,0
183,94,人偶（含上海人偶、哥利亚人偶）,3,34,28,4|1|29|0,28,6,82.35,0.61,17.65,0.42,11.76,2.94,85.28999999999999,0
115,95,卡娜·安娜贝拉尔,3,33,19,6|2|25|0,19,14,57.58,0.41000000000000003,42.42,0.98,18.18,6.0600000000000005,75.76,0
142,96,绵月丰姬,2,32,21,9|2|21|0,21,11,65.63,0.45999999999999996,34.38,0.77,28.13,6.25,65.63,0
17,97,露娜萨·普莉兹姆利巴,3,31,24,9|6|16|0,24,7,77.42,0.52,22.58,0.49,29.03,19.35,51.61,0
24,97,魂魄妖忌,0,31,28,4|3|24|0,28,3,90.32,0.61,9.68,0.21,12.9,9.68,77.42,0
127,99,幻月,5,30,16,8|1|21|0,16,14,53.33,0.35000000000000003,46.67,0.98,26.669999999999998,3.3300000000000005,70,0
61,99,云居一轮,2,30,15,7|3|20|0,15,15,50,0.33,50,1.05,23.330000000000002,10,66.67,0
83,101,九十九八桥,3,25,19,12|1|12|0,19,6,76,0.41000000000000003,24,0.42,48,4,48,0
107,102,萨丽爱尔,2,23,17,8|2|13|0,17,6,73.91,0.37,26.090000000000003,0.42,34.78,8.7,56.52,0
139,102,桑尼米尔克,2,23,22,5|3|15|0,22,1,95.65,0.48,4.35,0.06999999999999999,21.740000000000002,13.04,65.22,0
51,102,黑谷山女,1,23,18,7|0|16|0,18,5,78.25999999999999,0.38999999999999996,21.740000000000002,0.35000000000000003,30.43,0,69.57,0
95,105,铃瑚,0,20,16,5|0|15|0,16,4,80,0.35000000000000003,20,0.27999999999999997,25,0,75,0
113,106,爱莲,2,19,8,6|1|12|0,8,11,42.11,0.16999999999999998,57.89,0.77,31.580000000000002,5.26,63.160000000000004,0
19,107,莉莉卡·普莉兹姆利巴,0,18,15,4|1|13|0,15,3,83.33,0.33,16.669999999999998,0.21,22.220000000000002,5.56,72.22,0
66,108,命莲,0,16,13,3|1|12|0,13,3,81.25,0.27999999999999997,18.75,0.21,18.75,6.25,75,0
67,109,大鲶鱼,2,15,10,6|0|9|0,10,5,66.67,0.22,33.33,0.35000000000000003,40,0,60,0
104,109,矜羯罗,2,15,5,3|2|10|0,5,10,33.33,0.11,66.67,0.7000000000000001,20,13.33,66.67,0
18,109,梅露兰·普莉兹姆利巴,0,15,10,5|2|8|0,10,5,66.67,0.22,33.33,0.35000000000000003,33.33,13.33,53.33,0
125,112,艾丽,0,14,11,1|1|12|0,11,3,78.57,0.24,21.43,0.21,7.140000000000001,7.140000000000001,85.71,0
110,113,明罗,2,13,3,5|1|7|0,3,10,23.080000000000002,0.06999999999999999,76.92,0.7000000000000001,38.46,7.6899999999999995,53.849999999999994,0
50,114,琪斯美,1,12,7,4|2|6|0,7,5,58.330000000000005,0.15,41.67,0.35000000000000003,33.33,16.669999999999998,50,0
60,114,云山,0,12,9,3|2|7|0,9,3,75,0.2,25,0.21,25,16.669999999999998,58.330000000000005,0
181,116,UFO,4,11,9,3|1|7|0,9,2,81.82000000000001,0.2,18.18,0.13999999999999999,27.27,9.09,63.63999999999999,0
124,116,胡桃,1,11,8,4|0|7|0,8,3,72.72999999999999,0.16999999999999998,27.27,0.21,36.36,0,63.63999999999999,0
116,118,朝仓理香子,1,10,4,4|0|6|0,4,6,40,0.09,60,0.42,40,0,60,0
25,118,蕾拉·普莉兹姆利巴,0,10,6,2|1|7|0,6,4,60,0.13,40,0.27999999999999997,20,10,70,0
117,118,北白河千百合,0,10,3,3|1|6|0,3,7,30,0.06999999999999999,70,0.49,30,10,60,0
126,118,梦月,0,10,6,4|0|6|0,6,4,60,0.13,40,0.27999999999999997,40,0,60,0
147,118,龙神,0,10,9,3|0|7|0,9,1,90,0.2,10,0.06999999999999999,30,0,70,0
132,123,梦子,1,9,4,2|2|5|0,4,5,44.440000000000005,0.09,55.559999999999995,0.35000000000000003,22.220000000000002,22.220000000000002,55.559999999999995,0
130,123,雪,0,9,5,4|0|5|0,5,4,55.559999999999995,0.11,44.440000000000005,0.27999999999999997,44.440000000000005,0,55.559999999999995,0
191,125,STG作品中没有名称的角色,0,8,7,4|1|3|0,7,1,87.5,0.15,12.5,0.06999999999999999,50,12.5,37.5,0
68,126,非想天则,0,7,7,1|1|5|0,7,0,100,0.15,0,0,14.29,14.29,71.43,0
88,126,绿巨人,0,7,6,1|1|5|0,6,1,85.71,0.13,14.29,0.06999999999999999,14.29,14.29,71.43,0
106,126,依莉斯,0,7,2,2|0|5|0,2,5,28.57,0.04,71.43,0.35000000000000003,28.57,0,71.43,0
114,126,小兔姬,0,7,3,1|0|6|0,3,4,42.86,0.06999999999999999,57.14,0.27999999999999997,14.29,0,85.71,0
144,126,Reisen,0,7,6,1|1|5|0,6,1,85.71,0.13,14.29,0.06999999999999999,14.29,14.29,71.43,0
131,131,舞,1,6,3,0|0|6|0,3,3,50,0.06999999999999999,50,0.21,0,0,100,0
180,131,妖精（含持花妖精，僵尸妖精）,1,6,5,3|0|3|0,5,1,83.33,0.11,16.669999999999998,0.06999999999999999,50,0,50,0
187,131,河童（含山童）,1,6,4,2|0|4|0,4,2,66.67,0.09,33.33,0.13999999999999999,33.33,0,66.67,0
185,131,阴阳玉,0,6,4,0|0|6|0,4,2,66.67,0.09,33.33,0.13999999999999999,0,0,100,0
108,135,玄爷,0,5,4,0|0|5|0,4,1,80,0.09,20,0.06999999999999999,0,0,100,0
159,135,求闻史纪中的受访人群,0,5,4,0|0|5|0,4,1,80,0.09,20,0.06999999999999999,0,0,100,0
78,137,秦河胜,0,4,1,0|1|3|0,1,3,25,0.02,75,0.21,0,25,75,0
89,137,阿菊,0,4,2,1|0|3|0,2,2,50,0.04,50,0.13999999999999999,25,0,75,0
92,139,黄帝,0,3,3,1|1|1|0,3,0,100,0.06999999999999999,0,0,33.33,33.33,33.33,0
109,139,里香,0,3,1,1|0|2|0,1,2,33.33,0.02,66.67,0.13999999999999999,33.33,0,66.67,0
119,139,咪咪号,0,3,2,1|1|1|0,2,1,66.67,0.04,33.33,0.06999999999999999,33.33,33.33,33.33,0
123,139,奥莲姬,0,3,3,0|2|1|0,3,0,100,0.06999999999999999,0,0,0,66.67,33.33,0
156,139,岩笠,0,3,3,2|0|1|0,3,0,100,0.06999999999999999,0,0,66.67,0,33.33,0
176,139,读书狐狸,0,3,2,0|0|3|0,2,1,66.67,0.04,33.33,0.06999999999999999,0,0,100,0
101,145,神玉,0,2,2,0|0|2|0,2,0,100,0.04,0,0,0,0,100,0
103,145,菊理,0,2,1,1|0|1|0,1,1,50,0.02,50,0.06999999999999999,50,0,50,0
148,145,月夜见,0,2,1,1|0|1|0,1,1,50,0.02,50,0.06999999999999999,50,0,50,0
150,145,木花咲耶姬,0,2,2,1|1|0|0,2,0,100,0.04,0,0,50,50,0,0
162,145,雷兽（务光）,0,2,1,1|0|1|0,1,1,50,0.02,50,0.06999999999999999,50,0,50,0
173,145,稻荷大人,0,2,1,1|0|1|0,1,1,50,0.02,50,0.06999999999999999,50,0,50,0
178,145,占卜师（易者）,0,2,2,0|0|2|0,2,0,100,0.04,0,0,0,0,100,0
186,145,狸猫,0,2,2,2|0|0|0,2,0,100,0.04,0,0,100,0,0,0
190,145,座敷童子,0,2,1,1|0|1|0,1,1,50,0.02,50,0.06999999999999999,50,0,50,0
163,154,运松翁,1,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
90,154,八尺大人,0,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
91,154,彭祖,0,1,1,1|0|0|0,1,0,100,0.02,0,0,100,0,0,0
105,154,幽玄魔眼,0,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
120,154,留琴,0,1,0,1|0|0|0,0,1,0,0,100,0.06999999999999999,100,0,0,0
121,154,玛○奇,0,1,0,1|0|0|0,0,1,0,0,100,0.06999999999999999,100,0,0,0
122,154,苏格拉底,0,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
128,154,萨拉,0,1,1,0|1|0|0,1,0,100,0.02,0,0,0,100,0,0
129,154,露易兹,0,1,0,1|0|0|0,0,1,0,0,100,0.06999999999999999,100,0,0,0
151,154,天照大御神,0,1,1,1|0|0|0,1,0,100,0.02,0,0,100,0,0,0
153,154,天宇受卖命,0,1,1,1|0|0|0,1,0,100,0.02,0,0,100,0,0,0
157,154,瑞江浦岛子,0,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
160,154,野槌,0,1,1,1|0|0|0,1,0,100,0.02,0,0,100,0,0,0
161,154,酒虫,0,1,1,1|0|0|0,1,0,100,0.02,0,0,100,0,0,0
164,154,久米 / 竿打,0,1,0,0|0|1|0,0,1,0,0,100,0.06999999999999999,0,0,100,0
165,154,管狐,0,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
167,154,万岁乐,0,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
169,154,邪龙,0,1,0,0|0|1|0,0,1,0,0,100,0.06999999999999999,0,0,100,0
188,154,野铁炮,0,1,1,1|0|0|0,1,0,100,0.02,0,0,100,0,0,0
93,173,尼西号,0,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
111,173,Flower～战车,0,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
112,173,邪眼西格玛,0,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
149,173,石长姬,0,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
152,173,石凝老命,0,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
154,173,伊豆能卖,0,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
155,173,火雷神,0,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
158,173,前鬼 / 后鬼,0,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
166,173,水鬼鬼神长,0,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
168,173,人面犬,0,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
170,173,烟烟罗,0,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
171,173,卓柏卡布拉,0,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
172,173,沓颊,0,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
174,173,怨灵少女,0,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
175,173,佑天上人,0,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
177,173,白仙和尚,0,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
182,173,怨灵,0,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
184,173,幽灵,0,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
189,173,大地精,0,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
