round,name_a,name_b,name_a_cn,name_b_cn,rank_a,rank_b,count_a,count_b,ballots,intersection_count,direction_a_to_b,direction_b_to_a,share,baseline_count,lift,excess_count,phi,asymmetry,anomaly,anomaly_difference,directions_found
20,十六夜 咲夜,藤原 妹紅,十六夜咲夜,藤原妹红,6,9,11902,7737,56855,1844,0.15493194421105697,0.2383352720692775,0.03243338316770732,1619.6600826664321,1.1385104934883863,224.33991733356788,0.02828650368925598,-0.08340332785822052,false,0,2
20,十六夜 咲夜,紅 美鈴,十六夜咲夜,红美铃,6,18,11902,4634,56855,1840,0.1545958662409679,0.39706517047906775,0.03236302875736523,970.0794653064814,1.8967518289016465,869.9205346935186,0.13745429877707446,-0.24246930423809984,false,0,2
20,十六夜 咲夜,西行寺 幽々子,十六夜咲夜,西行寺幽幽子,6,11,11902,6817,56855,1798,0.15106704755503278,0.26375238374651605,0.031624307448773196,1427.0676985313517,1.2599262122255226,370.93230146864835,0.04936593721322184,-0.11268533619148327,false,0,2
20,チルノ,レミリア・スカーレット,琪露诺,蕾米莉亚·斯卡蕾特,10,7,6824,11578,56855,1782,0.261137162954279,0.15391259284850578,0.0313428898074048,1389.6450971770294,1.2823418034000287,392.35490282297064,0.0527294270840479,0.10722457010577324,false,0,2
20,チルノ,十六夜 咲夜,琪露诺,十六夜咲夜,10,6,6824,11902,56855,1772,0.2596717467760844,0.14888254074945387,0.031167003781549556,1428.5330753671622,1.240433302214273,343.46692463283784,0.04569042222930237,0.11078920602663053,false,0,2
20,古明地 さとり,魂魄 妖夢,古明地觉,魂魄妖梦,8,5,8616,11362,56855,1770,0.20543175487465182,0.15578243267030453,0.031131826576378505,1721.8361094011082,1.027972401284838,48.16389059889184,0.005907973666732366,0.049649322204347285,false,0,2
20,東風谷 早苗,霧雨 魔理沙,东风谷早苗,雾雨魔理沙,14,2,5777,16188,56855,1738,0.30084819110264843,0.10736347912033604,0.03056899129364172,1644.8522733268842,1.0566298434112353,93.14772667311581,0.012015867553705798,0.19348471198231237,false,0,1
20,博麗 霊夢,鈴仙・優曇華院・イナバ,博丽灵梦,铃仙·优昙华院·因幡,1,15,17658,5659,56855,1726,0.09774606410692038,0.3050008835483301,0.030357928062615426,1757.5696420719373,0.9820378997700934,-31.569642071937324,-0.0040082360430977754,-0.20725481944140972,false,0,1
20,射命丸 文,霧雨 魔理沙,射命丸文,雾雨魔理沙,13,2,6154,16188,56855,1725,0.2803054923626909,0.10656041512231282,0.0303403394600299,1752.19333391962,0.9844804032790211,-27.193333919620045,-0.0034113512997670987,0.1737450772403781,false,0,1
20,アリス・マーガトロイド,十六夜 咲夜,爱丽丝·玛格特洛依德,十六夜咲夜,12,6,6362,11902,56855,1722,0.2706696007544797,0.14468156612334063,0.030287573652273327,1331.818204203676,1.2929692615439374,390.18179579632397,0.0535098747276721,0.12598803463113908,false,0,1
20,藤原 妹紅,魂魄 妖夢,藤原妹红,魂魄妖梦,9,5,7737,11362,56855,1665,0.21519968980224893,0.14654110191867628,0.029285023304898426,1546.1752528361621,1.0768507625160062,118.82474716383786,0.015242957753449419,0.06865858788357265,false,0,2
20,フランドール・スカーレット,ルーミア,芙兰朵露·斯卡蕾特,露米娅,3,21,13601,4394,56855,1645,0.12094698919197118,0.37437414656349566,0.028933251253187933,1051.1440330665728,1.5649615545083118,593.8559669334272,0.09168597790766612,-0.2534271573715245,false,0,2
20,チルノ,古明地 こいし,琪露诺,古明地恋,10,4,6824,12939,56855,1643,0.240767878077374,0.1269804467114924,0.028898074048016885,1552.9986105003957,1.057953296861357,90.00138949960433,0.011617616409021222,0.1137874313658816,false,0,2
20,フランドール・スカーレット,藤原 妹紅,芙兰朵露·斯卡蕾特,藤原妹红,3,9,13601,7737,56855,1606,0.11807955297404603,0.2075739950885356,0.028247295752352474,1850.8651305953742,0.8677023373839197,-244.86513059537424,-0.029443566483054084,-0.08949444211448958,false,0,2
20,フランドール・スカーレット,西行寺 幽々子,芙兰朵露·斯卡蕾特,西行寺幽幽子,3,11,13601,6817,56855,1594,0.11719726490699213,0.2338271967140971,0.02803623252132618,1630.780353530912,0.9774461634570981,-36.78035353091195,-0.004668091784035493,-0.11662993180710497,false,0,1
20,鈴仙・優曇華院・イナバ,魂魄 妖夢,铃仙·优昙华院·因幡,魂魄妖梦,15,5,5659,11362,56855,1582,0.2795546916416328,0.13923604999119873,0.027825169290299885,1130.9041948817166,1.398880654223291,451.09580511828335,0.06627502637192716,0.1403186416504341,false,0,2
20,十六夜 咲夜,古明地 さとり,十六夜咲夜,古明地觉,6,8,11902,8616,56855,1567,0.1316585447823895,0.18187093779015784,0.027561340251517016,1803.669545334623,0.8687844201024555,-236.66954533462308,-0.028534464979821563,-0.050212393007768336,false,0,1
20,パチュリー・ノーレッジ,博麗 霊夢,帕秋莉·诺蕾姬,博丽灵梦,17,1,4820,17658,56855,1566,0.324896265560166,0.08868501529051988,0.027543751648931494,1496.9934042740304,1.0460967934320555,69.00659572596965,0.009416527903396733,0.23621125026964612,false,0,1
20,マエリベリー・ハーン,宇佐見 蓮子,玛艾露贝莉·赫恩,宇佐见莲子,48,34,2086,2864,56855,1559,0.7473633748801534,0.5443435754189944,0.02742063143083282,105.07965878110984,14.836363365506676,1453.9203412188901,0.6219243003039671,0.203019799461159,false,0,2
20,パチュリー・ノーレッジ,霧雨 魔理沙,帕秋莉·诺蕾姬,雾雨魔理沙,17,2,4820,16188,56855,1555,0.32261410788381745,0.09605880899431678,0.027350277020490723,1372.3711195145545,1.1330754326497678,182.6288804854455,0.02555342725627393,0.22655529888950066,false,0,1
20,博麗 霊夢,紅 美鈴,博丽灵梦,红美铃,1,18,17658,4634,56855,1548,0.08766564729867482,0.33405265429434616,0.02722715680239205,1439.2256090053645,1.0755784154437111,108.7743909946355,0.015111151053060731,-0.24638700699567134,false,0,1
20,古明地 こいし,藤原 妹紅,古明地恋,藤原妹红,4,9,12939,7737,56855,1545,0.11940644562949224,0.1996898022489337,0.027174390994635478,1760.7781725441914,0.8774529489808428,-215.77817254419142,-0.02640023508266333,-0.08028335661944147,false,0,2
20,チルノ,魂魄 妖夢,琪露诺,魂魄妖梦,10,5,6824,11362,56855,1537,0.22523446658851115,0.13527547966907236,0.02703368217395128,1363.7197783836075,1.127064389886446,173.2802216163925,0.02345194552989738,0.0899589869194388,false,0,1
20,古明地 こいし,西行寺 幽々子,古明地恋,西行寺幽幽子,4,11,12939,6817,56855,1531,0.11832444547492078,0.2245855948364383,0.02692815055843813,1551.405557998417,0.986847051118765,-20.405557998416953,-0.002635170839959765,-0.10626114936151752,false,0,1
20,レミリア・スカーレット,西行寺 幽々子,蕾米莉亚·斯卡蕾特,西行寺幽幽子,7,11,11578,6817,56855,1520,0.1312834686474348,0.22297198181018044,0.026734675929997363,1388.2196112918828,1.0949276235807401,131.78038870811724,0.017718103547755066,-0.09168851316274565,false,0,2
20,アリス・マーガトロイド,フランドール・スカーレット,爱丽丝·玛格特洛依德,芙兰朵露·斯卡蕾特,12,3,6362,13601,56855,1516,0.23828984596038982,0.11146239247114183,0.026664321519655265,1521.9340779175095,0.9961009625820133,-5.934077917509512,-0.0007760879321658406,0.126827453489248,false,0,1
20,八雲 紫,西行寺 幽々子,八云紫,西行寺幽幽子,16,11,5260,6817,56855,1513,0.2876425855513308,0.22194513715710723,0.02661155571189869,630.6819101222408,2.3989906412675537,882.3180898777592,0.1648733827346404,0.06569744839422359,false,0,2
20,鈴仙・優曇華院・イナバ,霧雨 魔理沙,铃仙·优昙华院·因幡,雾雨魔理沙,15,2,5659,16188,56855,1501,0.26524120869411555,0.09272300469483569,0.026400492480872395,1611.2548060856566,0.9315720855142043,-110.25480608565658,-0.014353594262638792,0.17251820399927986,false,0,1
20,紅 美鈴,霧雨 魔理沙,红美铃,雾雨魔理沙,18,2,4634,16188,56855,1497,0.32304704359085024,0.0924759080800593,0.026330138070530296,1319.4123999648227,1.1345959762390532,177.58760003517727,0.025296651021192024,0.23057113551079095,false,0,1
20,アリス・マーガトロイド,レミリア・スカーレット,爱丽丝·玛格特洛依德,蕾米莉亚·斯卡蕾特,12,7,6362,11578,56855,1483,0.23310279786230745,0.12808775263430644,0.026083897634332952,1295.5630287573651,1.1446760729367327,187.43697124263485,0.025969040747937783,0.10501504522800101,false,0,2
20,パチュリー・ノーレッジ,レミリア・スカーレット,帕秋莉·诺蕾姬,蕾米莉亚·斯卡蕾特,17,7,4820,11578,56855,1477,0.30643153526970957,0.1275695284159613,0.025978366018819806,981.5488523436813,1.5047646344583983,495.45114765631865,0.07768597304029003,0.17886200685374826,false,0,1
20,東風谷 早苗,魂魄 妖夢,东风谷早苗,魂魄妖梦,14,5,5777,11362,56855,1470,0.25445733079453003,0.12937863052279527,0.025855245800721134,1154.4855157857708,1.2732944501252426,315.51448421422924,0.045932507888359494,0.12507870027173476,false,0,1
20,パチュリー・ノーレッジ,十六夜 咲夜,帕秋莉·诺蕾姬,十六夜咲夜,17,6,4820,11902,56855,1456,0.3020746887966805,0.12233238111241808,0.02560900536452379,1009.0166212294433,1.4429891137233464,446.98337877055667,0.06937442974188932,0.17974230768426241,false,0,1
20,アリス・マーガトロイド,魂魄 妖夢,爱丽丝·玛格特洛依德,魂魄妖梦,12,5,6362,11362,56855,1448,0.22760138321282616,0.1274423516986446,0.025468296543839593,1271.392911793158,1.1389083473477584,176.60708820684204,0.02464136111981549,0.10015903151418157,false,0,1
20,八雲 紫,霧雨 魔理沙,八云紫,雾雨魔理沙,16,2,5260,16188,56855,1430,0.2718631178707224,0.08833703978255499,0.02515170169730015,1497.6498109225222,0.9548293530108676,-67.64981092252219,-0.009099570723886594,0.18352607808816745,false,0,1
20,十六夜 咲夜,鈴仙・優曇華院・イナバ,十六夜咲夜,铃仙·优昙华院·因幡,6,15,11902,5659,56855,1429,0.12006385481431692,0.2525181127407669,0.025134113094714625,1184.6525019787177,1.2062609057197364,244.34749802128226,0.035285752620101064,-0.13245425792645,false,0,1
20,パチュリー・ノーレッジ,フランドール・スカーレット,帕秋莉·诺蕾姬,芙兰朵露·斯卡蕾特,17,3,4820,13601,56855,1422,0.2950207468879668,0.10455113594588633,0.025010992876615953,1153.0528537507696,1.2332478909135616,268.9471462492304,0.0398075773322466,0.19046961094208048,false,0,1
20,十六夜 咲夜,東風谷 早苗,十六夜咲夜,东风谷早苗,6,14,11902,5777,56855,1402,0.11779532851621576,0.24268651549247014,0.024659220824905462,1209.3545686395216,1.1592960711077458,192.64543136047837,0.027565758000508762,-0.12489118697625438,false,0,1
20,ルーミア,博麗 霊夢,露米娅,博丽灵梦,21,1,4394,17658,56855,1382,0.3145197997269003,0.0782648091516593,0.02430744877319497,1364.6865183361183,1.0126867829580313,17.313481663881703,0.0024643795475778546,0.23625499057524102,false,0,1
20,十六夜 咲夜,射命丸 文,十六夜咲夜,射命丸文,6,13,11902,6154,56855,1339,0.11250210048731306,0.2175820604484888,0.02355113886201741,1288.27557822531,1.039373890673738,50.72442177468997,0.007058451700343158,-0.10507995996117574,false,0,1
20,射命丸 文,魂魄 妖夢,射命丸文,魂魄妖梦,13,5,6154,11362,56855,1331,0.2162820929476763,0.117144868861116,0.023410430041333218,1229.8258376571982,1.0822670651769175,101.17416234280176,0.014323580452494912,0.09913722408656031,false,0,1
20,アリス・マーガトロイド,古明地 こいし,爱丽丝·玛格特洛依德,古明地恋,12,4,6362,12939,56855,1326,0.20842502357749135,0.10248087178298168,0.023322487028405593,1447.8571453698003,0.9158362095601107,-121.85714536980026,-0.01621606586239646,0.10594415179450967,false,0,1
20,レミリア・スカーレット,藤原 妹紅,蕾米莉亚·斯卡蕾特,藤原妹红,7,9,11578,7737,56855,1325,0.11444118155121782,0.1712550084011891,0.023304898425820068,1575.5691847682701,0.8409659269864921,-250.56918476827013,-0.03191788412955236,-0.05681382684997127,false,0,1
20,ルーミア,古明地 こいし,露米娅,古明地恋,21,4,4394,12939,56855,1323,0.30109239872553484,0.10224901460700209,0.02326972122064902,999.9818133849266,1.3230240613293363,323.01818661507343,0.05074410362738714,0.19884338411853275,false,0,1
20,古明地 こいし,東風谷 早苗,古明地恋,东风谷早苗,4,14,12939,5777,56855,1318,0.10186258598036943,0.22814609658992557,0.023181778207721396,1314.7234719901503,1.0024921803555313,3.2765280098496987,0.000454938486548468,-0.12628351060955614,false,0,1
20,フランドール・スカーレット,秦 こころ,芙兰朵露·斯卡蕾特,秦心,3,19,13601,4457,56855,1314,0.0966105433424013,0.29481714157505046,0.023111423797379297,1066.2150558438132,1.2323967784905152,247.78494415618684,0.03800724125890974,-0.19820659823264916,false,0,1
20,八雲 紫,十六夜 咲夜,八云紫,十六夜咲夜,16,6,5260,11902,56855,1246,0.23688212927756655,0.1046882876827424,0.021915398821563625,1101.1260223375252,1.1315689346392241,144.87397766247477,0.02161588666285491,0.13219384159482417,false,0,1
20,ルーミア,霧雨 魔理沙,露米娅,雾雨魔理沙,21,2,4394,16188,56855,1238,0.28174783796085573,0.07647640227328886,0.02177469000087943,1251.0785682877495,0.9895461655092941,-13.078568287749476,-0.0019088108450037128,0.20527143568756687,false,0,1
20,古明地 こいし,鈴仙・優曇華院・イナバ,古明地恋,铃仙·优昙华院·因幡,4,15,12939,5659,56855,1210,0.09351572764510395,0.21381869588266478,0.021282209128484744,1287.8691583853663,0.9395364366959507,-77.86915838536629,-0.010911502032765698,-0.12030296823756083,false,0,1
20,博麗 霊夢,比那名居 天子,博丽灵梦,比那名居天子,1,20,17658,4320,56855,1181,0.06688186657605617,0.27337962962962964,0.02077213965350453,1341.703632046434,0.8802241954124245,-160.703632046434,-0.023053185441163727,-0.20649776305357348,false,0,1
20,レミリア・スカーレット,紅 美鈴,蕾米莉亚·斯卡蕾特,红美铃,7,18,11578,4634,56855,1165,0.10062186906201416,0.25140267587397497,0.020490722012136135,943.6716559669334,1.2345395695987949,221.32834403306663,0.035330476723139,-0.15078080681196082,false,0,1
20,フランドール・スカーレット,鈴仙・優曇華院・イナバ,芙兰朵露·斯卡蕾特,铃仙·优昙华院·因幡,3,15,13601,5659,56855,1151,0.08462613043158591,0.20339282558755964,0.02024448157593879,1353.7606015302085,0.8502241819557902,-202.76060153020853,-0.027923240342135197,-0.11876669515597373,false,0,1
20,フランドール・スカーレット,紅 美鈴,芙兰朵露·斯卡蕾特,红美铃,3,18,13601,4634,56855,1147,0.08433203440923462,0.24751834268450582,0.020174127165596693,1108.5574531703455,1.0346779923040643,38.442546829654475,0.005792708185370148,-0.1631863082752712,false,0,1
20,フランドール・スカーレット,東風谷 早苗,芙兰朵露·斯卡蕾特,东风谷早苗,3,14,13601,5777,56855,1141,0.08389089037570767,0.1975073567595638,0.020068595550083546,1381.9888664145633,0.8256217019752224,-240.9888664145633,-0.03288508424430368,-0.11361646638385613,false,0,1
20,古明地 こいし,多々良 小傘,古明地恋,多多良小伞,4,23,12939,4135,56855,1140,0.0881057268722467,0.2756952841596131,0.02005100694749802,941.038870811714,1.2114271103558854,198.961129188286,0.03214028315503455,-0.18758955728736637,false,0,1
20,ルーミア,レミリア・スカーレット,露米娅,蕾米莉亚·斯卡蕾特,21,7,4394,11578,56855,1131,0.257396449704142,0.09768526515805839,0.0198927095242283,894.7978541904846,1.2639726332638619,236.2021458095154,0.038632125179116135,0.1597111845460836,false,0,1
20,博麗 霊夢,秦 こころ,博丽灵梦,秦心,1,19,17658,4457,56855,1110,0.06286102616377846,0.24904644379627552,0.019523348869932285,1384.2530296367954,0.8018765184073646,-274.2530296367954,-0.03878325490965507,-0.18618541763249707,false,0,1
20,古明地 こいし,洩矢 諏訪子,古明地恋,洩矢诹访子,4,22,12939,4179,56855,1102,0.08516886930983847,0.26369944962909786,0.019382640049248088,951.0523436812945,1.1587164548003988,150.94765631870553,0.024265582076589784,-0.1785305803192594,false,0,1
20,古明地 さとり,秦 こころ,古明地觉,秦心,8,19,8616,4457,56855,1094,0.12697307335190344,0.24545658514695984,0.01924193122856389,675.4289332512532,1.6197114842769733,418.57106674874683,0.07638484526652593,-0.1184835117950564,false,0,2
20,博麗 霊夢,蓬莱山 輝夜,博丽灵梦,蓬莱山辉夜,1,30,17658,3125,56855,1089,0.06167176350662589,0.34848,0.019153988215636266,970.5610764224782,1.1220313965341489,118.43892357752179,0.019752974983931925,-0.2868082364933741,false,0,1
20,アリス・マーガトロイド,古明地 さとり,爱丽丝·玛格特洛依德,古明地觉,12,8,6362,8616,56855,1075,0.1689720213769255,0.12476787372330547,0.018907747779438922,964.1191100167092,1.115007460002913,110.88088998329079,0.01725285427099437,0.04420414765362002,false,0,2
20,古明地 こいし,射命丸 文,古明地恋,射命丸文,4,13,12939,6154,56855,1060,0.08192286884612413,0.17224569385765356,0.018643918740656056,1400.5207281681471,0.756861343556449,-340.5207281681471,-0.045979417401153924,-0.09032282501152944,false,0,1
