region,round,category,rank,entity_id,entity_key,entity_name,alignment_status,source_path
cn,1,work,4,,cn:01:work:name:东方妖妖梦,东方妖妖梦,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,5,,cn:01:work:name:东方风神录,东方风神录,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,6,,cn:01:work:name:东方地灵殿,东方地灵殿,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,7,,cn:01:work:name:东方绯想天,东方绯想天,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,8,,cn:01:work:name:东方神灵庙,东方神灵庙,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,9,,cn:01:work:name:东方求闻史纪书籍,东方求闻史纪（书籍）,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,10,,cn:01:work:name:东方星莲船,东方星莲船,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,11,,cn:01:work:name:东方求闻口授书籍,东方求闻口授（书籍）,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,12,,cn:01:work:name:东方香霖堂书籍,东方香霖堂（书籍）,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,13,,cn:01:work:name:东方花映塚,东方花映塚,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,14,,cn:01:work:name:东方儚月抄书籍,东方儚月抄（书籍）,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,15,,cn:01:work:name:东方萃梦想,东方萃梦想,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,16,,cn:01:work:name:东方茨歌仙书籍,东方茨歌仙（书籍）,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,17,,cn:01:work:name:东方三月精书籍,东方三月精（书籍）,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,18,,cn:01:work:name:东方幻想乡,东方幻想乡,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,19,,cn:01:work:name:妖精大战争,妖精大战争,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,20,,cn:01:work:name:东方文花帖ds,东方文花帖DS,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,21,,cn:01:work:name:东方文花帖,东方文花帖,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,22,,cn:01:work:name:thegrimoireofmarisa书籍,The Grimoire of Marisa（书籍）,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,23,,cn:01:work:name:东方怪绮谈,东方怪绮谈,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,24,,cn:01:work:name:东方梦时空,东方梦时空,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,25,,cn:01:work:name:东方灵异传,东方灵异传,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,26,,cn:01:work:name:东方封魔录,东方封魔录,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,27,,cn:01:work:name:东方紫香花书籍,东方紫香花（书籍）,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,1,work,28,,cn:01:work:name:东方文花帖书籍,东方文花帖（书籍）,official_detail_not_available,data_raw/cn_official_legacy/round_01/processed/summary_tables/pages__work__mod_work__step_1.html.tables.json
cn,2,cp,1,,cn:02:cp:name:博丽灵梦|雾雨魔理沙,博丽灵梦 × 雾雨魔理沙,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,2,,cn:02:cp:name:雾雨魔理沙|爱丽丝玛格特洛依德,雾雨魔理沙 × 爱丽丝·玛格特洛依德,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,3,,cn:02:cp:name:西行寺幽幽子|八云紫,西行寺幽幽子 × 八云紫,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,4,,cn:02:cp:name:蓬莱山辉夜|藤原妹红,蓬莱山辉夜 × 藤原妹红,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,5,,cn:02:cp:name:上白泽慧音|藤原妹红,上白泽慧音 × 藤原妹红,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,6,,cn:02:cp:name:十六夜咲夜|蕾米莉亚斯卡蕾特,十六夜咲夜 × 蕾米莉亚·斯卡蕾特,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,7,,cn:02:cp:name:红美铃|十六夜咲夜,红美铃 × 十六夜咲夜,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,8,,cn:02:cp:name:雾雨魔理沙|帕秋莉诺蕾姬|爱丽丝玛格特洛依德,雾雨魔理沙 × 帕秋莉·诺蕾姬 × 爱丽丝·玛格特洛依德,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,9,,cn:02:cp:name:蕾米莉亚斯卡蕾特|芙兰朵露斯卡蕾特,蕾米莉亚·斯卡蕾特 × 芙兰朵露·斯卡蕾特,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,10,,cn:02:cp:name:宇佐见莲子|玛艾露贝莉赫恩,宇佐见莲子 × 玛艾露贝莉·赫恩,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,11,,cn:02:cp:name:博丽灵梦|八云紫,博丽灵梦 × 八云紫,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,12,,cn:02:cp:name:魂魄妖梦|西行寺幽幽子,魂魄妖梦 × 西行寺幽幽子,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,13,,cn:02:cp:name:古明地觉|古明地恋,古明地觉 × 古明地恋,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,14,,cn:02:cp:name:帕秋莉诺蕾姬|爱丽丝玛格特洛依德,帕秋莉·诺蕾姬 × 爱丽丝·玛格特洛依德,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,15,,cn:02:cp:name:大妖精|琪露诺,大妖精 × 琪露诺,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,16,,cn:02:cp:name:古明地恋|秦心,古明地恋 × 秦心,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,17,,cn:02:cp:name:博丽灵梦|东风谷早苗,博丽灵梦 × 东风谷早苗,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,18,,cn:02:cp:name:水桥帕露西|星熊勇仪,水桥帕露西 × 星熊勇仪,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,19,,cn:02:cp:name:雾雨魔理沙|帕秋莉诺蕾姬,雾雨魔理沙 × 帕秋莉·诺蕾姬,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,20,,cn:02:cp:name:小野塚小町|四季映姬亚玛萨那度,小野塚小町 × 四季映姬·亚玛萨那度,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,21,,cn:02:cp:name:博丽灵梦|雾雨魔理沙|爱丽丝玛格特洛依德,博丽灵梦 × 雾雨魔理沙 × 爱丽丝·玛格特洛依德,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,22,,cn:02:cp:name:上白泽慧音|蓬莱山辉夜|藤原妹红,上白泽慧音 × 蓬莱山辉夜 × 藤原妹红,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,23,,cn:02:cp:name:射命丸文|犬走椛,射命丸文 × 犬走椛,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,24,,cn:02:cp:name:八意永琳|蓬莱山辉夜,八意永琳 × 蓬莱山辉夜,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,25,,cn:02:cp:name:东风谷早苗|八坂神奈子|洩矢诹访子,东风谷早苗 × 八坂神奈子 × 洩矢诹访子,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,26,,cn:02:cp:name:雾雨魔理沙|森近霖之助,雾雨魔理沙 × 森近霖之助,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,27,,cn:02:cp:name:永江衣玖|比那名居天子,永江衣玖 × 比那名居天子,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,28,,cn:02:cp:name:十六夜咲夜|蕾米莉亚斯卡蕾特|芙兰朵露斯卡蕾特,十六夜咲夜 × 蕾米莉亚·斯卡蕾特 × 芙兰朵露·斯卡蕾特,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,29,,cn:02:cp:name:博丽灵梦|伊吹萃香,博丽灵梦 × 伊吹萃香,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,30,,cn:02:cp:name:橙|八云蓝|八云紫,橙 × 八云蓝 × 八云紫,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,31,,cn:02:cp:name:火焰猫燐|灵乌路空,火焰猫燐 × 灵乌路空,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,32,,cn:02:cp:name:圣白莲|丰聪耳神子,圣白莲 × 丰聪耳神子,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,33,,cn:02:cp:name:博丽灵梦|爱丽丝玛格特洛依德,博丽灵梦 × 爱丽丝·玛格特洛依德,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,34,,cn:02:cp:name:射命丸文|姬海棠果,射命丸文 × 姬海棠果,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,35,,cn:02:cp:name:射命丸文|犬走椛|姬海棠果,射命丸文 × 犬走椛 × 姬海棠果,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,36,,cn:02:cp:name:魂魄妖梦|铃仙优昙华院因幡,魂魄妖梦 × 铃仙·优昙华院·因幡,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,37,,cn:02:cp:name:爱丽丝玛格特洛依德|风见幽香,爱丽丝·玛格特洛依德 × 风见幽香,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,38,,cn:02:cp:name:帕秋莉诺蕾姬|蕾米莉亚斯卡蕾特,帕秋莉·诺蕾姬 × 蕾米莉亚·斯卡蕾特,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,39,,cn:02:cp:name:因幡帝|铃仙优昙华院因幡,因幡帝 × 铃仙·优昙华院·因幡,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,40,,cn:02:cp:name:博丽灵梦|蕾米莉亚斯卡蕾特,博丽灵梦 × 蕾米莉亚·斯卡蕾特,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,41,,cn:02:cp:name:博丽灵梦|露米娅,博丽灵梦 × 露米娅,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,41,,cn:02:cp:name:键山雏|河城荷取,键山雏 × 河城荷取,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,43,,cn:02:cp:name:物部布都|丰聪耳神子,物部布都 × 丰聪耳神子,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,44,,cn:02:cp:name:小恶魔|帕秋莉诺蕾姬,小恶魔 × 帕秋莉·诺蕾姬,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,44,,cn:02:cp:name:苏我屠自古|物部布都,苏我屠自古 × 物部布都,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,46,,cn:02:cp:name:八云紫|风见幽香,八云紫 × 风见幽香,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,47,,cn:02:cp:name:东风谷早苗|多多良小伞,东风谷早苗 × 多多良小伞,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,48,,cn:02:cp:name:芙兰朵露斯卡蕾特|古明地恋,芙兰朵露·斯卡蕾特 × 古明地恋,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,48,,cn:02:cp:name:宫古芳香|霍青娥,宫古芳香 × 霍青娥,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,50,,cn:02:cp:name:苏我屠自古|物部布都|丰聪耳神子,苏我屠自古 × 物部布都 × 丰聪耳神子,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,51,,cn:02:cp:name:魂魄妖梦|西行寺幽幽子|八云紫,魂魄妖梦 × 西行寺幽幽子 × 八云紫,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,52,,cn:02:cp:name:雾雨魔理沙|芙兰朵露斯卡蕾特,雾雨魔理沙 × 芙兰朵露·斯卡蕾特,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,53,,cn:02:cp:name:八云蓝|八云紫,八云蓝 × 八云紫,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,54,,cn:02:cp:name:橙|八云蓝,橙 × 八云蓝,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,55,,cn:02:cp:name:红美铃|芙兰朵露斯卡蕾特,红美铃 × 芙兰朵露·斯卡蕾特,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,56,,cn:02:cp:name:八坂神奈子|洩矢诹访子,八坂神奈子 × 洩矢诹访子,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,57,,cn:02:cp:name:博丽灵梦|雾雨魔理沙|东风谷早苗,博丽灵梦 × 雾雨魔理沙 × 东风谷早苗,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,58,,cn:02:cp:name:红美铃|十六夜咲夜|蕾米莉亚斯卡蕾特,红美铃 × 十六夜咲夜 × 蕾米莉亚·斯卡蕾特,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,58,,cn:02:cp:name:古明地觉|古明地恋|秦心,古明地觉 × 古明地恋 × 秦心,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,60,,cn:02:cp:name:露娜萨普莉兹姆利巴|梅露兰普莉兹姆利巴|莉莉卡普莉兹姆利巴,露娜萨·普莉兹姆利巴 × 梅露兰·普莉兹姆利巴 × 莉莉卡·普莉兹姆利巴,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,60,,cn:02:cp:name:莉格露奈特巴格|风见幽香,莉格露·奈特巴格 × 风见幽香,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,62,,cn:02:cp:name:铃仙优昙华院因幡|八意永琳,铃仙·优昙华院·因幡 × 八意永琳,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,63,,cn:02:cp:name:博丽灵梦|射命丸文,博丽灵梦 × 射命丸文,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,63,,cn:02:cp:name:丰聪耳神子|秦心,丰聪耳神子 × 秦心,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,65,,cn:02:cp:name:露米娅|大妖精|琪露诺,露米娅 × 大妖精 × 琪露诺,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,65,,cn:02:cp:name:风见幽香|比那名居天子,风见幽香 × 比那名居天子,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,65,,cn:02:cp:name:鬼人正邪|少名针妙丸,鬼人正邪 × 少名针妙丸,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,68,,cn:02:cp:name:娜兹玲|寅丸星,娜兹玲 × 寅丸星,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,69,,cn:02:cp:name:博丽灵梦|雾雨魔理沙|八云紫,博丽灵梦 × 雾雨魔理沙 × 八云紫,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,69,,cn:02:cp:name:秋静叶|秋穰子,秋静叶 × 秋穰子,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,69,,cn:02:cp:name:二岩猯藏|秦心,二岩猯藏 × 秦心,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,72,,cn:02:cp:name:博丽灵梦|西行寺幽幽子|八云紫,博丽灵梦 × 西行寺幽幽子 × 八云紫,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,72,,cn:02:cp:name:村纱水蜜|封兽鵺,村纱水蜜 × 封兽鵺,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,74,,cn:02:cp:name:芙兰朵露斯卡蕾特|古明地恋|封兽鵺,芙兰朵露·斯卡蕾特 × 古明地恋 × 封兽鵺,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,74,,cn:02:cp:name:八意永琳|蓬莱山辉夜|藤原妹红,八意永琳 × 蓬莱山辉夜 × 藤原妹红,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,74,,cn:02:cp:name:梅蒂欣梅兰可莉|风见幽香,梅蒂欣·梅兰可莉 × 风见幽香,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,74,,cn:02:cp:name:桑尼米尔克|露娜切尔德|斯塔萨菲雅,桑尼米尔克 × 露娜切尔德 × 斯塔萨菲雅,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,78,,cn:02:cp:name:射命丸文|稗田阿求,射命丸文 × 稗田阿求,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,78,,cn:02:cp:name:多多良小伞|封兽鵺,多多良小伞 × 封兽鵺,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,78,,cn:02:cp:name:九十九弁弁|堀川雷鼓,九十九弁弁 × 堀川雷鼓,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,78,,cn:02:cp:name:北白河千百合|冈崎梦美,北白河千百合 × 冈崎梦美,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,82,,cn:02:cp:name:帕秋莉诺蕾姬|十六夜咲夜|蕾米莉亚斯卡蕾特,帕秋莉·诺蕾姬 × 十六夜咲夜 × 蕾米莉亚·斯卡蕾特,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
cn,2,cp,83,,cn:02:cp:name:雾雨魔理沙|十六夜咲夜,雾雨魔理沙 × 十六夜咲夜,official_detail_not_available,data_raw/cn_official_legacy/round_02/processed/summary_tables/pages__cp__m_4__t_1.html.tables.json
