region,round,round_label,character_canonical,character_name_cn,character_name_jp,music_canonical,music_name_cn,music_name_jp,association_source,character_rank,character_equal_rank,character_old_2_1_rank,character_points,character_old_2_1_points,character_primary_count,character_secondary_count,character_other_count,character_selection_count,character_ballots,character_primary_rate,character_secondary_rate,character_top2_rate,character_selection_rate,character_male_rate,character_female_rate,character_other_gender_rate,character_under20_rate,character_overall_male_rate,character_overall_female_rate,character_overall_other_gender_rate,music_rank,music_equal_rank,music_points,music_primary_count,music_secondary_count,music_selection_count,music_ballots,music_primary_rate,music_selection_rate,music_comment_count,music_arrangement_count,music_arrangement_cumulative_count,music_undated_arrangement_count,music_arrangement_total_count
cn,1,CN1,十六夜咲夜,十六夜咲夜,十六夜 咲夜,月时计,月时计 ～ Luna Dial,月時計　～ ルナ・ダイアル,local_music_merged.mapped_characters_json,5,5,,1390.0,,252.0,,886.0,1138.0,6365,0.22144112478031636,,,0.17879025923016498,,,,,,,,16,16,475.0,36.0,,475.0,6105.0,0.07578947368421053,0.07780507780507781,,,,,1950.0
cn,1,CN1,十六夜咲夜,十六夜咲夜,十六夜 咲夜,floweringnight,Flowering Night,フラワリングナイト,local_music_merged.mapped_characters_json,5,5,,1390.0,,252.0,,886.0,1138.0,6365,0.22144112478031636,,,0.17879025923016498,,,,,,,,66,66,131.0,20.0,,131.0,6105.0,0.15267175572519084,0.021457821457821456,,,,,1798.0
cn,1,CN1,十六夜咲夜,十六夜咲夜,十六夜 咲夜,女仆与血之怀表,女仆与血之怀表,メイドと血の懐中時計,local_music_merged.mapped_characters_json,5,5,,1390.0,,252.0,,886.0,1138.0,6365,0.22144112478031636,,,0.17879025923016498,,,,,,,,76,76,109.0,10.0,,109.0,6105.0,0.09174311926605505,0.017854217854217855,,,,,1440.0
cn,1,CN1,雾雨魔理沙,雾雨魔理沙,霧雨 魔理沙,恋色masterspark,恋色Master spark（恋色Magic）,恋色マスタースパーク（恋色マジック）,local_music_merged.mapped_characters_json,6,6,,1385.0,,274.0,,837.0,1111.0,6365,0.24662466246624662,,,0.17454831107619795,,,,,,,,18,18,433.0,67.0,,433.0,6105.0,0.15473441108545036,0.07092547092547093,,,,,4193.0
cn,1,CN1,雾雨魔理沙,雾雨魔理沙,霧雨 魔理沙,星之器,星之器 ～ Casket of Star,星の器　～ Casket of Star,local_music_merged.mapped_characters_json,6,6,,1385.0,,274.0,,837.0,1111.0,6365,0.24662466246624662,,,0.17454831107619795,,,,,,,,74,74,111.0,12.0,,111.0,6105.0,0.10810810810810811,0.01818181818181818,,,,,947.0
cn,1,CN1,雾雨魔理沙,雾雨魔理沙,霧雨 魔理沙,magusnight,Magus Night,メイガスナイト,local_music_merged.mapped_characters_json,6,6,,1385.0,,274.0,,837.0,1111.0,6365,0.24662466246624662,,,0.17454831107619795,,,,,,,,102,102,60.0,5.0,,60.0,6105.0,0.08333333333333333,0.009828009828009828,,,,,971.0
cn,1,CN1,雾雨魔理沙,雾雨魔理沙,霧雨 魔理沙,orientaldarkflight,Oriental Dark Flight,オリエンタルダークフライト,local_music_merged.mapped_characters_json,6,6,,1385.0,,274.0,,837.0,1111.0,6365,0.24662466246624662,,,0.17454831107619795,,,,,,,,222,222,12.0,2.0,,12.0,6105.0,0.16666666666666666,0.0019656019656019656,,,,,784.0
cn,1,CN1,八云紫,八云紫,八雲 紫,necrofantasia,Necro-Fantasia,ネクロファンタジア,local_music_merged.mapped_characters_json,7,7,,1356.0,,257.0,,842.0,1099.0,6365,0.2338489535941765,,,0.17266300078554594,,,,,,,,21,21,408.0,65.0,,408.0,6105.0,0.15931372549019607,0.06683046683046683,,,,,3319.0
cn,1,CN1,八云紫,八云紫,八雲 紫,夜幕降临,夜幕降临,夜が降りてくる,local_music_merged.mapped_characters_json,7,7,,1356.0,,257.0,,842.0,1099.0,6365,0.2338489535941765,,,0.17266300078554594,,,,,,,,140,140,30.0,2.0,,30.0,6105.0,0.06666666666666667,0.004914004914004914,,,,,484.0
cn,1,CN1,爱丽丝玛格特洛依德,爱丽丝·玛格特洛依德,アリス・マーガトロイド,不可思议之国的爱丽丝,不可思议之国的爱丽丝,不思議の国のアリス,local_music_merged.mapped_characters_json,8,8,,1292.0,,264.0,,764.0,1028.0,6365,0.25680933852140075,,,0.1615082482325216,,,,,,,,37,37,245.0,31.0,,245.0,6105.0,0.12653061224489795,0.04013104013104013,,,,,762.0
cn,1,CN1,爱丽丝玛格特洛依德,爱丽丝·玛格特洛依德,アリス・マーガトロイド,人偶裁判,人偶裁判,人形裁判,local_music_merged.mapped_characters_json,8,8,,1292.0,,264.0,,764.0,1028.0,6365,0.25680933852140075,,,0.1615082482325216,,,,,,,,43,43,228.0,22.0,,228.0,6105.0,0.09649122807017543,0.03734643734643735,,,,,1975.0
cn,1,CN1,爱丽丝玛格特洛依德,爱丽丝·玛格特洛依德,アリス・マーガトロイド,布加勒斯特的人偶师,布加勒斯特的人偶师,ブクレシュティの人形師,local_music_merged.mapped_characters_json,8,8,,1292.0,,264.0,,764.0,1028.0,6365,0.25680933852140075,,,0.1615082482325216,,,,,,,,72,72,115.0,11.0,,115.0,6105.0,0.09565217391304348,0.018837018837018837,,,,,1343.0
cn,1,CN1,爱丽丝玛格特洛依德,爱丽丝·玛格特洛依德,アリス・マーガトロイド,thegrimoireofalice,the Grimoire of Alice,the Grimoire of Alice,local_music_merged.mapped_characters_json,8,8,,1292.0,,264.0,,764.0,1028.0,6365,0.25680933852140075,,,0.1615082482325216,,,,,,,,87,87,87.0,5.0,,87.0,6105.0,0.05747126436781609,0.01425061425061425,,,,,487.0
cn,1,CN1,帕秋莉诺蕾姬,帕秋莉·诺蕾姬,パチュリー・ノーレッジ,lockedgirl,Locked Girl ～ 少女密室,ラクトガール　～ 少女密室,local_music_merged.mapped_characters_json,9,9,,1135.0,,206.0,,723.0,929.0,6365,0.2217438105489774,,,0.14595443833464258,,,,,,,,45,45,220.0,26.0,,220.0,6105.0,0.11818181818181818,0.036036036036036036,,,,,2496.0
cn,1,CN1,帕秋莉诺蕾姬,帕秋莉·诺蕾姬,パチュリー・ノーレッジ,魔法少女们的百年祭,魔法少女们的百年祭,魔法少女達の百年祭,local_music_merged.mapped_characters_json,9,9,,1135.0,,206.0,,723.0,929.0,6365,0.2217438105489774,,,0.14595443833464258,,,,,,,,51,51,200.0,8.0,,200.0,6105.0,0.04,0.03276003276003276,,,,,1255.0
cn,1,CN1,帕秋莉诺蕾姬,帕秋莉·诺蕾姬,パチュリー・ノーレッジ,伏瓦鲁魔法图书馆,伏瓦鲁魔法图书馆,ヴワル魔法図書館,local_music_merged.mapped_characters_json,9,9,,1135.0,,206.0,,723.0,929.0,6365,0.2217438105489774,,,0.14595443833464258,,,,,,,,78,78,102.0,10.0,,102.0,6105.0,0.09803921568627451,0.016707616707616706,,,,,1151.0
cn,1,CN1,藤原妹红,藤原妹红,藤原 妹紅,飘上月球不死之烟,飘上月球，不死之烟,月まで届け、不死の煙,local_music_merged.mapped_characters_json,10,10,,1152.0,,237.0,,678.0,915.0,6365,0.25901639344262295,,,0.14375490966221524,,,,,,,,9,9,815.0,129.0,,815.0,6105.0,0.15828220858895706,0.1334971334971335,,,,,2146.0
cn,1,CN1,琪露诺,琪露诺,チルノ,活泼的纯情小姑娘,活泼的纯情小姑娘,おてんば恋娘,local_music_merged.mapped_characters_json,11,11,,1092.0,,200.0,,692.0,892.0,6365,0.2242152466367713,,,0.1401413982717989,,,,,,,,22,22,406.0,59.0,,406.0,6105.0,0.14532019704433496,0.0665028665028665,,,,,3511.0
cn,1,CN1,琪露诺,琪露诺,チルノ,春之冰精,春之冰精,春の氷精,local_music_merged.mapped_characters_json,11,11,,1092.0,,200.0,,692.0,892.0,6365,0.2242152466367713,,,0.1401413982717989,,,,,,,,186,186,16.0,0.0,,16.0,6105.0,0.0,0.002620802620802621,,,,,159.0
cn,1,CN1,魂魄妖梦,魂魄妖梦,魂魄 妖夢,广有射怪鸟事,广有射怪鸟事 ～ Till When?,広有射怪鳥事　～ Till When?,local_music_merged.mapped_characters_json,12,12,,1072.0,,187.0,,698.0,885.0,6365,0.21129943502824858,,,0.13904163393558522,,,,,,,,33,33,258.0,21.0,,258.0,6105.0,0.08139534883720931,0.04226044226044226,,,,,1355.0
cn,1,CN1,魂魄妖梦,魂魄妖梦,魂魄 妖夢,东方妖妖梦,东方妖妖梦 ～ Ancient Temple,東方妖々夢　～ Ancient Temple,local_music_merged.mapped_characters_json,12,12,,1072.0,,187.0,,698.0,885.0,6365,0.21129943502824858,,,0.13904163393558522,,,,,,,,58,58,178.0,24.0,,178.0,6105.0,0.1348314606741573,0.029156429156429155,,,,,1849.0
cn,1,CN1,东风谷早苗,东风谷早苗,東風谷 早苗,信仰是为了虚幻之人,信仰是为了虚幻之人,信仰は儚き人間の為に,local_music_merged.mapped_characters_json,13,13,,909.0,,153.0,,603.0,756.0,6365,0.20238095238095238,,,0.1187745483110762,,,,,,,,15,15,485.0,60.0,,485.0,6105.0,0.12371134020618557,0.07944307944307945,,,,,2135.0
cn,1,CN1,东风谷早苗,东风谷早苗,東風谷 早苗,少女曾见的日本原风景,少女曾见的日本原风景,少女が見た日本の原風景,local_music_merged.mapped_characters_json,13,13,,909.0,,153.0,,603.0,756.0,6365,0.20238095238095238,,,0.1187745483110762,,,,,,,,40,40,234.0,17.0,,234.0,6105.0,0.07264957264957266,0.03832923832923833,,,,,1479.0
cn,1,CN1,射命丸文,射命丸文,射命丸 文,妖怪之山,妖怪之山 ～ Mysterious Mountain,妖怪の山　～ Mysterious Mountain,local_music_merged.mapped_characters_json,14,14,,823.0,,142.0,,539.0,681.0,6365,0.20851688693098386,,,0.10699135899450118,,,,,,,,25,25,329.0,46.0,,329.0,6105.0,0.1398176291793313,0.05389025389025389,,,,,1298.0
cn,1,CN1,射命丸文,射命丸文,射命丸 文,风神少女,风神少女,風神少女,local_music_merged.mapped_characters_json,14,14,,823.0,,142.0,,539.0,681.0,6365,0.20851688693098386,,,0.10699135899450118,,,,,,,,63,63,137.0,19.0,,137.0,6105.0,0.1386861313868613,0.02244062244062244,,,,,1759.0
cn,1,CN1,射命丸文,射命丸文,射命丸 文,风的循环,风的循环 ～ Wind Tour,風の循環　～ Wind Tour,local_music_merged.mapped_characters_json,14,14,,823.0,,142.0,,539.0,681.0,6365,0.20851688693098386,,,0.10699135899450118,,,,,,,,258,258,7.0,0.0,,7.0,6105.0,0.0,0.0011466011466011465,,,,,255.0
cn,1,CN1,射命丸文,射命丸文,射命丸 文,天狗正凝视着,天狗正凝视着 ～ Black Eyes,天狗が見ている　～ Black Eyes,local_music_merged.mapped_characters_json,14,14,,823.0,,142.0,,539.0,681.0,6365,0.20851688693098386,,,0.10699135899450118,,,,,,,,281,281,5.0,0.0,,5.0,6105.0,0.0,0.000819000819000819,,,,,309.0
cn,1,CN1,射命丸文,射命丸文,射命丸 文,newshound,Newshound,ニュースハウンド,local_music_merged.mapped_characters_json,14,14,,823.0,,142.0,,539.0,681.0,6365,0.20851688693098386,,,0.10699135899450118,,,,,,,,372,372,0.0,0.0,,0.0,6105.0,,0.0,,,,,70.0
cn,1,CN1,古明地觉,古明地觉,古明地 さとり,少女觉,少女觉 ～ 3rd eye,少女さとり　～ 3rd eye,local_music_merged.mapped_characters_json,15,15,,812.0,,148.0,,516.0,664.0,6365,0.22289156626506024,,,0.10432050274941083,,,,,,,,10,10,782.0,124.0,,782.0,6105.0,0.1585677749360614,0.12809172809172809,,,,,2527.0
cn,1,CN1,伊吹萃香,伊吹萃香,伊吹 萃香,碎月,碎月,砕月,local_music_merged.mapped_characters_json,16,16,,755.0,,109.0,,537.0,646.0,6365,0.16873065015479877,,,0.10149253731343283,,,,,,,,4,4,1489.0,262.0,,1489.0,6105.0,0.17595701813297515,0.2438984438984439,,,,,1505.0
cn,1,CN1,伊吹萃香,伊吹萃香,伊吹 萃香,御伽之国的鬼岛,御伽之国的鬼岛 ～ Missing Power,御伽の国の鬼が島　～ Missing Power,local_music_merged.mapped_characters_json,16,16,,755.0,,109.0,,537.0,646.0,6365,0.16873065015479877,,,0.10149253731343283,,,,,,,,111,111,53.0,4.0,,53.0,6105.0,0.07547169811320754,0.008681408681408681,,,,,487.0
cn,1,CN1,风见幽香,风见幽香,風見 幽香,今昔幻想乡,今昔幻想乡 ～ Flower Land,今昔幻想郷　～ Flower Land,local_music_merged.mapped_characters_json,17,17,,664.0,,104.0,,456.0,560.0,6365,0.18571428571428572,,,0.08798114689709348,,,,,,,,77,77,106.0,14.0,,106.0,6105.0,0.1320754716981132,0.017362817362817362,,,,,951.0
cn,1,CN1,铃仙优昙华院因幡,铃仙·优昙华院·因幡,鈴仙・優曇華院・イナバ,狂气之瞳,狂气之瞳 ～ Invisible Full Moon,狂気の瞳　～ Invisible Full Moon,local_music_merged.mapped_characters_json,18,18,,627.0,,83.0,,461.0,544.0,6365,0.15257352941176472,,,0.08546739984289081,,,,,,,,44,44,223.0,26.0,,223.0,6105.0,0.11659192825112108,0.03652743652743653,,,,,1998.0
cn,1,CN1,古明地恋,古明地恋,古明地 こいし,哈德曼的妖怪少女,哈德曼的妖怪少女,ハルトマンの妖怪少女,local_music_merged.mapped_characters_json,19,19,,587.0,,68.0,,451.0,519.0,6365,0.13102119460500963,,,0.08153967007069914,,,,,,,,23,23,368.0,43.0,,368.0,6105.0,0.11684782608695653,0.06027846027846028,,,,,2820.0
cn,1,CN1,古明地恋,古明地恋,古明地 こいし,lastremote,Last Remote,ラストリモート,local_music_merged.mapped_characters_json,19,19,,587.0,,68.0,,451.0,519.0,6365,0.13102119460500963,,,0.08153967007069914,,,,,,,,60,60,161.0,18.0,,161.0,6105.0,0.11180124223602485,0.026371826371826373,,,,,1602.0
cn,1,CN1,比那名居天子,比那名居天子,比那名居 天子,有顶天变,有顶天变 ～ Wonderful Heaven,有頂天変　～ Wonderful Heaven,local_music_merged.mapped_characters_json,20,20,,569.0,,73.0,,423.0,496.0,6365,0.14717741935483872,,,0.0779261586802828,,,,,,,,56,56,180.0,16.0,,180.0,6105.0,0.08888888888888889,0.029484029484029485,,,,,828.0
cn,1,CN1,比那名居天子,比那名居天子,比那名居 天子,幼小的有顶天,幼小的有顶天,幼心地の有頂天,local_music_merged.mapped_characters_json,20,20,,569.0,,73.0,,423.0,496.0,6365,0.14717741935483872,,,0.0779261586802828,,,,,,,,84,84,90.0,4.0,,90.0,6105.0,0.044444444444444446,0.014742014742014743,,,,,150.0
cn,1,CN1,蓬莱山辉夜,蓬莱山辉夜,蓬莱山 輝夜,竹取飞翔,竹取飞翔 ～ Lunatic Princess,竹取飛翔　～ Lunatic Princess,local_music_merged.mapped_characters_json,21,21,,571.0,,97.0,,377.0,474.0,6365,0.20464135021097046,,,0.07446975648075413,,,,,,,,6,6,1084.0,114.0,,1084.0,6105.0,0.10516605166051661,0.17755937755937756,,,,,2681.0
cn,1,CN1,蓬莱山辉夜,蓬莱山辉夜,蓬莱山 輝夜,voyage1969,Voyage1969,ヴォヤージュ1969,local_music_merged.mapped_characters_json,21,21,,571.0,,97.0,,377.0,474.0,6365,0.20464135021097046,,,0.07446975648075413,,,,,,,,89,89,85.0,6.0,,85.0,6105.0,0.07058823529411765,0.013923013923013924,,,,,1080.0
cn,1,CN1,蓬莱山辉夜,蓬莱山辉夜,蓬莱山 輝夜,voyage1970,Voyage1970,ヴォヤージュ1970,local_music_merged.mapped_characters_json,21,21,,571.0,,97.0,,377.0,474.0,6365,0.20464135021097046,,,0.07446975648075413,,,,,,,,118,118,41.0,2.0,,41.0,6105.0,0.04878048780487805,0.0067158067158067155,,,,,275.0
cn,1,CN1,键山雏,键山雏,鍵山 雛,命运的阴暗面,命运的阴暗面,運命のダークサイド,local_music_merged.mapped_characters_json,22,22,,517.0,,79.0,,359.0,438.0,6365,0.18036529680365296,,,0.06881382560879812,,,,,,,,39,39,240.0,22.0,,240.0,6105.0,0.09166666666666666,0.03931203931203931,,,,,1058.0
cn,1,CN1,键山雏,键山雏,鍵山 雛,厄神降临之路,厄神降临之路 ～ Dark Road,厄神様の通り道　～ Dark Road,local_music_merged.mapped_characters_json,22,22,,517.0,,79.0,,359.0,438.0,6365,0.18036529680365296,,,0.06881382560879812,,,,,,,,46,46,218.0,18.0,,218.0,6105.0,0.08256880733944955,0.03570843570843571,,,,,1222.0
cn,1,CN1,红美铃,红美铃,紅 美鈴,上海红茶馆,上海红茶馆 ～ Chinese Tea,上海紅茶館　～ Chinese Tea,local_music_merged.mapped_characters_json,23,23,,503.0,,76.0,,351.0,427.0,6365,0.17798594847775176,,,0.06708562450903378,,,,,,,,8,8,857.0,95.0,,857.0,6105.0,0.11085180863477247,0.1403767403767404,,,,,2589.0
cn,1,CN1,红美铃,红美铃,紅 美鈴,明治十七年的上海爱丽丝,明治十七年的上海爱丽丝,明治十七年の上海アリス,local_music_merged.mapped_characters_json,23,23,,503.0,,76.0,,351.0,427.0,6365,0.17798594847775176,,,0.06708562450903378,,,,,,,,17,17,441.0,46.0,,441.0,6105.0,0.10430839002267574,0.07223587223587223,,,,,1211.0
cn,1,CN1,洩矢诹访子,洩矢诹访子,洩矢 諏訪子,nativefaith,Native Faith,ネイティブフェイス,local_music_merged.mapped_characters_json,24,24,,422.0,,61.0,,300.0,361.0,6365,0.16897506925207756,,,0.056716417910447764,,,,,,,,49,49,211.0,21.0,,211.0,6105.0,0.0995260663507109,0.034561834561834565,,,,,1966.0
cn,1,CN1,洩矢诹访子,洩矢诹访子,洩矢 諏訪子,明日之盛昨日之俗,明日之盛，昨日之俗,明日ハレの日、ケの昨日,local_music_merged.mapped_characters_json,24,24,,422.0,,61.0,,300.0,361.0,6365,0.16897506925207756,,,0.056716417910447764,,,,,,,,59,59,167.0,16.0,,167.0,6105.0,0.09580838323353294,0.027354627354627355,,,,,1369.0
cn,1,CN1,四季映姬夜摩仙那度,四季映姬·夜摩仙那度,四季映姫・ヤマザナドゥ,第六十年的东方审判,第六十年的东方审判 ～ Fate of Sixty Years,六十年目の東方裁判　～ Fate of Sixty Years,local_music_merged.mapped_characters_json,25,25,,376.0,,36.0,,304.0,340.0,6365,0.10588235294117647,,,0.05341712490180676,,,,,,,,19,19,428.0,32.0,,428.0,6105.0,0.07476635514018691,0.0701064701064701,,,,,1307.0
cn,1,CN1,上白泽慧音,上白泽慧音,上白沢 慧音,令人怀念的东方之血,令人怀念的东方之血 ～ Old World,懐かしき東方の血　～ Old World,local_music_merged.mapped_characters_json,26,26,,344.0,,35.0,,274.0,309.0,6365,0.11326860841423948,,,0.04854673998428908,,,,,,,,41,41,231.0,19.0,,231.0,6105.0,0.08225108225108226,0.03783783783783784,,,,,1305.0
cn,1,CN1,上白泽慧音,上白泽慧音,上白沢 慧音,plainasia,Plain Asia,プレインエイジア,local_music_merged.mapped_characters_json,26,26,,344.0,,35.0,,274.0,309.0,6365,0.11326860841423948,,,0.04854673998428908,,,,,,,,102,102,60.0,5.0,,60.0,6105.0,0.08333333333333333,0.009828009828009828,,,,,1268.0
cn,1,CN1,灵乌路空,灵乌路空,霊烏路 空,灵知的太阳信仰,灵知的太阳信仰 ～ Nuclear Fusion,霊知の太陽信仰　～ Nuclear Fusion,local_music_merged.mapped_characters_json,27,27,,369.0,,68.0,,233.0,301.0,6365,0.22591362126245848,,,0.047289866457187746,,,,,,,,28,28,300.0,37.0,,300.0,6105.0,0.12333333333333334,0.04914004914004914,,,,,1635.0
cn,1,CN1,露米娅,露米娅,ルーミア,妖魔夜行,妖魔夜行,妖魔夜行,local_music_merged.mapped_characters_json,28,28,,306.0,,39.0,,228.0,267.0,6365,0.14606741573033707,,,0.04194815396700707,,,,,,,,78,78,102.0,6.0,,102.0,6105.0,0.058823529411764705,0.016707616707616706,,,,,1499.0
cn,1,CN1,圣白莲,圣白莲,聖 白蓮,感情的摩天楼,感情的摩天楼 ～ Cosmic Mind,感情の摩天楼　～ Cosmic Mind,local_music_merged.mapped_characters_json,29,29,,278.0,,37.0,,204.0,241.0,6365,0.15352697095435686,,,0.03786331500392773,,,,,,,,7,7,906.0,117.0,,906.0,6105.0,0.1291390728476821,0.1484029484029484,,,,,2029.0
cn,1,CN1,八云蓝,八云蓝,八雲 藍,少女幻葬,少女幻葬 ～ Necro-Fantasy,少女幻葬　～ Necro-Fantasy,local_music_merged.mapped_characters_json,30,30,,282.0,,42.0,,198.0,240.0,6365,0.175,,,0.037706205813040065,,,,,,,,20,20,413.0,39.0,,413.0,6105.0,0.09443099273607748,0.06764946764946765,,,,,814.0
cn,1,CN1,八云蓝,八云蓝,八雲 藍,妖妖跋扈,妖妖跋扈 ～ Who done it!,妖々跋扈　～ Who done it!,local_music_merged.mapped_characters_json,30,30,,282.0,,42.0,,198.0,240.0,6365,0.175,,,0.037706205813040065,,,,,,,,65,65,132.0,5.0,,132.0,6105.0,0.03787878787878788,0.021621621621621623,,,,,539.0
cn,1,CN1,多多良小伞,多多良小伞,多々良 小傘,请注意万年备用伞,请注意万年备用伞,万年置き傘にご注意を,local_music_merged.mapped_characters_json,31,31,,212.0,,19.0,,174.0,193.0,6365,0.09844559585492228,,,0.030322073841319717,,,,,,,,85,85,89.0,8.0,,89.0,6105.0,0.0898876404494382,0.014578214578214578,,,,,1048.0
cn,1,CN1,封兽鵺,封兽鵺,封獣 ぬえ,平安时代的外星人,平安时代的外星人,平安のエイリアン,local_music_merged.mapped_characters_json,32,32,,203.0,,28.0,,147.0,175.0,6365,0.16,,,0.02749410840534171,,,,,,,,62,62,139.0,13.0,,139.0,6105.0,0.09352517985611511,0.022768222768222768,,,,,1411.0
cn,1,CN1,小野塚小町,小野塚小町,小野塚 小町,彼岸归航,彼岸归航 ～ Riverside View,彼岸帰航　～ Riverside View,local_music_merged.mapped_characters_json,33,33,,193.0,,20.0,,153.0,173.0,6365,0.11560693641618497,,,0.02717989002356638,,,,,,,,55,55,183.0,13.0,,183.0,6105.0,0.07103825136612021,0.029975429975429974,,,,,1155.0
cn,1,CN1,霍青娥,霍青娥,霍 青娥,desiredrive,Desire Drive,デザイアドライブ,local_music_merged.mapped_characters_json,34,34,,181.0,,11.0,,159.0,170.0,6365,0.06470588235294118,,,0.02670856245090338,,,,,,,,35,35,254.0,23.0,,254.0,6105.0,0.09055118110236221,0.04160524160524161,,,,,1916.0
cn,1,CN1,霍青娥,霍青娥,霍 青娥,古老的元神,古老的元神,古きユアンシェン,local_music_merged.mapped_characters_json,34,34,,181.0,,11.0,,159.0,170.0,6365,0.06470588235294118,,,0.02670856245090338,,,,,,,,110,110,54.0,4.0,,54.0,6105.0,0.07407407407407407,0.008845208845208846,,,,,747.0
cn,1,CN1,八意永琳,八意永琳,八意 永琳,千年幻想乡,千年幻想乡 ～ History of the Moon,千年幻想郷　～ History of the Moon,local_music_merged.mapped_characters_json,35,35,,178.0,,19.0,,140.0,159.0,6365,0.11949685534591195,,,0.02498036135113904,,,,,,,,12,12,661.0,51.0,,661.0,6105.0,0.07715582450832073,0.10827190827190827,,,,,1983.0
