id,index,name,first,cname,imp,total,ratio,v3,v2,btotal,bratio,btratio,tratio,fratio,v3f,v3r,v3tr,v3fr,v2f,v2r,v2tr,v2fr,v3i,v2i
206,99,厄神様の通り道　～ Dark Road,18,厄神降临之路　～ Dark Road,,126,14.29,125,136,189,21.43,1.6500000000000001,2.4699999999999998,0.38,19,15.2,1.8499999999999999,0.44,17,12.5,2.34,0.33,79,62
311,99,心綺楼囃子,9,心绮楼囃子,,126,7.14,126,88,189,10.71,1.6500000000000001,2.4699999999999998,0.19,6,4.76,1.8599999999999999,0.13999999999999999,4,4.55,1.51,0.08,78,86
460,101,櫻花之戀塚　～ Flower of Japan,19,樱花之恋塚　～ Flower of Japan,（蓬莱人形）,118,16.1,84,64,177,24.15,1.54,2.32,0.4,17,20.24,1.24,0.38999999999999996,11,17.19,1.0999999999999999,0.21,99,104
328,102,リバースイデオロギー,12,Reverse Ideology,（天邪鬼）,117,10.26,93,66,176,15.38,1.53,2.3,0.26,11,11.83,1.37,0.26,3,4.55,1.1400000000000001,0.06,93,101
237,102,暮色蒼然,7,暮色苍然,,117,5.98,123,116,176,8.97,1.53,2.3,0.15,13,10.57,1.82,0.3,15,12.93,2,0.29,80,74
118,104,メイドと血の懐中時計,11,女仆和血的怀表,（萃梦想）,115,9.57,111,81,173,14.35,1.5,2.26,0.22999999999999998,16,14.41,1.6400000000000001,0.37,8,9.88,1.39,0.16,87,89
39,105,Tabula rasa ～ 空白少女,10,Tabula rasa ～ 空白少女,,114,8.77,86,61,171,13.16,1.49,2.2399999999999998,0.21,7,8.14,1.27,0.16,6,9.84,1.05,0.12,98,107
399,106,向こう側の月,13,月的另一侧,,113,11.5,64,44,170,17.26,1.48,2.22,0.27999999999999997,12,18.75,0.95,0.27999999999999997,2,4.55,0.76,0.04,115,123
180,107,エクステンドアッシュ　～ 蓬莱人,7,Extend Ash　～ 蓬莱人,,107,6.54,82,80,161,9.81,1.4000000000000001,2.1,0.15,4,4.88,1.21,0.09,5,6.25,1.38,0.1,102,91
327,108,空中に沈む輝針城,3,沉向空中的辉针城,,106,2.83,68,73,159,4.25,1.39,2.08,0.06,2,2.94,1.01,0.05,4,5.48,1.26,0.08,109,97
191,109,今昔幻想郷　～ Flower Land,10,今昔幻想乡　～ Flower Land,,105,9.52,88,66,158,14.29,1.37,2.06,0.21,11,12.5,1.3,0.26,9,13.64,1.1400000000000001,0.16999999999999998,95,101
131,109,ブクレシュティの人形師,9,布加勒斯特的人偶师,（萃梦想、绯想天）,105,8.57,97,99,158,12.86,1.37,2.06,0.19,4,4.12,1.43,0.09,8,8.08,1.7000000000000002,0.16,91,81
249,111,死体旅行～Be of good cheer!,6,尸体旅行　～ Be of good cheer!,,104,5.77,87,69,156,8.65,1.3599999999999999,2.04,0.13,8,9.2,1.29,0.19,2,2.9,1.1900000000000002,0.04,96,99
201,112,東の国の眠らない夜,7,东之国的不眠夜,（大空魔术）,99,7.07,76,81,149,10.61,1.3,1.94,0.15,8,10.53,1.1199999999999999,0.19,10,12.35,1.39,0.19,105,89
236,113,幼心地の有頂天,9,幼小的有顶天,,96,9.38,57,89,144,14.06,1.26,1.8800000000000001,0.19,7,12.28,0.84,0.16,12,13.48,1.53,0.22999999999999998,121,85
130,114,ティアオイエツォン(withered leaf),7,凋叶棕（withered leaf）,,94,7.45,63,45,141,11.17,1.23,1.8399999999999999,0.15,5,7.94,0.9299999999999999,0.12,4,8.89,0.77,0.08,116,121
167,115,幻視の夜　～ Ghostly Eyes,4,幻视之夜　～ Ghostly Eyes,（莲台野夜行）,92,4.35,58,54,138,6.52,1.2,1.81,0.09,3,5.17,0.86,0.06999999999999999,5,9.26,0.9299999999999999,0.1,119,110
400,116,未知の花 魅知の旅,4,未知之花 魅知之旅,,88,4.55,58,35,132,6.82,1.15,1.73,0.09,3,5.17,0.86,0.06999999999999999,4,11.43,0.6,0.08,119,135
66,117,アリスマエステラ,9,Alice Maestra,,87,10.34,67,40,131,15.52,1.1400000000000001,1.71,0.19,10,14.93,0.9900000000000001,0.22999999999999998,6,15,0.69,0.12,111,130
72,117,幽夢 ～ Inanimate Dream,4,幽梦 ～ Inanimate Dream,,87,4.6,90,52,131,6.9,1.1400000000000001,1.71,0.09,12,13.33,1.3299999999999998,0.27999999999999997,8,15.38,0.89,0.16,94,113
257,119,春の湊に,4,春之岸,,86,4.65,56,54,129,6.98,1.13,1.69,0.09,2,3.57,0.83,0.05,4,7.41,0.9299999999999999,0.08,122,110
299,120,古きユアンシェン,7,古老的元神,（三月精）,84,8.33,50,37,126,12.5,1.0999999999999999,1.6500000000000001,0.15,3,6,0.74,0.06999999999999999,5,13.51,0.64,0.1,130,132
362,120,九月のパンプキン,3,九月的南瓜,,84,3.57,-,-,126,5.36,1.0999999999999999,1.6500000000000001,0.06,-,-,-,-,-,-,-,-,-,-
36,120,東方妖恋談,1,东方妖恋谈,（萃梦想、绯想天、非想天则）,84,1.19,80,74,126,1.79,1.0999999999999999,1.6500000000000001,0.02,5,6.25,1.18,0.12,10,13.51,1.27,0.19,104,96
172,123,プレインエイジア,2,Plain Asia,,83,2.41,37,34,125,3.61,1.09,1.63,0.04,1,2.7,0.5499999999999999,0.02,3,8.82,0.58,0.06,147,138
449,124,魔女達の舞踏会　～ Magus,12,魔女们的舞会　～ Magus,（萃梦想）,82,14.63,55,59,123,21.95,1.0699999999999998,1.6099999999999999,0.26,6,10.91,0.8099999999999999,0.13999999999999999,11,18.64,1.01,0.21,125,109
102,124,the Grimoire of Alice,7,the Grimoire of Alice,（非想天则）,82,8.54,94,73,123,12.8,1.0699999999999998,1.6099999999999999,0.15,6,6.38,1.39,0.13999999999999999,3,4.11,1.26,0.06,92,97
137,126,アルティメットトゥルース,6,Ultimate Truth,,80,7.5,66,45,120,11.25,1.05,1.5699999999999998,0.13,8,12.12,0.98,0.19,4,8.89,0.77,0.08,113,121
126,127,妖々夢 ～ Snow or Cherry Petal,4,妖妖梦 ～ Snow or Cherry Petal,,78,5.13,65,51,117,7.69,1.02,1.53,0.09,7,10.77,0.96,0.16,3,5.88,0.88,0.06,114,114
169,128,夜雀の歌声　～ Night Bird,4,夜雀的歌声　～ Night Bird,,76,5.26,67,64,114,7.89,0.9900000000000001,1.49,0.09,5,7.46,0.9900000000000001,0.12,2,3.13,1.0999999999999999,0.04,111,104
301,128,大神神話伝,3,大神神话传,（心绮楼、深秘录）,76,3.95,47,43,114,5.92,0.9900000000000001,1.49,0.06,2,4.26,0.69,0.05,3,6.98,0.74,0.06,131,124
338,130,ロマンチック逃飛行,2,浪漫逃飞行,,73,2.74,56,-,110,4.11,0.96,1.43,0.04,4,7.14,0.83,0.09,-,-,-,-,122,-
