source,table_index,table_heading,table_id,row_index,cell_index,cell_type,text,number,percent,numeric_tokens
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,3,1,td,芙兰朵露·斯卡蕾特,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,3,2,td,1385,1385,,[1385]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,3,3,td,374,374,,[374]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,4,0,td,4,4,,[4]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,4,1,td,蕾米莉亚·斯卡蕾特,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,4,2,td,1323,1323,,[1323]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,4,3,td,290,290,,[290]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,5,0,td,5,5,,[5]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,5,1,td,十六夜咲夜,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,5,2,td,1138,1138,,[1138]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,5,3,td,252,252,,[252]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,6,0,td,6,6,,[6]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,6,1,td,雾雨魔理沙,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,6,2,td,1111,1111,,[1111]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,6,3,td,274,274,,[274]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,7,0,td,7,7,,[7]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,7,1,td,八云紫,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,7,2,td,1099,1099,,[1099]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,7,3,td,257,257,,[257]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,8,0,td,8,8,,[8]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,8,1,td,爱丽丝·玛格特洛依德,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,8,2,td,1028,1028,,[1028]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,8,3,td,264,264,,[264]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,9,0,td,9,9,,[9]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,9,1,td,帕秋莉·诺蕾姬,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,9,2,td,929,929,,[929]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,9,3,td,206,206,,[206]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,10,0,td,10,10,,[10]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,10,1,td,藤原妹红,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,10,2,td,915,915,,[915]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,10,3,td,237,237,,[237]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,11,0,td,11,11,,[11]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,11,1,td,琪露诺,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,11,2,td,892,892,,[892]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,11,3,td,200,200,,[200]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,12,0,td,12,12,,[12]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,12,1,td,魂魄妖梦,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,12,2,td,885,885,,[885]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,12,3,td,187,187,,[187]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,13,0,td,13,13,,[13]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,13,1,td,东风谷早苗,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,13,2,td,756,756,,[756]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,13,3,td,153,153,,[153]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,14,0,td,14,14,,[14]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,14,1,td,射命丸文,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,14,2,td,681,681,,[681]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,14,3,td,142,142,,[142]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,15,0,td,15,15,,[15]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,15,1,td,古明地觉,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,15,2,td,664,664,,[664]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,15,3,td,148,148,,[148]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,16,0,td,16,16,,[16]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,16,1,td,伊吹萃香,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,16,2,td,646,646,,[646]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,16,3,td,109,109,,[109]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,17,0,td,17,17,,[17]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,17,1,td,风见幽香,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,17,2,td,560,560,,[560]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,17,3,td,104,104,,[104]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,18,0,td,18,18,,[18]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,18,1,td,铃仙·优昙华院·因幡,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,18,2,td,544,544,,[544]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,18,3,td,83,83,,[83]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,19,0,td,19,19,,[19]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,19,1,td,古明地恋,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,19,2,td,519,519,,[519]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,19,3,td,68,68,,[68]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,20,0,td,20,20,,[20]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,20,1,td,比那名居天子,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,20,2,td,496,496,,[496]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,20,3,td,73,73,,[73]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,21,0,td,21,21,,[21]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,21,1,td,蓬莱山辉夜,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,21,2,td,474,474,,[474]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,21,3,td,97,97,,[97]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,22,0,td,22,22,,[22]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,22,1,td,键山雏,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,22,2,td,438,438,,[438]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,22,3,td,79,79,,[79]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,23,0,td,23,23,,[23]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,23,1,td,红美铃,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,23,2,td,427,427,,[427]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,23,3,td,76,76,,[76]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,24,0,td,24,24,,[24]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,24,1,td,洩矢诹访子,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,24,2,td,361,361,,[361]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,24,3,td,61,61,,[61]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,25,0,td,25,25,,[25]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,25,1,td,四季映姬·亚玛萨那度,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,25,2,td,340,340,,[340]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,25,3,td,36,36,,[36]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,26,0,td,26,26,,[26]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,26,1,td,上白泽慧音,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,26,2,td,309,309,,[309]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,26,3,td,35,35,,[35]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,27,0,td,27,27,,[27]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,27,1,td,灵乌路空,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,27,2,td,301,301,,[301]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,27,3,td,68,68,,[68]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,28,0,td,28,28,,[28]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,28,1,td,露米娅,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,28,2,td,267,267,,[267]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,28,3,td,39,39,,[39]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,29,0,td,29,29,,[29]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,29,1,td,圣白莲,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,29,2,td,241,241,,[241]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,29,3,td,37,37,,[37]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,30,0,td,30,30,,[30]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,30,1,td,八云蓝,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,30,2,td,240,240,,[240]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,30,3,td,42,42,,[42]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,31,0,td,31,31,,[31]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,31,1,td,多多良小伞,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,31,2,td,193,193,,[193]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,31,3,td,19,19,,[19]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,32,0,td,32,32,,[32]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,32,1,td,封兽鵺,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,32,2,td,175,175,,[175]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,32,3,td,28,28,,[28]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,33,0,td,33,33,,[33]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,33,1,td,小野塚小町,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,33,2,td,173,173,,[173]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,33,3,td,20,20,,[20]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,34,0,td,34,34,,[34]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,34,1,td,霍青娥,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,34,2,td,170,170,,[170]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,34,3,td,11,11,,[11]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,35,0,td,35,35,,[35]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,35,1,td,犬走椛,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,35,2,td,159,159,,[159]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,35,3,td,27,27,,[27]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,36,0,td,35,35,,[35]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,36,1,td,八意永琳,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,36,2,td,159,159,,[159]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,36,3,td,19,19,,[19]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,37,0,td,37,37,,[37]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,37,1,td,物部布都,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,37,2,td,147,147,,[147]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,37,3,td,23,23,,[23]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,38,0,td,38,38,,[38]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,38,1,td,茨木华扇,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,38,2,td,143,143,,[143]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,38,3,td,14,14,,[14]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,39,0,td,39,39,,[39]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,39,1,td,火焰猫燐,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,39,2,td,131,131,,[131]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,39,3,td,9,9,,[9]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,40,0,td,39,39,,[39]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,40,1,td,橙,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,40,2,td,131,131,,[131]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,40,3,td,11,11,,[11]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,41,0,td,41,41,,[41]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,41,1,td,宇佐见莲子,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,41,2,td,128,128,,[128]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,41,3,td,18,18,,[18]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,42,0,td,42,42,,[42]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,42,1,td,稗田阿求,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,42,2,td,126,126,,[126]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,42,3,td,20,20,,[20]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,43,0,td,42,42,,[42]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,43,1,td,丰聪耳神子,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,43,2,td,126,126,,[126]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,43,3,td,17,17,,[17]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,44,0,td,44,44,,[44]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,44,1,td,水桥帕露西,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,44,2,td,124,124,,[124]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,44,3,td,17,17,,[17]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,45,0,td,45,45,,[45]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,45,1,td,森近霖之助,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,45,2,td,119,119,,[119]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,45,3,td,22,22,,[22]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,46,0,td,46,46,,[46]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,46,1,td,河城荷取,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,46,2,td,116,116,,[116]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,46,3,td,17,17,,[17]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,47,0,td,47,47,,[47]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,47,1,td,永江衣玖,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,47,2,td,111,111,,[111]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,47,3,td,16,16,,[16]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,48,0,td,48,48,,[48]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,48,1,td,星熊勇仪,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,48,2,td,108,108,,[108]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,48,3,td,12,12,,[12]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,49,0,td,49,49,,[49]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,49,1,td,神绮,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,49,2,td,102,102,,[102]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,49,3,td,11,11,,[11]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,50,0,td,50,50,,[50]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,50,1,td,八坂神奈子,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,50,2,td,100,100,,[100]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,50,3,td,9,9,,[9]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,51,0,td,51,51,,[51]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,51,1,td,因幡帝,,,[]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,51,2,td,99,99,,[99]
data_raw/cn_official_legacy/round_01/raw/pages/chara/mod_chara__step_1.html,1,角色部分,,51,3,td,11,11,,[11]
