id,name,group,vote,first,info,ratio,vratio,fratio,vote1,first1,ratio1,vratio1,fratio1,vote2,first2,ratio2,vratio2,fratio2
21,幻梦界,东方封魔录，幺乐团的历史 vol.3,19,1,<a href='./?m=info&type=music&id=21' target='_blank'>点击查看详情</a>,5.26%,0.21%,0.01%,12,2,16.67%,0.18%,0.03%,16,2,12.5%,0.28%,0.04%
22,以死相赌,东方封魔录，幺乐团的历史 vol.3,5,0,<a href='./?m=info&type=music&id=22' target='_blank'>点击查看详情</a>,0%,0.05%,0%,2,0,0%,0.03%,0%,0,0,0%,0%,0%
23,神篱，如紫色火焰般燃烧,东方封魔录，幺乐团的历史 vol.3,17,1,<a href='./?m=info&type=music&id=23' target='_blank'>点击查看详情</a>,5.88%,0.18%,0.01%,5,0,0%,0.07%,0%,7,0,0%,0.12%,0%
24,恋色Magic（恋色Master spark）,东方封魔录，东方永夜抄，东方萃梦想，幻想曲拔萃，东方非想天则，核热造神非想天则，东方深秘录，深秘乐曲集‎，幺乐团的历史 vol.3，东方凭依华，东方刚欲异闻,1065,150,<a href='./?m=info&type=music&id=24' target='_blank'>点击查看详情</a>,14.08%,11.57%,1.71%,675,75,11.11%,9.92%,1.16%,579,53,9.15%,10.08%,0.97%
25,东方封魔录 ～ 幽幻乱舞,东方封魔录，幺乐团的历史 vol.3,8,0,<a href='./?m=info&type=music&id=25' target='_blank'>点击查看详情</a>,0%,0.09%,0%,2,0,0%,0.03%,0%,4,1,25%,0.07%,0.02%
26,Complete Darkness,东方封魔录，幺乐团的历史 vol.3,53,2,<a href='./?m=info&type=music&id=26' target='_blank'>点击查看详情</a>,3.77%,0.58%,0.02%,43,1,2.33%,0.63%,0.02%,37,1,2.7%,0.64%,0.02%
27,Extra Love,东方封魔录，幺乐团的历史 vol.3,4,0,<a href='./?m=info&type=music&id=27' target='_blank'>点击查看详情</a>,0%,0.04%,0%,2,0,0%,0.03%,0%,2,1,50%,0.03%,0.02%
28,战车娘所做的梦,东方封魔录，幺乐团的历史 vol.3,12,1,<a href='./?m=info&type=music&id=28' target='_blank'>点击查看详情</a>,8.33%,0.13%,0.01%,8,0,0%,0.12%,0%,3,0,0%,0.05%,0%
29,远野之森,东方封魔录，幺乐团的历史 vol.3,14,0,<a href='./?m=info&type=music&id=29' target='_blank'>点击查看详情</a>,0%,0.15%,0%,7,0,0%,0.1%,0%,9,0,0%,0.16%,0%
30,传说中的仙境,东方封魔录，幺乐团的历史 vol.3,7,1,<a href='./?m=info&type=music&id=30' target='_blank'>点击查看详情</a>,14.29%,0.08%,0.01%,4,1,25%,0.06%,0.02%,3,1,33.33%,0.05%,0.02%
31,博丽神社境内,东方封魔录，幺乐团的历史 vol.3,26,1,<a href='./?m=info&type=music&id=31' target='_blank'>点击查看详情</a>,3.85%,0.28%,0.01%,13,0,0%,0.19%,0%,14,1,7.14%,0.24%,0.02%
32,夕阳下落,东方封魔录，幺乐团的历史 vol.3,4,0,<a href='./?m=info&type=music&id=32' target='_blank'>点击查看详情</a>,0%,0.04%,0%,1,0,0%,0.01%,0%,1,0,0%,0.02%,0%
33,封魔终演,东方封魔录，幺乐团的历史 vol.3,2,0,<a href='./?m=info&type=music&id=33' target='_blank'>点击查看详情</a>,0%,0.02%,0%,3,0,0%,0.04%,0%,1,0,0%,0.02%,0%
34,梦想超越时空,东方梦时空，幺乐团的历史 vol.4,59,3,<a href='./?m=info&type=music&id=34' target='_blank'>点击查看详情</a>,5.08%,0.64%,0.03%,40,4,10%,0.59%,0.06%,19,2,10.53%,0.33%,0.04%
35,Selection,东方梦时空，幺乐团的历史 vol.4,1,0,<a href='./?m=info&type=music&id=35' target='_blank'>点击查看详情</a>,0%,0.01%,0%,3,0,0%,0.04%,0%,2,0,0%,0.03%,0%
36,东方妖恋谈,东方梦时空，东方怪绮谈，东方萃梦想，幻想曲拔萃，东方绯想天，全人类的天乐录，东方非想天则，核热造神非想天则，幺乐团的历史 vol.4,131,3,<a href='./?m=info&type=music&id=36' target='_blank'>点击查看详情</a>,2.29%,1.42%,0.03%,98,7,7.14%,1.44%,0.11%,82,5,6.1%,1.43%,0.09%
37,Reincarnation,东方梦时空，蓬莱人形，幺乐团的历史 vol.4,313,28,<a href='./?m=info&type=music&id=37' target='_blank'>点击查看详情</a>,8.95%,3.4%,0.32%,212,17,8.02%,3.12%,0.26%,194,20,10.31%,3.38%,0.37%
38,Dim. Dream,东方梦时空，幺乐团的历史 vol.4,15,1,<a href='./?m=info&type=music&id=38' target='_blank'>点击查看详情</a>,6.67%,0.16%,0.01%,10,0,0%,0.15%,0%,10,0,0%,0.17%,0%
39,Tabula rasa ～ 空白少女,东方梦时空，幺乐团的历史 vol.4,172,12,<a href='./?m=info&type=music&id=39' target='_blank'>点击查看详情</a>,6.98%,1.87%,0.14%,104,7,6.73%,1.53%,0.11%,79,4,5.06%,1.38%,0.07%
40,Maniacal Princess,东方梦时空，幺乐团的历史 vol.4,6,0,<a href='./?m=info&type=music&id=40' target='_blank'>点击查看详情</a>,0%,0.07%,0%,4,0,0%,0.06%,0%,6,1,16.67%,0.1%,0.02%
41,梦消失 ～ Lost Dream,东方梦时空，幺乐团的历史 vol.4,845,56,<a href='./?m=info&type=music&id=41' target='_blank'>点击查看详情</a>,6.63%,9.18%,0.64%,709,38,5.36%,10.42%,0.59%,590,39,6.61%,10.28%,0.72%
42,梦幻游戏 ～ Dream War,东方梦时空，幺乐团的历史 vol.4,9,0,<a href='./?m=info&type=music&id=42' target='_blank'>点击查看详情</a>,0%,0.1%,0%,6,0,0%,0.09%,0%,2,0,0%,0.03%,0%
43,魔法决战！ ～ Fight it out!,东方梦时空，幺乐团的历史 vol.4,8,0,<a href='./?m=info&type=music&id=43' target='_blank'>点击查看详情</a>,0%,0.09%,0%,1,0,0%,0.01%,0%,3,0,0%,0.05%,0%
44,Sailor of Time,东方梦时空，幺乐团的历史 vol.4,10,1,<a href='./?m=info&type=music&id=44' target='_blank'>点击查看详情</a>,10%,0.11%,0.01%,8,0,0%,0.12%,0%,2,0,0%,0.03%,0%
45,Strawberry Crisis!!,东方梦时空，幺乐团的历史 vol.4,96,5,<a href='./?m=info&type=music&id=45' target='_blank'>点击查看详情</a>,5.21%,1.04%,0.06%,89,9,10.11%,1.31%,0.14%,87,2,2.3%,1.52%,0.04%
46,非统一魔法世界论,东方梦时空，幺乐团的历史 vol.4,17,0,<a href='./?m=info&type=music&id=46' target='_blank'>点击查看详情</a>,0%,0.18%,0%,17,2,11.76%,0.25%,0.03%,12,0,0%,0.21%,0%
47,魔法钟爱,东方梦时空，幺乐团的历史 vol.4,4,0,<a href='./?m=info&type=music&id=47' target='_blank'>点击查看详情</a>,0%,0.04%,0%,1,0,0%,0.01%,0%,1,0,0%,0.02%,0%
48,久远之梦,东方梦时空，幺乐团的历史 vol.4,11,1,<a href='./?m=info&type=music&id=48' target='_blank'>点击查看详情</a>,9.09%,0.12%,0.01%,5,0,0%,0.07%,0%,4,1,25%,0.07%,0.02%
49,东方的蓝色天空,东方梦时空，幺乐团的历史 vol.4,4,0,<a href='./?m=info&type=music&id=49' target='_blank'>点击查看详情</a>,0%,0.04%,0%,3,0,0%,0.04%,0%,1,0,0%,0.02%,0%
50,永远的满月,东方梦时空，幺乐团的历史 vol.4,361,22,<a href='./?m=info&type=music&id=50' target='_blank'>点击查看详情</a>,6.09%,3.92%,0.25%,239,10,4.18%,3.51%,0.15%,93,4,4.3%,1.62%,0.07%
51,Maple Dream...,东方梦时空，幺乐团的历史 vol.4,35,3,<a href='./?m=info&type=music&id=51' target='_blank'>点击查看详情</a>,8.57%,0.38%,0.03%,16,2,12.5%,0.24%,0.03%,12,1,8.33%,0.21%,0.02%
52,灵人的休息日,东方梦时空，幺乐团的历史 vol.4,5,0,<a href='./?m=info&type=music&id=52' target='_blank'>点击查看详情</a>,0%,0.05%,0%,2,0,0%,0.03%,0%,2,0,0%,0.03%,0%
53,胜利的示范,东方梦时空，幺乐团的历史 vol.4,0,0,<a href='./?m=info&type=music&id=53' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
54,Game Over,东方梦时空，幺乐团的历史 vol.4,2,0,<a href='./?m=info&type=music&id=54' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
55,时之风,东方梦时空，幺乐团的历史 vol.4,19,0,<a href='./?m=info&type=music&id=55' target='_blank'>点击查看详情</a>,0%,0.21%,0%,14,1,7.14%,0.21%,0.02%,11,2,18.18%,0.19%,0.04%
56,Starbow Dream,东方梦时空，幺乐团的历史 vol.4,6,0,<a href='./?m=info&type=music&id=56' target='_blank'>点击查看详情</a>,0%,0.07%,0%,3,0,0%,0.04%,0%,7,0,0%,0.12%,0%
57,Phantasmagoria,东方梦时空，幺乐团的历史 vol.4,4,0,<a href='./?m=info&type=music&id=57' target='_blank'>点击查看详情</a>,0%,0.04%,0%,5,0,0%,0.07%,0%,4,0,0%,0.07%,0%
58,幻想乡 ～ Lotus Land Story,东方幻想乡，幺乐团的历史 vol.1,38,5,<a href='./?m=info&type=music&id=58' target='_blank'>点击查看详情</a>,13.16%,0.41%,0.06%,25,4,16%,0.37%,0.06%,16,1,6.25%,0.28%,0.02%
59,Witching Dream,东方幻想乡，幺乐团的历史 vol.1,9,0,<a href='./?m=info&type=music&id=59' target='_blank'>点击查看详情</a>,0%,0.1%,0%,4,0,0%,0.06%,0%,2,0,0%,0.03%,0%
60,Selene's light,东方幻想乡，幺乐团的历史 vol.1,3,0,<a href='./?m=info&type=music&id=60' target='_blank'>点击查看详情</a>,0%,0.03%,0%,0,0,0%,0%,0%,2,0,0%,0.03%,0%
61,装饰战 ～ Decoration Battle,东方幻想乡，幺乐团的历史 vol.1,7,0,<a href='./?m=info&type=music&id=61' target='_blank'>点击查看详情</a>,0%,0.08%,0%,7,0,0%,0.1%,0%,7,0,0%,0.12%,0%
62,Break the Sabbath,东方幻想乡，幺乐团的历史 vol.1,3,0,<a href='./?m=info&type=music&id=62' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,0,0%,0.01%,0%,1,0,0%,0.02%,0%
63,紅响曲 ～ Scarlet Phoneme,东方幻想乡，幺乐团的历史 vol.1,13,0,<a href='./?m=info&type=music&id=63' target='_blank'>点击查看详情</a>,0%,0.14%,0%,10,0,0%,0.15%,0%,8,0,0%,0.14%,0%
64,Bad Apple!!,东方幻想乡，幺乐团的历史 vol.1,957,92,<a href='./?m=info&type=music&id=64' target='_blank'>点击查看详情</a>,9.61%,10.4%,1.05%,612,62,10.13%,8.99%,0.96%,585,59,10.09%,10.19%,1.08%
65,灵战 ～ Perdition crisis,东方幻想乡，幺乐团的历史 vol.1,6,0,<a href='./?m=info&type=music&id=65' target='_blank'>点击查看详情</a>,0%,0.07%,0%,5,0,0%,0.07%,0%,2,0,0%,0.03%,0%
66,Alice Maestra,东方幻想乡，幺乐团的历史 vol.1,112,15,<a href='./?m=info&type=music&id=66' target='_blank'>点击查看详情</a>,13.39%,1.22%,0.17%,95,9,9.47%,1.4%,0.14%,88,13,14.77%,1.53%,0.24%
67,少女绮想曲 ～ Capriccio,东方幻想乡，东方永夜抄，东方萃梦想，幻想曲拔萃，幺乐团的历史 vol.1，东方刚欲异闻,1395,150,<a href='./?m=info&type=music&id=67' target='_blank'>点击查看详情</a>,10.75%,15.16%,1.71%,930,78,8.39%,13.67%,1.2%,850,66,7.76%,14.8%,1.21%
68,星之器 ～ Casket of Star,东方幻想乡，东方怪绮谈，东方绯想天，幻想曲拔萃，幺乐团的历史 vol.1,282,15,<a href='./?m=info&type=music&id=68' target='_blank'>点击查看详情</a>,5.32%,3.06%,0.17%,187,22,11.76%,2.75%,0.34%,200,10,5%,3.48%,0.18%
69,Lotus Love,东方幻想乡，幺乐团的历史 vol.1,8,0,<a href='./?m=info&type=music&id=69' target='_blank'>点击查看详情</a>,0%,0.09%,0%,3,0,0%,0.04%,0%,6,0,0%,0.1%,0%
70,能够睡眠的恐怖 ～ Sleeping Terror,东方幻想乡，幺乐团的历史 vol.1,60,1,<a href='./?m=info&type=music&id=70' target='_blank'>点击查看详情</a>,1.67%,0.65%,0.01%,69,2,2.9%,1.01%,0.03%,58,5,8.62%,1.01%,0.09%
71,Dream Land,东方幻想乡，幺乐团的历史 vol.1,18,1,<a href='./?m=info&type=music&id=71' target='_blank'>点击查看详情</a>,5.56%,0.2%,0.01%,11,1,9.09%,0.16%,0.02%,12,1,8.33%,0.21%,0.02%
72,幽梦 ～ Inanimate Dream,东方幻想乡，幺乐团的历史 vol.1,69,3,<a href='./?m=info&type=music&id=72' target='_blank'>点击查看详情</a>,4.35%,0.75%,0.03%,66,2,3.03%,0.97%,0.03%,66,4,6.06%,1.15%,0.07%
73,不可不禁止的游戏,东方幻想乡，幺乐团的历史 vol.1,14,1,<a href='./?m=info&type=music&id=73' target='_blank'>点击查看详情</a>,7.14%,0.15%,0.01%,18,1,5.56%,0.26%,0.02%,12,0,0%,0.21%,0%
74,女仆幻想 ～ Icemilk Magic,东方幻想乡，幺乐团的历史 vol.1,17,3,<a href='./?m=info&type=music&id=74' target='_blank'>点击查看详情</a>,17.65%,0.18%,0.03%,7,1,14.29%,0.1%,0.02%,8,0,0%,0.14%,0%
75,可爱的恶魔 ～ Innocence,东方幻想乡，幺乐团的历史 vol.1,25,4,<a href='./?m=info&type=music&id=75' target='_blank'>点击查看详情</a>,16%,0.27%,0.05%,27,3,11.11%,0.4%,0.05%,24,4,16.67%,0.42%,0.07%
76,Days,东方幻想乡，幺乐团的历史 vol.1,2,0,<a href='./?m=info&type=music&id=76' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
77,Peaceful,东方幻想乡，幺乐团的历史 vol.1,3,0,<a href='./?m=info&type=music&id=77' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
78,Arcadian Dream,东方幻想乡，幺乐团的历史 vol.1,2,0,<a href='./?m=info&type=music&id=78' target='_blank'>点击查看详情</a>,0%,0.02%,0%,0,0,0%,0%,0%,1,0,0%,0.02%,0%
79,幻想的居民,东方幻想乡，幺乐团的历史 vol.1,1,0,<a href='./?m=info&type=music&id=79' target='_blank'>点击查看详情</a>,0%,0.01%,0%,3,1,33.33%,0.04%,0.02%,0,0,0%,0%,0%
80,Lotus Road,东方幻想乡，幺乐团的历史 vol.1,0,0,<a href='./?m=info&type=music&id=80' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.01%,0%,1,0,0%,0.02%,0%
81,Dreamy pilot,东方幻想乡，幺乐团的历史 vol.1,8,0,<a href='./?m=info&type=music&id=81' target='_blank'>点击查看详情</a>,0%,0.09%,0%,8,1,12.5%,0.12%,0.02%,11,1,9.09%,0.19%,0.02%
82,Incomplete Plot,东方幻想乡，幺乐团的历史 vol.1,0,0,<a href='./?m=info&type=music&id=82' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
83,Border Land,东方幻想乡，幺乐团的历史 vol.1,0,0,<a href='./?m=info&type=music&id=83' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
84,Magic Shop of Raspberry,东方幻想乡，幺乐团的历史 vol.1,5,0,<a href='./?m=info&type=music&id=84' target='_blank'>点击查看详情</a>,0%,0.05%,0%,6,1,16.67%,0.09%,0.02%,8,3,37.5%,0.14%,0.06%
85,Crescent Dream,东方幻想乡，幺乐团的历史 vol.1,17,3,<a href='./?m=info&type=music&id=85' target='_blank'>点击查看详情</a>,17.65%,0.18%,0.03%,15,3,20%,0.22%,0.05%,6,2,33.33%,0.1%,0.04%
86,怪绮谈 ～ Mystic Square,东方怪绮谈，幺乐团的历史 vol.2,12,1,<a href='./?m=info&type=music&id=86' target='_blank'>点击查看详情</a>,8.33%,0.13%,0.01%,4,2,50%,0.06%,0.03%,3,0,0%,0.05%,0%
87,Dream Express,东方怪绮谈，幺乐团的历史 vol.2,3,0,<a href='./?m=info&type=music&id=87' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,0,0%,0.01%,0%,1,0,0%,0.02%,0%
88,魔法阵 ～ Magic Square,东方怪绮谈，幺乐团的历史 vol.2,1,0,<a href='./?m=info&type=music&id=88' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,0,0%,0%,0%,1,0,0%,0.02%,0%
89,梦想时空,东方怪绮谈，幺乐团的历史 vol.2,24,1,<a href='./?m=info&type=music&id=89' target='_blank'>点击查看详情</a>,4.17%,0.26%,0.01%,9,0,0%,0.13%,0%,4,0,0%,0.07%,0%
90,灵天 ～ Spiritual Heaven,东方怪绮谈，幺乐团的历史 vol.2,1,0,<a href='./?m=info&type=music&id=90' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,0%,0.01%,0%,1,0,0%,0.02%,0%
91,Romantic Children,东方怪绮谈，幺乐团的历史 vol.2,52,4,<a href='./?m=info&type=music&id=91' target='_blank'>点击查看详情</a>,7.69%,0.57%,0.05%,45,4,8.89%,0.66%,0.06%,38,3,7.89%,0.66%,0.06%
92,Plastic Mind,东方怪绮谈，幺乐团的历史 vol.2,11,0,<a href='./?m=info&type=music&id=92' target='_blank'>点击查看详情</a>,0%,0.12%,0%,7,1,14.29%,0.1%,0.02%,5,1,20%,0.09%,0.02%
93,Maple Wise,东方怪绮谈，幺乐团的历史 vol.2,8,0,<a href='./?m=info&type=music&id=93' target='_blank'>点击查看详情</a>,0%,0.09%,0%,5,0,0%,0.07%,0%,5,1,20%,0.09%,0.02%
94,禁忌的魔法 ～ Forbidden Magic,东方怪绮谈，幺乐团的历史 vol.2,7,0,<a href='./?m=info&type=music&id=94' target='_blank'>点击查看详情</a>,0%,0.08%,0%,1,0,0%,0.01%,0%,1,0,0%,0.02%,0%
95,绯红的少女 ～ Crimson Dead!!,东方怪绮谈，幺乐团的历史 vol.2,11,1,<a href='./?m=info&type=music&id=95' target='_blank'>点击查看详情</a>,9.09%,0.12%,0.01%,7,0,0%,0.1%,0%,2,0,0%,0.03%,0%
96,背叛的少女 ～ Judas Kiss,东方怪绮谈，幺乐团的历史 vol.2,9,0,<a href='./?m=info&type=music&id=96' target='_blank'>点击查看详情</a>,0%,0.1%,0%,11,1,9.09%,0.16%,0.02%,7,1,14.29%,0.12%,0.02%
97,the Last Judgement,东方怪绮谈，幺乐团的历史 vol.2,5,0,<a href='./?m=info&type=music&id=97' target='_blank'>点击查看详情</a>,0%,0.05%,0%,6,0,0%,0.09%,0%,8,0,0%,0.14%,0%
98,可悲的人偶 ～ Doll of Misery,东方怪绮谈，幺乐团的历史 vol.2,22,2,<a href='./?m=info&type=music&id=98' target='_blank'>点击查看详情</a>,9.09%,0.24%,0.02%,27,1,3.7%,0.4%,0.02%,26,0,0%,0.45%,0%
99,世界的尽头 ～ World's End,东方怪绮谈，幺乐团的历史 vol.2,6,1,<a href='./?m=info&type=music&id=99' target='_blank'>点击查看详情</a>,16.67%,0.07%,0.01%,3,0,0%,0.04%,0%,5,0,0%,0.09%,0%
100,神话幻想 ～ Infinite Being,东方怪绮谈，幺乐团的历史 vol.2,87,6,<a href='./?m=info&type=music&id=100' target='_blank'>点击查看详情</a>,6.9%,0.95%,0.07%,58,3,5.17%,0.85%,0.05%,60,3,5%,1.04%,0.06%
101,不可思议之国的爱丽丝,东方怪绮谈，幺乐团的历史 vol.2,571,66,<a href='./?m=info&type=music&id=101' target='_blank'>点击查看详情</a>,11.56%,6.21%,0.75%,504,54,10.71%,7.41%,0.83%,444,40,9.01%,7.73%,0.73%
102,the Grimoire of Alice,东方怪绮谈，东方非想天则，核热造神非想天则，幺乐团的历史 vol.2,72,7,<a href='./?m=info&type=music&id=102' target='_blank'>点击查看详情</a>,9.72%,0.78%,0.08%,76,7,9.21%,1.12%,0.11%,79,4,5.06%,1.38%,0.07%
103,神社,东方怪绮谈，幺乐团的历史 vol.2,5,0,<a href='./?m=info&type=music&id=103' target='_blank'>点击查看详情</a>,0%,0.05%,0%,2,0,0%,0.03%,0%,3,0,0%,0.05%,0%
104,Endless,东方怪绮谈，幺乐团的历史 vol.2,6,0,<a href='./?m=info&type=music&id=104' target='_blank'>点击查看详情</a>,0%,0.07%,0%,6,0,0%,0.09%,0%,3,0,0%,0.05%,0%
105,永远的乐园,东方怪绮谈，幺乐团的历史 vol.2,21,0,<a href='./?m=info&type=music&id=105' target='_blank'>点击查看详情</a>,0%,0.23%,0%,7,1,14.29%,0.1%,0.02%,7,0,0%,0.12%,0%
106,Mystic Dream,东方怪绮谈，幺乐团的历史 vol.2,1,0,<a href='./?m=info&type=music&id=106' target='_blank'>点击查看详情</a>,0%,0.01%,0%,2,0,0%,0.03%,0%,3,0,0%,0.05%,0%
107,Peaceful Romancer,东方怪绮谈，幺乐团的历史 vol.2,12,2,<a href='./?m=info&type=music&id=107' target='_blank'>点击查看详情</a>,16.67%,0.13%,0.02%,9,0,0%,0.13%,0%,2,0,0%,0.03%,0%
108,灵魂安息之所,东方怪绮谈，幺乐团的历史 vol.2,1,0,<a href='./?m=info&type=music&id=108' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,0%,0.01%,0%,0,0,0%,0%,0%
109,比赤色更红的梦,东方红魔乡,177,10,<a href='./?m=info&type=music&id=109' target='_blank'>点击查看详情</a>,5.65%,1.92%,0.11%,107,11,10.28%,1.57%,0.17%,84,4,4.76%,1.46%,0.07%
110,如鬼灯般的红色之魂,东方红魔乡,53,3,<a href='./?m=info&type=music&id=110' target='_blank'>点击查看详情</a>,5.66%,0.58%,0.03%,35,2,5.71%,0.51%,0.03%,24,2,8.33%,0.42%,0.04%
111,妖魔夜行,东方红魔乡,231,15,<a href='./?m=info&type=music&id=111' target='_blank'>点击查看详情</a>,6.49%,2.51%,0.17%,143,12,8.39%,2.1%,0.19%,129,7,5.43%,2.25%,0.13%
112,Lunate Elf,东方红魔乡,63,7,<a href='./?m=info&type=music&id=112' target='_blank'>点击查看详情</a>,11.11%,0.68%,0.08%,40,7,17.5%,0.59%,0.11%,24,3,12.5%,0.42%,0.06%
113,活泼的纯情小姑娘（活泼纯情小姑娘的冒险）,东方红魔乡，东方花映塚，东方非想天则，核热造神非想天则，东方文花帖,493,81,<a href='./?m=info&type=music&id=113' target='_blank'>点击查看详情</a>,16.43%,5.36%,0.92%,322,46,14.29%,4.73%,0.71%,312,39,12.5%,5.43%,0.72%
114,上海红茶馆　～ Chinese Tea,东方红魔乡，东方非想天则，核热造神非想天则，梦违科学世纪,1279,120,<a href='./?m=info&type=music&id=114' target='_blank'>点击查看详情</a>,9.38%,13.9%,1.37%,908,78,8.59%,13.34%,1.2%,728,66,9.07%,12.68%,1.21%
