platform,community,poll_alignment,video_id,url,published_date,duration,title,author,metric_1_current,metric_2_current,metric_3_current,metric_4_current,metric_5_current,observed_at,content_type,mentioned_rounds,source_page,coverage_note
Niconico,JP,JP_poll,sm38200464,https://www.nicovideo.jp/watch/sm38200464,2021/1/31,15:22,第16回東方Project人気投票Ex ベストパートナー部門（速報版）,まーき,"3,477",458,31,17,0,2026-08-23,result_summary,16,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm44016890,https://www.nicovideo.jp/watch/sm44016890,2024/8/24,1:19,第20回東方Project人気投票で最推しの順位が上がってて嬉しい,ちゃーしゅー,131,3,4,0,0,2026-08-23,support_or_campaign,20,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm30478520,https://www.nicovideo.jp/watch/sm30478520,2017/1/22,20:28,【東方】第13回東方Project人気投票 人妖部門 TOP100,,5万,"6,260",4,470,0,2026-08-23,result_summary,13,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm32553640,https://www.nicovideo.jp/watch/sm32553640,2018/1/8,3:56,総統!東方人気投票の宣伝をして下さい!,S・G・M,"1,123",30,1,1,0,2026-08-23,other_tagged,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm43604143,https://www.nicovideo.jp/watch/sm43604143,2024/4/1,0:04,ホン・メイリン死去,nonogamer9,119,1,2,0,0,2026-08-23,other_tagged,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm41133283,https://www.nicovideo.jp/watch/sm41133283,2022/9/25,30:58,第18回東方Project人気投票 音楽部門ランキング TOP50（速報版）,インプ,"2,823",230,31,9,0,2026-08-23,music_result,18,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm41574651,https://www.nicovideo.jp/watch/sm41574651,2022/12/29,1:26,【東方ロストワード】正邪はピンクにされるしベストライバル部門が設立されるししっちゃかめっちゃか【東方人気投票】,八咫ガラス,"3,850",61,141,10,0,2026-08-23,other_tagged,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm28052888,https://www.nicovideo.jp/watch/sm28052888,2016/1/21,21:04,【東方】第12回東方Project人気投票 キャラ部門 TOP100,,11.1万,1.8万,5,"1,120",0,2026-08-23,result_summary,12,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm26388801,https://www.nicovideo.jp/watch/sm26388801,2015/6/1,20:35,【東方】第11回東方Project人気投票 キャラ部門 TOP100,,12.7万,2.1万,12,"1,292",0,2026-08-23,result_summary,11,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm42866237,https://www.nicovideo.jp/watch/sm42866237,2023/10/9,30:19,第19回東方Project人気投票人妖部門TOP100！,すたっく,905,39,10,5,0,2026-08-23,result_summary,19,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm26395783,https://www.nicovideo.jp/watch/sm26395783,2015/6/2,23:25,【第11回東方Project人気投票】各キャラのグラフとランキング,KSG,3.8万,"3,800",2,183,,2026-08-23,longitudinal_or_analysis,11,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm42841785,https://www.nicovideo.jp/watch/sm42841785,2023/10/3,25:29,第19回東方Project人気投票 音楽部門 TOP10,ゲスト,917,10,11,1,0,2026-08-23,music_result,19,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm35993822,https://www.nicovideo.jp/watch/sm35993822,2019/11/23,37:00,【第11回東方ニコ童祭Ex】Memorial Medley 8th.【第8回東方人気投票メドレー200～1位+α】,ひみのゆり,"3,383",40,4,37,0,2026-08-23,music_result,11|8,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm39429588,https://www.nicovideo.jp/watch/sm39429588,2021/10/3,25:50,第17回東方Project人気投票 人妖部門（速報版）,まーき,"8,781","2,295",87,32,,2026-08-23,result_summary,17,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm42829422,https://www.nicovideo.jp/watch/sm42829422,2023/9/30,0:21,【ゆっくり茶番劇】第19回東方project人気投票1位おめでとう魔理沙！,ロゼ,167,7,3,0,,2026-08-23,other_tagged,19,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=2,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
