round,poll_period,character,rank,rank_prev,points,primary_num,comment_num,official_support_count,score_source,source_path
15,2019-01-27—2019-02-02,夢子,119,120,174,13,27,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,抗鬱薬おじさん,120,111,163,6,37,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,エレン,121,123,134,19,25,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,くるみ,122,122,130,10,24,1,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,北白河 ちゆり,123,121,128,3,28,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,エリス,124,127,117,10,17,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,ユキ,124,126,117,12,22,2,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,マイ,126,124,116,8,20,1,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,コンガラ,127,128,108,11,22,1,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,小兎姫,128,131,87,8,14,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,蓬莱人形レーベルイラストの娘,129,134,78,6,28,1,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,里香,129,133,78,12,21,1,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,エリー,131,130,77,5,18,1,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,雲山,132,125,76,5,20,1,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,魂魄 妖忌,133,132,75,1,18,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,明羅,134,136,70,4,18,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,るーこと,135,141,67,6,11,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,レイラ・プリズムリバー,136,137,66,6,8,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,ユウゲンマガン,137,143,64,7,11,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,毛玉,137,138,64,0,17,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,オレンジ,139,143,57,6,15,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,大ナマズ,140,129,55,0,10,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,妖精（メイド妖精・ひまわり妖精 他）,141,139,53,3,20,8,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,ルイズ,142,149,48,4,12,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,シンギョク,143,145,46,4,10,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,朝倉 理香子,144,146,44,3,9,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,UFO（赤・青・緑、その他）,145,139,43,2,13,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,なめえもん,145,135,43,1,12,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,ミミちゃん,147,156,42,5,8,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,旧作名無し中ボス,148,141,38,4,13,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,嫦娥,149,146,37,2,11,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,核熱造神ヒソウテンソク,149,148,37,0,6,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,都市伝説の怪異（お菊さん、八尺さま 他）,149,151,37,6,11,3,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,キクリ,152,160,36,4,10,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,サラ,152,155,36,4,9,2,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,玄爺,154,154,34,0,9,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,ツチノコ,155,150,32,3,5,1,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,チュパカブラ,156,158,25,1,2,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,狐（妖怪狐、狐の子他）,156,151,25,0,5,6,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,龍（子龍、邪龍 他）,156,151,25,3,7,3,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,ウワバミ,159,163,24,0,2,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,河童（山童含む）,159,157,24,2,9,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,兎（玉兎、永遠亭の妖怪兎 他）,161,158,23,1,8,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,酒虫,162,167,22,1,8,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,カラス（地獄鴉、紫・文の使い魔 他）,163,173,21,0,5,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,天狗（香霖堂の天狗、大天狗 他）,164,164,20,2,7,4,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,岩笠,164,169,20,3,8,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,ホフゴブリン,166,161,19,1,1,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,ケセランパサラン,167,172,15,0,3,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,里の人間（文花帖、求聞史紀、鈴奈庵などで登場した人間）,168,168,14,1,9,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,万歳楽,169,171,13,0,0,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,命蓮,169,161,13,0,2,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,仙台四郎（福の神）,171,183,12,0,2,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,華扇の動物（久米、竿打、雷獣、彭祖、人面犬 他）,171,164,12,0,3,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,水江浦島子,173,186,10,3,3,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,木花咲耶姫,174,176,9,0,2,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,運松,174,176,9,2,3,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,ヤマネ,176,166,8,2,2,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,月の都の門番,177,175,7,0,3,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,神降ろしの神霊（天照、伊豆能売 他）,177,180,7,0,4,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,座敷童,179,180,6,0,2,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,狸（化け狸、野鉄砲他）,179,169,6,0,2,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,小鈴の両親,181,179,5,0,1,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,幽霊（怨霊、神霊、化け化け含む）,181,174,5,0,2,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,毘沙門天,183,180,4,0,1,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,塩屋敷の旦那,184,176,2,0,0,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,沓頬,185,184,1,0,1,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
15,2019-01-27—2019-02-02,煙々羅,185,185,1,0,0,0,legacy_official_html_table,data_raw/jp_official_legacy/round_15/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,魂魄 妖夢,1,3,9841,2290,1360,35,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,博麗 霊夢,2,1,8913,1777,1224,21,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,古明地 こいし,3,4,8865,1591,1176,17,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,霧雨 魔理沙,4,2,8626,1587,1172,17,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,フランドール・スカーレット,5,6,8497,1607,1207,20,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,レミリア・スカーレット,6,5,8294,1563,1128,10,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,十六夜 咲夜,7,7,7853,1373,1062,8,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,古明地 さとり,8,8,6090,817,772,10,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,藤原 妹紅,9,11,5657,883,747,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,射命丸 文,10,9,5289,793,670,9,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,アリス・マーガトロイド,11,10,4749,836,609,6,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,東風谷 早苗,12,13,4737,746,581,10,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,西行寺 幽々子,13,15,4541,689,598,14,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,鈴仙・優曇華院・イナバ,14,16,4257,474,547,5,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,八雲 紫,15,12,4069,508,559,7,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,比那名居 天子,16,14,3765,554,470,10,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,秦 こころ,17,17,3719,367,472,5,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,パチュリー・ノーレッジ,18,20,3532,472,430,4,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,四季映姫・ヤマザナドゥ,19,23,3238,412,434,5,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,多々良 小傘,20,19,3199,452,475,20,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,洩矢 諏訪子,21,29,3133,433,422,5,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,犬走 椛,22,21,3074,505,445,9,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,ルーミア,23,25,3054,489,481,5,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,チルノ,24,24,3020,521,476,15,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,紅 美鈴,25,22,3013,475,441,14,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,純狐,26,28,2750,324,409,3,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,宇佐見 蓮子,27,26,2746,330,340,3,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,風見 幽香,28,27,2700,349,318,3,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,豊聡耳 神子,29,40,2573,388,363,8,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,依神紫苑,30,18,2473,157,303,4,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,伊吹 萃香,31,43,2460,278,292,10,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,鬼人 正邪,32,31,2326,340,342,10,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,河城 にとり,33,37,2309,289,336,4,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,水橋 パルスィ,34,33,2290,355,321,4,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,茨木 華扇,35,49,2289,189,296,3,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,埴安神 袿姫,36,,2217,194,379,3,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,八雲 藍,37,39,2204,266,324,6,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,霊烏路 空,38,32,2143,293,289,7,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,物部 布都,39,41,2142,272,313,5,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,稀神 サグメ,40,30,2118,204,286,3,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,蓬莱山 輝夜,41,35,2048,237,289,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,ヘカーティア・ラピスラズリ,42,34,1934,168,328,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,摩多羅隠岐奈,43,48,1932,215,295,5,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,聖 白蓮,44,45,1913,228,284,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,封獣 ぬえ,45,42,1766,208,226,8,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,吉弔 八千慧,46,,1733,104,299,4,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,火焔猫 燐,47,50,1731,158,261,5,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,クラウンピース,48,44,1724,129,238,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,マエリベリー・ハーン,49,46,1705,119,211,4,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,鍵山 雛,50,51,1610,248,219,4,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,ドレミー・スイート,51,38,1595,158,250,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,今泉 影狼,52,47,1467,133,233,3,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,ナズーリン,53,53,1401,181,197,11,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,大妖精,54,56,1366,161,187,11,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,依神女苑,55,36,1358,104,218,6,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,庭渡 久侘歌,56,,1353,79,246,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,上白沢 慧音,57,54,1347,152,176,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,八意 永琳,58,58,1346,124,205,3,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,霍 青娥,59,61,1309,124,177,3,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,本居 小鈴,60,59,1303,90,176,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,橙,61,63,1290,152,210,4,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,宇佐見 菫子,62,52,1164,95,171,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,永江 衣玖,63,55,1163,112,165,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,ミスティア・ローレライ,64,57,1147,160,174,6,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,小野塚 小町,65,67,1128,96,154,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,蘇我 屠自古,66,68,1119,124,156,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,少名 針妙丸,67,66,1107,100,189,5,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,杖刀偶 磨弓,68,,1091,62,202,7,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,赤蛮奇,69,64,1087,98,155,7,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,村紗 水蜜,70,69,1076,128,165,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,小悪魔,71,65,1069,84,156,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,稗田 阿求,72,72,1060,90,156,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,姫海棠 はたて,73,62,1024,81,143,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,因幡 てゐ,74,70,999,84,131,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,森近 霖之助,75,79,977,94,164,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,驪駒 早鬼,76,,947,35,150,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,星熊 勇儀,77,77,946,103,138,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,八坂 神奈子,78,76,927,79,148,4,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,二ッ岩 マミゾウ,79,75,893,78,153,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,堀川 雷鼓,80,71,807,84,105,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,魅魔,81,87,795,75,116,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,リリーホワイト,82,92,794,86,131,9,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,高麗野あうん,83,60,781,35,129,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,ルナサ・プリズムリバー,84,80,777,95,121,5,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,寅丸 星,85,78,766,84,131,6,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,メディスン・メランコリー,86,94,761,78,122,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,幽谷 響子,87,74,736,55,109,3,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,神綺,88,82,726,54,102,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,わかさぎ姫,89,86,703,56,123,4,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,宮古 芳香,89,90,703,72,99,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,岡崎 夢美,91,83,701,56,100,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,易者,92,73,684,48,137,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,奥野田 美宵,93,,683,25,135,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,リグル・ナイトバグ,94,85,658,154,111,6,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,清蘭,95,98,639,49,135,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,秋 静葉,96,81,623,58,92,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,秋 穣子,97,84,620,66,99,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,綿月 依姫,98,91,572,57,98,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
