query,page,position,bv,url,title,author,published_date_display,published_date,date_precision,view_display,view_snapshot,danmaku_display,danmaku_snapshot,duration,content_category,poll_region_alignment,character_mentions_cn,observed_at,coverage_note
东方 响子 中文人气投票,1,22,BV1SSHLe3EaA,https://www.bilibili.com/video/BV1SSHLe3EaA/,最会端水传菜2面，幽谷响子LNNN,纷雪飞燕,2024-08-30,2024-08-30,day,9134,9134,0,0,02:04,character_search_candidate,cn_poll_query_context,幽谷响子,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 响子 中文人气投票,1,24,BV1Yx411w7CN,https://www.bilibili.com/video/BV1Yx411w7CN/,【東方】Bad Apple!!をバンドで全力でアレンジしてみた,blackcrow-酱菜,2012-04-30,2012-04-30,day,36.7万,367000,4198,4198,04:04,character_search_candidate,cn_poll_query_context,幽谷响子,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 响子 中文人气投票,1,25,BV1TcbS6oE23,https://www.bilibili.com/video/BV1TcbS6oE23/,【灵长新益京BGM】寄世界于偶像 ～ Idoratrize World,殇韵月风,08-16,2026-08-16,day_inferred_current_year,14.5万,145000,1369,1369,05:20,character_search_candidate,cn_poll_query_context,幽谷响子,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 响子 中文人气投票,1,26,BV1ka3RzuEDA,https://www.bilibili.com/video/BV1ka3RzuEDA/,【钟为响子而鸣】蕾米响子恋爱史的开端？猩红恶魔的拯救之旅！中文版 Part 1,青焰白龙,2025-07-05,2025-07-05,day,2686,2686,19,19,43:02,character_search_candidate,cn_poll_query_context,幽谷响子;蕾米莉亚·斯卡蕾特,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 响子 中文人气投票,1,27,BV1Vg4y1v7Te,https://www.bilibili.com/video/BV1Vg4y1v7Te/,【東方MMD】2020版 東方第16回人气投票結果,吃瓜看戏龙神,2020-06-26,2020-06-26,day,9.0万,90000,1935,1935,10:09,meme_or_derivative,cn_poll_query_context,幽谷响子,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 响子 中文人气投票,1,28,BV1NJ8u6jEHi,https://www.bilibili.com/video/BV1NJ8u6jEHi/,【东方新闻速报】东方人气投票进入倒计时！快来发弹幕评论拉票吧～,Zihao-雾湖之光,08-18,2026-08-18,day_inferred_current_year,8319,8319,3,3,00:53,support_or_mobilization,cn_poll_query_context,幽谷响子,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 响子 中文人气投票,1,29,BV1wNmeYsE5b,https://www.bilibili.com/video/BV1wNmeYsE5b/,让我们说中文，但是幻想乡口音,bi亚,2024-11-13,2024-11-13,day,4.7万,47000,34,34,00:57,character_search_candidate,cn_poll_query_context,幽谷响子,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 响子 中文人气投票,1,30,BV1d14y1t78C,https://www.bilibili.com/video/BV1d14y1t78C/,第8回东方人气投票排行榜,我就是个伪东方厨,2022-08-07,2022-08-07,day,345,345,2,2,21:23,result_or_ranking,cn_poll_query_context,幽谷响子,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 响子 中文人气投票,1,31,BV1GW41127SU,https://www.bilibili.com/video/BV1GW41127SU/,【数据可视化】东方角色历年人气投票排行,1AMRain,2018-10-04,2018-10-04,day,,,,,,longitudinal_analysis,cn_poll_query_context,幽谷响子,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 响子 中文人气投票,1,32,BV1XDgy6GENE,https://www.bilibili.com/video/BV1XDgy6GENE/,各个东方角色眼中的幻想乡,互联网废品回收站,07-22,2026-07-22,day_inferred_current_year,,,,,,character_search_candidate,cn_poll_query_context,幽谷响子,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 响子 中文人气投票,1,33,BV1kT4y1Z7o6,https://www.bilibili.com/video/BV1kT4y1Z7o6/,第17回东方Project人气投票 人妖部门,伊吹小秋,2021-10-03,2021-10-03,day,,,,,,result_or_ranking,cn_poll_query_context,幽谷响子,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 响子 中文人气投票,1,34,BV1N5WqeaEPA,https://www.bilibili.com/video/BV1N5WqeaEPA/,【东方Project】第20回东方人气投票 音乐部门 TOP50 速报版,阿布苏卡,2024-08-25,2024-08-25,day,,,,,,result_or_ranking,cn_poll_query_context,幽谷响子,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 响子 中文人气投票,1,35,BV1sPv4BMEvv,https://www.bilibili.com/video/BV1sPv4BMEvv/,这些梗竟然全是日本的！？,账号已注销,2025-12-29,2025-12-29,day,,,,,,character_search_candidate,cn_poll_query_context,幽谷响子,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 响子 中文人气投票,1,36,BV1Lx411A7q1,https://www.bilibili.com/video/BV1Lx411A7q1/,【练习】幽谷响子 般若心经（略洗脑）,thomasrolling,2015-02-06,2015-02-06,day,,,,,,character_search_candidate,cn_poll_query_context,幽谷响子,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 响子 中文人气投票,1,37,BV1K5by6CEht,https://www.bilibili.com/video/BV1K5by6CEht/,【东方MMD纸芝居】饭纲丸大人需要你的一票！！！,星梦里米露,08-21,2026-08-21,day_inferred_current_year,,,,,,character_search_candidate,cn_poll_query_context,幽谷响子,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 响子 中文人气投票,1,38,BV1ts7NzpE98,https://www.bilibili.com/video/BV1ts7NzpE98/,【东方漫谈】灵梦会用身体接待客人吗？论巫女与色情之间的关系。,幽火节点,2025-05-31,2025-05-31,day,,,,,,character_search_candidate,cn_poll_query_context,幽谷响子;博丽灵梦,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 响子 中文人气投票,1,39,BV1ar4y1Q7Km,https://www.bilibili.com/video/BV1ar4y1Q7Km/,【东方】考古！第6回东方Project人气投票排名结果！（TOP50）,紫风神十七岁,2021-11-24,2021-11-24,day,,,,,,result_or_ranking,cn_poll_query_context,幽谷响子,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 响子 中文人气投票,1,40,BV1LBr8Y9E8B,https://www.bilibili.com/video/BV1LBr8Y9E8B/,2024亚洲最萌大赛总排名(前80),4姐小羊,2025-01-08,2025-01-08,day,,,,,,character_search_candidate,cn_poll_query_context,幽谷响子,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 响子 中文人气投票,1,41,BV1gs411f7Gj,https://www.bilibili.com/video/BV1gs411f7Gj/,东方人气投票结果流入幻想乡（七）,黑血,2013-07-09,2013-07-09,day,,,,,,result_or_ranking,cn_poll_query_context,幽谷响子,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 响子 中文人气投票,1,42,BV1Jbby6AEkr,https://www.bilibili.com/video/BV1Jbby6AEkr/,Teto：“Miku我怀孕了”,爱小蚊TV,08-15,2026-08-15,day_inferred_current_year,,,,,,character_search_candidate,cn_poll_query_context,幽谷响子,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,1,BV1znQdYtEnp,https://www.bilibili.com/video/BV1znQdYtEnp/,人猿也能懂的东方人气投票怎么投,莨木原,2025-03-19,2025-03-19,day,1.4万,14000,0,0,02:22,support_or_mobilization,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,2,BV1Xc411e7n2,https://www.bilibili.com/video/BV1Xc411e7n2/,【东方Project】第11回东方中文人气投票 角色部门 TOP191 速报版,阿布苏卡,2024-01-25,2024-01-25,day,2.6万,26000,823,823,30:00,result_or_ranking,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,4,BV1qV8M6hEt5,https://www.bilibili.com/video/BV1qV8M6hEt5/,【东方新闻速报】没法给冴月麟投票，人气投票规则与常见问题节选,Zihao-雾湖之光,08-21,2026-08-21,day_inferred_current_year,1.4万,14000,5,5,00:54,rules_or_discussion,cn_poll_query_context,冴月麟;米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,5,BV1Us411a7JM,https://www.bilibili.com/video/BV1Us411a7JM/,【统计向】中文东方Project人气投票结果(第五回·角色部分),克牢夫-罗兹菲尔德,2016-12-29,2016-12-29,day,5.5万,55000,6065,6065,21:08,longitudinal_analysis,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,6,BV1nwhqzvEHd,https://www.bilibili.com/video/BV1nwhqzvEHd/,第21回东方Project人气投票 人妖部门,伊吹小秋,2025-08-30,2025-08-30,day,9.1万,91000,2728,2728,20:51,result_or_ranking,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,7,BV1C6tzziE7c,https://www.bilibili.com/video/BV1C6tzziE7c/,东方夜雀食堂动画版OP放出！但是请大家调低预期…,幽紫kk-二色幽紫蝶,2025-08-09,2025-08-09,day,109.6万,1096000,934,934,02:19,game_or_derivative_exposure,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,8,BV1bVrKBAEJR,https://www.bilibili.com/video/BV1bVrKBAEJR/,当你在铃仙成为伙伴之前买下铃仙,AQUARiNEM,01-09,2026-01-09,day_inferred_current_year,3.7万,37000,7,7,01:36,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉;铃仙·优昙华院·因幡,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,9,BV1ss411Z7DJ,https://www.bilibili.com/video/BV1ss411Z7DJ/,第10回东方人气投票结果 角色部门(95～1位),绝望是梦想的初章,2014-03-02,2014-03-02,day,2.8万,28000,5250,5250,22:28,result_or_ranking,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,10,BV1Ph411z7p5,https://www.bilibili.com/video/BV1Ph411z7p5/,【东方】国内东方热度最高的人物是谁？,ZX制造,2021-07-27,2021-07-27,day,10.9万,109000,678,678,01:57,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,11,BV1jmeFe6EHN,https://www.bilibili.com/video/BV1jmeFe6EHN/,东方20回人气投票生草翻译大赏（人妖部门）,宇智波罗斯特,2024-08-12,2024-08-12,day,6118,6118,82,82,04:41,result_or_ranking,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,12,BV1QH78zhE1K,https://www.bilibili.com/video/BV1QH78zhE1K/,精简干货！25个你需要知道的很有帮助的小知识！dlc篇,学习飞行的黄油,2025-06-03,2025-06-03,day,4.4万,44000,34,34,10:10,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,14,BV1jx411K7ZU,https://www.bilibili.com/video/BV1jx411K7ZU/,第三回天朝东方Project人气投票结果 音乐部分,北溟开江鱼,2014-09-06,2014-09-06,day,1.3万,13000,3380,3380,53:23,result_or_ranking,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,15,BV1rJ4m157FS,https://www.bilibili.com/video/BV1rJ4m157FS/,【夜雀食堂】逾期不还债会怎么样,阿加莎克礼斯Q,2024-04-04,2024-04-04,day,3.7万,37000,35,35,03:10,game_or_derivative_exposure,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,16,BV1cFWfeHEyX,https://www.bilibili.com/video/BV1cFWfeHEyX/,[转载][生肉]2024年東方project人气投票结果,Go-Badaa-Ba,2024-08-24,2024-08-24,day,4.8万,48000,342,342,21:18,result_or_ranking,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,17,BV1zJ4m1L7kd,https://www.bilibili.com/video/BV1zJ4m1L7kd/,《东方Project》人物虎扑评分排名（最新最全）,忆作霜消逝,2024-03-26,2024-03-26,day,22.6万,226000,760,760,09:33,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,18,BV1mk4y1k7sK,https://www.bilibili.com/video/BV1mk4y1k7sK/,八云紫居然不是最老的？！,梓康丶,2020-09-19,2020-09-19,day,22.5万,225000,796,796,01:42,character_search_candidate,cn_poll_query_context,八云紫;米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,19,BV1LSpteXETa,https://www.bilibili.com/video/BV1LSpteXETa/,【东方夜雀食堂】一晚192w，摆完挂机，简单好抄,cylethal_嗷ficial,2024-09-07,2024-09-07,day,13.3万,133000,129,129,13:00,game_or_derivative_exposure,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,20,BV1bx411K7aW,https://www.bilibili.com/video/BV1bx411K7aW/,[联合投票向]国人最喜欢的东方CP排行,疾風醬,2014-09-09,2014-09-09,day,14.4万,144000,1.0万,10000,09:53,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,21,BV1G58P65EfZ,https://www.bilibili.com/video/BV1G58P65EfZ/,【东方MMD/中文内嵌】灵梦的收入来源,一脚踢飞毛布,08-20,2026-08-20,day_inferred_current_year,5112,5112,81,81,19:53,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉;博丽灵梦,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,22,BV1Gs411d7Fy,https://www.bilibili.com/video/BV1Gs411d7Fy/,【统计向】天朝东方Project人气投票 (第四回·角色部分) (修复音质),克牢夫-罗兹菲尔德,2015-11-12,2015-11-12,day,18.5万,185000,1.5万,15000,17:36,longitudinal_analysis,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,23,BV1wNmeYsE5b,https://www.bilibili.com/video/BV1wNmeYsE5b/,让我们说中文，但是幻想乡口音,bi亚,2024-11-13,2024-11-13,day,4.7万,47000,34,34,00:57,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,24,BV1oeWizuEB2,https://www.bilibili.com/video/BV1oeWizuEB2/,你们想要的幻想乡方言版，我们抽空弄出来了~,幽紫kk-二色幽紫蝶,2025-10-17,2025-10-17,day,19.9万,199000,187,187,01:19,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,25,BV1P58q6WEJi,https://www.bilibili.com/video/BV1P58q6WEJi/,【2026年第22届东方人气投票应援】漫步在天子迷宫,侧躺的颜文字,08-21,2026-08-21,day_inferred_current_year,338,338,0,0,02:01,support_or_mobilization,cn_poll_query_context,米斯蒂娅·萝蕾拉;比那名居天子,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,26,BV1FS4y1V7NU,https://www.bilibili.com/video/BV1FS4y1V7NU/,一次性给灵梦捐25500...,榆雨羽,2022-02-17,2022-02-17,day,51.3万,513000,111,111,02:09,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉;博丽灵梦,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,27,BV1VuZ5YjEin,https://www.bilibili.com/video/BV1VuZ5YjEin/,【高清修复】东方幻想万华镜全集,NyanCatda,2025-03-27,2025-03-27,day,310.5万,3105000,7.5万,75000,06:27:52,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,28,BV1Bi8RzGEgR,https://www.bilibili.com/video/BV1Bi8RzGEgR/,【喜东方23】 夜雀老板娘-米斯提娅 浅谈东方人物角色外貌与行为,迪蒙Daemon,2025-07-29,2025-07-29,day,5.7万,57000,524,524,19:01,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,29,BV1DTu36zEFu,https://www.bilibili.com/video/BV1DTu36zEFu/,被城管嫌钱给少的后果...,輕ETL,08-08,2026-08-08,day_inferred_current_year,1.4万,14000,1,1,00:52,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,30,BV1XT4y1Z7Sf,https://www.bilibili.com/video/BV1XT4y1Z7Sf/,【东方】考古十多年前的投票！第1回东方Project人气投票排名结果！灵梦不是第一,紫风神十七岁,2021-10-05,2021-10-05,day,9076,9076,52,52,10:31,result_or_ranking,cn_poll_query_context,米斯蒂娅·萝蕾拉;博丽灵梦,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,31,BV1Ms8i6oEJK,https://www.bilibili.com/video/BV1Ms8i6oEJK/,东方华心传，秦心 vs 神子,幽紫kk-二色幽紫蝶,08-21,2026-08-21,day_inferred_current_year,,,,,,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉;丰聪耳神子;秦心,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,32,BV1WR4y1N7fu,https://www.bilibili.com/video/BV1WR4y1N7fu/,"【东方】""少女""们的外表年龄（红地辉系列上）",Bob_Cattier华仔,2022-05-07,2022-05-07,day,,,,,,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,33,BV1SVhkzaEDZ,https://www.bilibili.com/video/BV1SVhkzaEDZ/,【东方Project】第21回东方人气投票 音乐部门 TOP50 + 推荐曲 速报版,阿布苏卡,2025-08-31,2025-08-31,day,,,,,,result_or_ranking,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,34,BV15U4y1M7na,https://www.bilibili.com/video/BV15U4y1M7na/,2021年11月14日晚上uuz灵车实况,チルノ9号,2021-11-15,2021-11-15,day,,,,,,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,35,BV1Je411Q7rK,https://www.bilibili.com/video/BV1Je411Q7rK/,【东方手书中文内嵌】有点逆天的东方漫画【第八话】,東雲Kukono,2023-11-18,2023-11-18,day,,,,,,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,36,BV17W411i77E,https://www.bilibili.com/video/BV17W411i77E/,【第14回东方Project人气投票】各角色的二种图表和排名,流泪哭哭馒,2018-01-22,2018-01-22,day,,,,,,result_or_ranking,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,37,BV1sBrjBdEcM,https://www.bilibili.com/video/BV1sBrjBdEcM/,瓶子速通东方全角色失败：好多人我都不认识,白羽爱伦坡,01-13,2026-01-13,day_inferred_current_year,,,,,,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,38,BV1GW41127SU,https://www.bilibili.com/video/BV1GW41127SU/,【数据可视化】东方角色历年人气投票排行,1AMRain,2018-10-04,2018-10-04,day,,,,,,longitudinal_analysis,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,39,BV1qT411B79y,https://www.bilibili.com/video/BV1qT411B79y/,日本网民票选《东方Project》最受欢迎的角色排行榜~！,酷漫排行,2023-04-02,2023-04-02,day,,,,,,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,40,BV1Dx411i7Yy,https://www.bilibili.com/video/BV1Dx411i7Yy/,（第一期）东方众的特有幻视,Rainbow_Dreamer,2017-07-24,2017-07-24,day,,,,,,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,41,BV1Jbby6AEkr,https://www.bilibili.com/video/BV1Jbby6AEkr/,Teto：“Miku我怀孕了”,爱小蚊TV,08-15,2026-08-15,day_inferred_current_year,,,,,,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 夜雀 中文人气投票,1,42,BV11Ugp6NEvm,https://www.bilibili.com/video/BV11Ugp6NEvm/,怎样通过合法途径迎娶高市早苗？,太初花,08-13,2026-08-13,day_inferred_current_year,,,,,,character_search_candidate,cn_poll_query_context,米斯蒂娅·萝蕾拉;东风谷早苗,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 大妖精 人气投票,1,1,BV1g7411V7sR,https://www.bilibili.com/video/BV1g7411V7sR/,道中大酱-大妖精 浅谈角色外貌与行为,风雨铃木,2020-02-12,2020-02-12,day,4.6万,46000,660,660,10:58,character_search_candidate,cn_platform_context,大妖精,2026-08-23,角色讲解视频
东方 宇佐见莲子 人气投票,1,5,BV11Z421z7du,https://www.bilibili.com/video/BV11Z421z7du/,【喜东方20】现世的天才-宇佐见莲子 浅谈东方人物角色外貌与行为,迪蒙Daemon,2024-02-08,2024-02-08,day,5.1万,51000,416,416,17:59,character_search_candidate,cn_platform_context,宇佐见莲子,2026-08-23,秘封角色讲解与中文社群语境
东方 宇佐见莲子 人气投票,1,17,BV1Uv41137JL,https://www.bilibili.com/video/BV1Uv41137JL/,【东浅语】为什么我们喜欢秘封组？,芊年人间,2021-09-24,2021-09-24,day,5.2万,52000,259,259,16:40,meme_or_derivative,cn_platform_context,宇佐见莲子;玛艾露贝莉·赫恩,2026-08-23,秘封长期社群解释
东方 小恶魔 人气投票,1,1,BV1Q7411w71h,https://www.bilibili.com/video/BV1Q7411w71h/,尽职的恶魔-小恶魔 浅谈东方人物角色外貌与行为,风雨铃木,2020-02-22,2020-02-22,day,4.0万,40000,630,630,10:58,character_search_candidate,cn_platform_context,小恶魔,2026-08-23,角色讲解视频
东方 尤魔 中文人气投票,1,1,BV1znQdYtEnp,https://www.bilibili.com/video/BV1znQdYtEnp/,人猿也能懂的东方人气投票怎么投,莨木原,2025-03-19,2025-03-19,day,1.4万,14000,0,0,02:22,support_or_mobilization,cn_poll_query_context,饕餮尤魔,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 尤魔 中文人气投票,1,2,BV1nwhqzvEHd,https://www.bilibili.com/video/BV1nwhqzvEHd/,第21回东方Project人气投票 人妖部门,伊吹小秋,2025-08-30,2025-08-30,day,9.1万,91000,2728,2728,20:51,result_or_ranking,cn_poll_query_context,饕餮尤魔,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 尤魔 中文人气投票,1,4,BV1qV8M6hEt5,https://www.bilibili.com/video/BV1qV8M6hEt5/,【东方新闻速报】没法给冴月麟投票，人气投票规则与常见问题节选,Zihao-雾湖之光,08-21,2026-08-21,day_inferred_current_year,1.4万,14000,5,5,00:54,rules_or_discussion,cn_poll_query_context,冴月麟;饕餮尤魔,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
东方 尤魔 中文人气投票,1,5,BV1Xc411e7n2,https://www.bilibili.com/video/BV1Xc411e7n2/,【东方Project】第11回东方中文人气投票 角色部门 TOP191 速报版,阿布苏卡,2024-01-25,2024-01-25,day,2.6万,26000,823,823,30:00,result_or_ranking,cn_poll_query_context,饕餮尤魔,2026-08-23,角色查询公开首屏候选；包含搜索噪声，不是全站作品量。只有题名与发布时间可作发现线索。
