region,round,scope,question,option,count,rate,denominator,denominator_basis,question_type,source_note
CN,10,overall,您平时被动接触到的信息类型有哪些？,日本/海外二次创作作品,3982,0.6700319703853272,5943,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您平时被动接触到的信息类型有哪些？,东方官方情报（如新作发布、ZUN的动态等）,4474,0.7528184418643783,5943,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您平时被动接触到的信息类型有哪些？,其他,1263,0.2125189298334174,5943,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您了解官方授权商业作品（归言录、弹幕神乐等）吗？,不了解，没听说,750,0.0395861923361131,18946,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您了解官方授权商业作品（归言录、弹幕神乐等）吗？,正在玩，并且有在游戏中消费,2034,0.1073577536155389,18946,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您了解官方授权商业作品（归言录、弹幕神乐等）吗？,正在玩，但没有在游戏中消费,3553,0.1875329884936134,18946,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您了解官方授权商业作品（归言录、弹幕神乐等）吗？,了解，但没在玩,7331,0.3869418346880608,18946,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您了解官方授权商业作品（归言录、弹幕神乐等）吗？,之前玩过，已经弃坑,5278,0.2785812308666737,18946,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您现在的年龄所在区间为？,26-29岁,797,0.0310056409258899,25705,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您现在的年龄所在区间为？,15-17岁,7740,0.301108733709395,25705,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您现在的年龄所在区间为？,22-25岁,4217,0.164053686053297,25705,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您现在的年龄所在区间为？,30-39岁,247,0.0096090254814238,25705,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您现在的年龄所在区间为？,未满10岁,127,0.004940673020813,25705,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您现在的年龄所在区间为？,10-14岁,1316,0.0511962653180315,25705,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您现在的年龄所在区间为？,18-21岁,11161,0.4341956817739739,25705,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您现在的年龄所在区间为？,40岁及以上,100,0.0038902937171756,25705,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买国外二次同人作品的渠道为？,代购平台/代购店,2412,0.4291814946619217,5620,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买国外二次同人作品的渠道为？,购买二手/他人转手,1053,0.1873665480427046,5620,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买国外二次同人作品的渠道为？,实地购买（展会/实体店等）,885,0.1574733096085409,5620,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买国外二次同人作品的渠道为？,其它,239,0.042526690391459,5620,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买国外二次同人作品的渠道为？,国内代理/正版引进,2952,0.5252669039145907,5620,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买国外二次同人作品的渠道为？,委托朋友帮买,1025,0.1823843416370106,5620,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买国外二次同人作品的渠道为？,电子版/下载版,2531,0.450355871886121,5620,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买国外二次同人作品的渠道为？,网络邮购/转运,1682,0.299288256227758,5620,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否支持继续以目前的模式（保持现在的引进速度及质量）引进官中出版物？,不支持,358,0.0351324828263002,10190,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否支持继续以目前的模式（保持现在的引进速度及质量）引进官中出版物？,支持,9832,0.9648675171736996,10190,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,在创作过程中，您的动力来源是？,表达对角色/音乐/作品的喜爱,6760,0.8438397203844713,8011,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,在创作过程中，您的动力来源是？,通过创作作品来获取经济收益,575,0.0717763075770815,8011,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,在创作过程中，您的动力来源是？,观众对作品的反馈,2766,0.345275246536013,8011,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,在创作过程中，您的动力来源是？,其它创作者的支持与鼓励,1879,0.234552490325802,8011,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,在创作过程中，您的动力来源是？,创作完成时的成就感,4212,0.5257770565472475,8011,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,在创作过程中，您的动力来源是？,其它,1312,0.1637748096367494,8011,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您的能接受的官方作品的价格范围是？（单个作品，含税费、运费等）,单价50RMB以内,4599,0.2166070082893745,21232,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您的能接受的官方作品的价格范围是？（单个作品，含税费、运费等）,单价100RMB以内,7567,0.356396006028636,21232,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您的能接受的官方作品的价格范围是？（单个作品，含税费、运费等）,单价200RMB以内,2554,0.1202901281085154,21232,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您的能接受的官方作品的价格范围是？（单个作品，含税费、运费等）,单价150RMB以内,2662,0.1253767897513187,21232,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您的能接受的官方作品的价格范围是？（单个作品，含税费、运费等）,单价200RMB以上,1555,0.0732385079125847,21232,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您的能接受的官方作品的价格范围是？（单个作品，含税费、运费等）,没有自主购买能力,2295,0.1080915599095704,21232,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否购买过已经引进的正版简中出版物《东方人物名鉴 常世篇/宵暗篇》？,只购买了宵暗篇,553,0.0529338566095529,10447,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否购买过已经引进的正版简中出版物《东方人物名鉴 常世篇/宵暗篇》？,知晓但没有购买,5222,0.4998564181104623,10447,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否购买过已经引进的正版简中出版物《东方人物名鉴 常世篇/宵暗篇》？,未听说过,1735,0.166076385565234,10447,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否购买过已经引进的正版简中出版物《东方人物名鉴 常世篇/宵暗篇》？,只购买了常世篇,458,0.0438403369388341,10447,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否购买过已经引进的正版简中出版物《东方人物名鉴 常世篇/宵暗篇》？,购买了两本,2479,0.2372930027759165,10447,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否了解国内已引进的正版简体中文的东方官方出版物？,已经购买,6711,0.3161539548687991,21227,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否了解国内已引进的正版简体中文的东方官方出版物？,不了解,3700,0.1743063080039572,21227,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否了解国内已引进的正版简体中文的东方官方出版物？,了解，不打算购买,4120,0.194092429453055,21227,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您是否了解国内已引进的正版简体中文的东方官方出版物？,了解，打算购买,6696,0.3154473076741885,21227,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您现在的工作情况为？,其他,369,0.0900439238653001,4098,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您现在的工作情况为？,固定工作者,2121,0.5175695461200586,4098,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您现在的工作情况为？,自由职业者,887,0.2164470473401659,4098,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您现在的工作情况为？,待业/无业/失业,721,0.1759394826744753,4098,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您对于目前引进的官中出版物质量是否满意？,满意,9744,0.9613259668508288,10136,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您对于目前引进的官中出版物质量是否满意？,不满意,392,0.0386740331491712,10136,question-specific respondent_n,Single,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买国内二次同人作品的渠道为？,网络邮购,8880,0.7655172413793103,11600,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买国内二次同人作品的渠道为？,电子版/下载版,5900,0.5086206896551724,11600,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买国内二次同人作品的渠道为？,委托朋友/代购,1904,0.1641379310344827,11600,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买国内二次同人作品的渠道为？,其它,560,0.0482758620689655,11600,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买国内二次同人作品的渠道为？,他人转手/二手,1370,0.118103448275862,11600,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您购买国内二次同人作品的渠道为？,展会购买,3778,0.3256896551724138,11600,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您最喜欢东方原作的哪方面？,人物设定,18759,0.8832336739017844,21239,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
CN,10,overall,您最喜欢东方原作的哪方面？,其它,3741,0.1761382362634775,21239,question-specific respondent_n,Multiple,国区第10回选填总体问卷；题目分母不同，不是角色支持率。
