"original_path","bytes","sha256","action","destination_or_reference","reason","processed_at"
".tmp_cn_v1_work_s2.html","6679","e7166de808c253334931cba6a726f907173593d17944ed8790dd4206453f3769","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_01/raw/pages/work/mod_work__step_2.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v1_work_s3.html","4578","0ea3de7c3213563c08cb14dd190b0ededbe1d64528ad10328a5cdf29c29eecee","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_01/raw/pages/work/mod_work__step_3.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v1_work.html","4351","e98f60c2705950a721570e0c0f1c33c0762ed7e323ac1efa654cff781ee01076","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_01/raw/pages/work/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v1.html","4492","ca6aa3778bd7bf90fb964dbfb4cb988a6c829e565cf66a8db830251ad4ab0b7d","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_01/raw/pages/root.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_1_s1.html","48573","ed4c4e160c7a07464899933959274befdcdf738d7346d772e5ea46cea79d4fbc","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/pages/chara/m_1__s_1.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_1_s2.html","67454","8c30862b55d11795f69e281f215bade13ae2536c56e27198c34f4c4070bf8e4b","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/pages/chara/m_1__s_2.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_1_s3.html","67053","a933cbe5417e5c26dd0772cfb83e59e5cdf3455030f346e2fa1911781db8ddd3","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/pages/chara/m_1__s_3.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_1.html","4085","da9249591046d5a5216246d410dafd43c2bb5b8c249da12c405f42d5dbf0d693","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/pages/chara/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_2_s1.html","151510","fda16860cb7d43d1e2827696f4f1c2b4cb3af6f13cbacc510c5bf0cad0a6f2e2","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/pages/music/m_2__s_1.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_2_s2.html","202590","a12f48531e35c10e2f5fa99855ccb872ff2cf1b4d5384a0f51d2d845a44914ab","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/pages/music/m_2__s_2.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_2_s3.html","200023","2dfcddcb74a30a0747420ac6db4cedcf710775dc4cb1c137a33fc15554f2729c","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/pages/music/m_2__s_3.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_2.html","4085","7c4b2076c0647f6cf218bebb8e6805828f9d5ac7ba64e927496fbc9603fff4a3","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/pages/music/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_3_s1.html","9618","ead937296ae1a3a47d8d91adec39bf881d2e8f384a4ac258594bd22c4ea5d9b9","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/pages/work/m_3__s_1.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_3_s2.html","13450","0d24f5b3687b6f506568656dece4066763b5b603eb34a27547e8fe7017bc6184","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/pages/work/m_3__s_2.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_3_s3.html","7963","b121a71d2ed1fe634be6a32609bb1d596e2ed46c5d506c667e1855b31913a995","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/pages/work/m_3__s_3.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_3_s4.html","8448","e761cd9a1cbbaf7b341c68200f3f4a9dcb9ba790b3a7a2bc2b28e50fd5b8f52b","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/pages/work/m_3__s_4.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_3.html","4086","61c0d1ab5a3780a736a6a19448b299b2ea40f738fa62cf96f9db790f0ac36ebc","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/pages/work/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_4.html","139276","37d4a1edb071e2957db9993d8b8bcbcc77fd4be9474e1161cfc1fe1d9bb3191c","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/pages/cp/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_5.html","19926","ed8574d3d97ecca6a38ebe9d35aa3d72b7b422fd0ffa6bd6c61a6fbadcad4bfd","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/pages/paper/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_detail_chara1.html","5834","949b48d94b38c4a059bce54c19b385f9bcaf9da76a3329bef48eeae51e06596d","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/details/chara/1.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_detail_cp1.html","3499","deb30b278f0b9e07d0c15fa56e52bcbc4ae46cb86dfa4ea44c1b7d58b8ea32da","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/details/work_characters/1.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_detail_music1.html","5740","0813987ddc2f020ea6a277a0cd0064fdb53eae4085ec6473c2582b3ef638f8b6","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/details/music/1.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_detail_work1.html","5879","7a22f646d4ae9145884e3deb8cce4972445c396c62b7ab57fe34d7302c9f0f7e","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/details/work/1.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v2_root.html","4790","001b07700d23ce26db8470fbbdefcd711f6361c0e60007d07943239b8ae62a3d","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_02/raw/pages/root.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v3_root.html","4866","f04861c7a61d2e5db292aaf9ff87ee04ee6eff30fa1ec1ebec098451df7cceaa","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_03/raw/pages/root.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_chara_full.html","63692","ed9617bc76df2cb934804202a0eb89314733fe8c4978b548ad355a1ecd323edf","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/pages/chara/m_chara__t_full.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_chara_paper.html","52481","d491441e0c3cfff4f5140e9bdd2df1713d001715d2ab12ec97506de2c43b1a07","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/pages/chara/m_chara__t_paper.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_chara_simple.html","28480","304e35d82a0d0a1ce3e4f338417520c8e898479e1d4d506ed63a47d65c2dab4a","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/pages/chara/m_chara__t_simple.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_chara.html","3193","ac33f955eec7ce727800cbe4059a25789629177a0899bdabbd6635f151cd5aa9","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/pages/chara/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_cp.html","136848","9761f79e0072ccd2668da95ceff33f6afea56e11f1caf003066e172cfe79dfc0","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/pages/cp/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_detail_chara1.html","7329","8447b9cf884a99f7063b799e280d24165453e4ef7b584aba75676ad1431abe94","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/details/chara/1.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_detail_cp2.html","8703","f4598343e67c90c8361f4f2450fbdf13ca5bd2a45537bdd464655f4ce3d53be1","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/details/cp/2.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_detail_music1.html","7180","dd95958e37211b2d56c14d524d5403d5b8c6ff9b9d9ef621d0283c851d2c537e","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/details/music/1.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_detail_work1.html","7197","952ab9870c7e90faa35760e0e74a0042823915ae0edff962e780c487c60c758c","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/details/work/1.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_music_full.html","174660","6efe152381c340fea587500a90878af321f6f7da075ee3998f29ea3a3e3ec075","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/pages/music/m_music__t_full.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_music_paper.html","150734","2da3d5f45a443e92df4741376aa39096e3e6fde2ba74d6de41d66cdf39f3e0fe","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/pages/music/m_music__t_paper.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_music_simple.html","92500","88b857c1a232b187f15c86464742d54407f64dc09911439f7188bbc83c168f20","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/pages/music/m_music__t_simple.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_music.html","3193","7bbd1424b87a079f076478bf10406fe7d7a7aa74f8f0157f42879a84f644e129","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/pages/music/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_paper.html","42823","d782335ab500d88037ad63fad7e70139eecfbebfac547da201a18b204c23dbda","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/pages/paper/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_root.html","5470","b77d2489cac422a67276a83f396220875be1fa86030c00a6966ca730a0e393c3","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/pages/root.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_work_chara.html","6653","8f97924aace0e4658e25080e4aedc13b1342cde9d6ccf2fc797c7b799bb5c62d","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/pages/work/m_work__t_chara.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_work_full.html","20045","661165e6ff80ff96cd1cd953b7d2c7162f9c82a9def2c41b91e6c348f2398780","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/pages/work/m_work__t_full.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_work_game.html","10715","bd8dbbd77ec57f90317f4f582929e42a98293a6fe36df5561935d8538c5070cf","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/pages/work/m_work__t_game.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_work_simple.html","11876","77ef766fc07007116536204c501a37f118a11d26b6433b2bec0499badfb4db68","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/pages/work/m_work__t_simple.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v4_work.html","3280","2d110361384069eb93c74be2bfc43aa47cb861456c9539f652b735ceefdaa1a5","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_04/raw/pages/work/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_chara_crossvote.html","1250","1fadac996e393c0c55e8ec8a8dfd5b342d74445e6ad846bf1f34d8ec45dde8e4","deleted_invalid_probe_response","","Confirmed load-failure or 404 probe with no unique official data.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_chara_root.html","5471","5c23bdf2007b36422ed019b0c120e0159f54936d828252fbe14dc0b62853674d","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_05/raw/pages/chara/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_chara_simple.html","166810","47fa1437c7ad51cea7f23121cfb408de752058bfa7b2498bbe80151f9132851a","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_05/raw/pages/chara/m_chara__type_simple.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_cp_simple.html","1261530","7417ae564f59a6ea0820a660b6fece9e0f1bf68fdf57fb02576da4946704ae27","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_05/raw/pages/cp/m_cp__type_simple.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_cross_guess1.html","1250","1fadac996e393c0c55e8ec8a8dfd5b342d74445e6ad846bf1f34d8ec45dde8e4","deleted_invalid_probe_response","","Confirmed load-failure or 404 probe with no unique official data.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_cross_guess2.html","1246","7d5914dc0edb91172c5bbc5e365f4d998edc29a6de3d28a7e154d1ddecfd8de1","deleted_invalid_probe_response","","Confirmed load-failure or 404 probe with no unique official data.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_cross_guess3.html","1250","1fadac996e393c0c55e8ec8a8dfd5b342d74445e6ad846bf1f34d8ec45dde8e4","deleted_invalid_probe_response","","Confirmed load-failure or 404 probe with no unique official data.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_cross_guess4.html","1246","7d5914dc0edb91172c5bbc5e365f4d998edc29a6de3d28a7e154d1ddecfd8de1","deleted_invalid_probe_response","","Confirmed load-failure or 404 probe with no unique official data.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_crossvote_js.html","138","301bd9f16f94feedfae7a946a14bac38cb73c43efe6117bc5586835af03d7d6f","deleted_invalid_probe_response","","Confirmed load-failure or 404 probe with no unique official data.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_crossvote.js","138","301bd9f16f94feedfae7a946a14bac38cb73c43efe6117bc5586835af03d7d6f","deleted_invalid_probe_response","","Confirmed load-failure or 404 probe with no unique official data.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_game_simple.html","27503","440b0d8006f3183c70039553904894c0fd82e9f7365630dd4be21b5e33d6175a","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_05/raw/pages/game/index.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_info_chara1.html","12503","1a2c9f87087f58ae7be76009ce447cb0c0ec2a3baec4112b15603fc526d8b0a3","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_05/raw/details/chara/1.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_info_cp.html","14412","ab453406157add2f9f3a0ead1175c5d978a9d01757f0365627c5b65b02ab5282","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_05/raw/details/cp/001002000.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_info_music1.html","12482","dd5ca5f8d7ab7891ee44b2a6334fab15457dcdbfccf31efc76e0899a81646f43","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_05/raw/details/music/1.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_info_work1.html","13047","8334123f7229db3c8615c37d43e03eac6ff5c2464b906d15f21d6c81cd59815d","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_05/raw/details/work/1.html","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_info.js","22622","0b5edd1efd6812a2fa5597c9b1eac4750e1859e8eeb607308da8ce89b367fd69","deleted_exact_formal_duplicate","data_raw/cn_official_legacy/round_05/raw/scripts/info.js","Byte-identical SHA-256-verified formal raw file already exists.","2026-08-19T04:00:14.7075130+08:00"
".tmp_cn_v5_music_crossvote.html","1250","1fadac996e393c0c55e8ec8a8dfd5b342d74445e6ad846bf1f34d8ec45dde8e4","deleted_invalid_probe_response","","Confirmed load-failure or 404 probe with no unique official data.","2026-08-19T04:00:14.7075130+08:00"
