source_category,source_index,source_id,source_name,base_name,base_vote_count,base_first_count,status,source
chara,31,31,铃仙·优昙华院·因幡,铃仙·优昙华院·因幡,1520,223,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,32,32,八意永琳,八意永琳,417,47,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,33,33,蓬莱山辉夜,蓬莱山辉夜,1070,135,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,34,34,藤原妹红,藤原妹红,1828,308,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,35,35,射命丸文,射命丸文,1992,343,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,36,36,梅蒂欣·梅兰可莉,梅蒂欣·梅兰可莉,94,20,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,37,37,风见幽香,风见幽香,909,155,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,38,38,小野塚小町,小野塚小町,219,22,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,39,39,四季映姬·夜摩仙那度,四季映姬·夜摩仙那度,868,120,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,40,40,秋静叶,秋静叶,121,14,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,41,41,秋穰子,秋穰子,105,8,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,42,42,键山雏,键山雏,822,136,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,43,43,河城荷取,河城荷取,336,44,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,44,44,犬走椛,犬走椛,432,44,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,45,45,东风谷早苗,东风谷早苗,1913,321,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,46,46,八坂神奈子,八坂神奈子,333,29,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,47,47,洩矢诹访子,洩矢诹访子,716,96,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,48,48,永江衣玖,永江衣玖,241,45,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,49,49,比那名居天子,比那名居天子,1447,276,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,50,50,琪斯美,琪斯美,19,1,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,51,51,黑谷山女,黑谷山女,54,5,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,52,52,水桥帕露西,水桥帕露西,427,67,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,53,53,星熊勇仪,星熊勇仪,136,11,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,54,54,古明地觉,古明地觉,2111,388,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,55,55,火焰猫燐,火焰猫燐,405,40,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,56,56,灵乌路空,灵乌路空,468,70,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,57,57,古明地恋,古明地恋,3004,753,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,58,58,娜兹玲,娜兹玲,136,12,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,59,59,多多良小伞,多多良小伞,956,127,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,60,60,云山,云山,10,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,61,61,云居一轮,云居一轮,113,9,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,62,62,村纱水蜜,村纱水蜜,182,21,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,63,63,寅丸星,寅丸星,84,5,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,64,64,圣白莲,圣白莲,546,70,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,65,65,封兽鵺,封兽鵺,332,38,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,66,66,命莲,命莲,8,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,67,67,大鲶鱼,大鲶鱼,16,1,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,68,68,非想天则,非想天则,36,1,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,69,69,姬海棠果,姬海棠果,163,14,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,70,70,幽谷响子,幽谷响子,128,10,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,71,71,宫古芳香,宫古芳香,88,11,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,72,72,霍青娥,霍青娥,304,18,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,73,73,苏我屠自古,苏我屠自古,125,15,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,74,74,物部布都,物部布都,278,29,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,75,75,丰聪耳神子,丰聪耳神子,749,123,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,76,76,二岩猯藏,二岩猯藏,210,17,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,77,77,秦心,秦心,1464,139,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,78,78,秦河胜,秦河胜,14,1,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,79,79,若鹭姬,若鹭姬,102,10,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,80,80,赤蛮奇,赤蛮奇,172,22,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,81,81,今泉影狼,今泉影狼,149,12,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,82,82,九十九弁弁,九十九弁弁,159,12,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,83,83,九十九八桥,九十九八桥,42,2,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,84,84,鬼人正邪,鬼人正邪,794,141,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,85,85,少名针妙丸,少名针妙丸,446,46,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,86,86,堀川雷鼓,堀川雷鼓,288,31,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,87,87,宇佐见堇子,宇佐见堇子,308,20,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,88,88,绿巨人,绿巨人,1,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,89,89,阿菊,阿菊,2,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,90,90,八尺大人,八尺大人,0,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,91,91,彭祖,彭祖,3,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,92,92,黄帝,黄帝,6,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,93,93,尼西号,尼西号,1,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,94,94,清兰,清兰,82,3,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,95,95,铃瑚,铃瑚,32,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,96,96,哆来咪·苏伊特,哆来咪·苏伊特,438,60,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,97,97,稀神探女,稀神探女,725,95,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,98,98,克劳恩皮丝,克劳恩皮丝,355,25,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,99,99,纯狐,纯狐,1146,125,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,100,100,赫卡提亚·拉碧斯拉祖利,赫卡提亚·拉碧斯拉祖利,239,20,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,101,101,神玉,神玉,11,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,102,102,魅魔,魅魔,224,13,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,103,103,菊理,菊理,11,3,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,104,104,矜羯罗,矜羯罗,21,1,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,105,105,幽玄魔眼,幽玄魔眼,7,1,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,106,106,依莉斯,依莉斯,9,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,107,107,萨丽爱尔,萨丽爱尔,50,8,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,108,108,玄爷,玄爷,19,2,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,109,109,里香,里香,25,4,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,110,110,明罗,明罗,16,1,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,111,111,Flower～战车,Flower～战车,1,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,112,112,邪眼西格玛,邪眼西格玛,4,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,113,113,爱莲,爱莲,51,5,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,114,114,小兔姬,小兔姬,19,1,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,115,115,卡娜·安娜贝拉尔,卡娜·安娜贝拉尔,52,4,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,116,116,朝仓理香子,朝仓理香子,24,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,117,117,北白河千百合,北白河千百合,24,2,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,118,118,冈崎梦美,冈崎梦美,225,23,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,119,119,咪咪号,咪咪号,2,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,120,120,留琴,留琴,12,1,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,121,121,玛○奇,玛○奇,1,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,122,122,苏格拉底,苏格拉底,9,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,123,123,奥莲姬,奥莲姬,7,1,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,124,124,胡桃,胡桃,25,1,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,125,125,艾丽,艾丽,25,3,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,126,126,梦月,梦月,20,3,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,127,127,幻月,幻月,46,7,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,128,128,萨拉,萨拉,1,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,129,129,露易兹,露易兹,11,2,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,130,130,雪,雪,25,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,131,131,舞,舞,16,1,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,132,132,梦子,梦子,26,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,133,133,神绮,神绮,288,21,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,134,134,宇佐见莲子,宇佐见莲子,928,98,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,135,135,玛艾露贝莉·赫恩（梅莉）,玛艾露贝莉·赫恩（梅莉）,788,60,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,136,136,稗田阿求,稗田阿求,398,40,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,137,137,森近霖之助,森近霖之助,382,60,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,138,138,无名的读书妖怪（朱鹭子）,无名的读书妖怪（朱鹭子）,51,6,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,139,139,桑尼米尔克,桑尼米尔克,91,8,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,140,140,露娜切尔德,露娜切尔德,153,15,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,141,141,斯塔萨菲雅,斯塔萨菲雅,140,7,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,142,142,绵月丰姬,绵月丰姬,59,6,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,143,143,绵月依姬,绵月依姬,86,9,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,144,144,Reisen,Reisen,24,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,145,145,茨木华扇,茨木华扇,507,70,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,146,146,本居小铃,本居小铃,345,34,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,147,147,龙神,龙神,11,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,148,148,月夜见,月夜见,1,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,149,149,石长姬,石长姬,3,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,150,150,木花咲耶姬,木花咲耶姬,2,2,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,151,151,天照大御神,天照大御神,0,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,152,152,石凝老命,石凝老命,0,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,153,153,天宇受卖命,天宇受卖命,0,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,154,154,伊豆能卖,伊豆能卖,1,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,155,155,火雷神,火雷神,0,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,156,156,岩笠,岩笠,4,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,157,157,瑞江浦岛子,瑞江浦岛子,1,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,158,158,前鬼 / 后鬼,前鬼 / 后鬼,1,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,159,159,求闻史纪中的受访人群,求闻史纪中的受访人群,3,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,160,160,野槌,野槌,2,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,161,161,酒虫,酒虫,2,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,162,162,雷兽（务光）,雷兽（务光）,0,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,163,163,运松翁,运松翁,1,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,164,164,久米 / 竿打,久米 / 竿打,0,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,165,165,管狐,管狐,2,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,166,166,水鬼鬼神长,水鬼鬼神长,0,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,167,167,万岁乐,万岁乐,5,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,168,168,人面犬,人面犬,0,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,169,169,邪龙,邪龙,0,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,170,170,烟烟罗,烟烟罗,1,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,171,171,卓柏卡布拉,卓柏卡布拉,4,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,172,172,沓颊,沓颊,0,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,173,173,稻荷大人,稻荷大人,1,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,174,174,怨灵少女,怨灵少女,0,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,175,175,佑天上人,佑天上人,0,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,176,176,读书狐狸,读书狐狸,4,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,177,177,白仙和尚,白仙和尚,1,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,178,178,占卜师（易者）,占卜师（易者）,154,9,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,179,179,毛玉,毛玉,64,3,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,180,180,妖精（含持花妖精，僵尸妖精）,妖精（含持花妖精，僵尸妖精）,11,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,181,181,UFO,UFO,28,3,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,182,182,怨灵,怨灵,1,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,183,183,人偶（含上海人偶、哥利亚人偶）,人偶（含上海人偶、哥利亚人偶）,66,4,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,184,184,幽灵,幽灵,5,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,185,185,阴阳玉,阴阳玉,12,1,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,186,186,狸猫,狸猫,2,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,187,187,河童（含山童）,河童（含山童）,8,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,188,188,野铁炮,野铁炮,0,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,189,189,地精,地精,1,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,190,190,座敷童子,座敷童子,3,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,191,191,STG作品中没有名称的角色,STG作品中没有名称的角色,9,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,192,192,酒吧老板,酒吧老板,2,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,193,193,长相酷似周杰伦的参拜客,长相酷似周杰伦的参拜客,102,3,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,194,194,盐家老板,盐家老板,0,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,195,195,马凭,马凭,1,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,196,196,竹扫帚付丧神,竹扫帚付丧神,1,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,197,197,大老爷,大老爷,0,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,198,198,杀死大老爷的侍童,杀死大老爷的侍童,1,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
chara,199,199,妖怪兔,妖怪兔,8,0,available_crawled,data_raw/cn_official_legacy/round_09/raw/advanced/entity/catalog/chara.json
