merge_group_id,canonical_track,source_row_count,sites,mapped_characters
music:43c064d462171788,神话幻想 ~ Infinite Being,31,"[""cn"", ""jp""]",[]
music:701f466a7fd010ab,祸机,30,"[""cn"", ""jp""]",[]
music:f796690b03cef03e,禁忌的膜壁,17,"[""cn"", ""jp""]",[]
music:d77ca9d2e7a66e48,禁忌的魔法 ~ Forbidden Magic,31,"[""cn"", ""jp""]",[]
music:d9fc4e3d10aec044,"禁断之门对面,是此世还是彼世",15,"[""cn"", ""jp""]","[""丁礼田舞|尔子田里乃""]"
music:d5e7361d23d7b994,秋霜玉,1,"[""cn""]",[]
music:d1b976135e02933d,秋霜玉 ~ Clockworks,28,"[""cn"", ""jp""]",[]
music:913ee6b660b65bbb,科学世纪的少年少女,30,"[""cn"", ""jp""]",[]
music:3097fc25ec7b1cc2,秘境的人鱼,23,"[""cn"", ""jp""]","[""若鹭姬""]"
music:f92cbc782dfa4b6e,秘神摩多罗,15,"[""cn"", ""jp""]","[""摩多罗隐岐奈""]"
music:438690e299f08a40,稀客,30,"[""cn"", ""jp""]",[]
music:8014660c55b338fe,稀翁玉 ~ Fairy Dance,30,"[""cn"", ""jp""]",[]
music:f4ce0847bc55a38e,究极的真实,2,"[""cn""]",[]
music:44356c2ecc00f0b7,空中的归路 ~ Sky Dream,24,"[""cn"", ""jp""]",[]
music:f1fc765f4d3a66c0,空中飘浮的物体X,27,"[""cn"", ""jp""]",[]
music:f3e082582973de9b,空中飞翔的巫女不可思议的每天,31,"[""cn"", ""jp""]",[]
music:1762aff3bf7e47c6,童祭 ~ Innocent Treasures,30,"[""cn"", ""jp""]",[]
music:702d90baa00c7cea,竹取飞翔,31,"[""cn"", ""jp""]","[""蓬莱山辉夜""]"
music:f3223d64ce2e68a8,竹林大火,21,"[""cn"", ""jp""]",[]
music:4f57cd9f91ef41c5,第100次黑市,6,"[""cn"", ""jp""]",[]
music:d03b3985c6106472,第六十年的东方审判,27,"[""cn"", ""jp""]","[""四季映姬·夜摩仙那度""]"
music:276a9d52bf24f4d2,第六十年的东方裁判 ~ Fate of Sixty Years,3,"[""cn""]",[]
music:acb6a2e1b9bf73c3,紅响曲 ~ Scarlet Phoneme,10,"[""cn""]",[]
music:adc8ceea956da661,綿月のスペルカード 〜 神海戦,1,"[""jp""]",[]
music:8175921f3250bce1,红响曲 ~ Scarlet Phoneme,21,"[""cn"", ""jp""]",[]
music:593a13e850e91ee2,红夜,30,"[""cn"", ""jp""]",[]
music:1b78f08a3e64835a,红楼 ~ Eastern Dream...,31,"[""cn"", ""jp""]",[]
music:dd01d345cf7365ff,绯想天,28,"[""cn"", ""jp""]",[]
music:711b14e90b8c1d5c,绯红的少女 ~ Crimson Dead!!,31,"[""cn"", ""jp""]",[]
music:a0b65ab9d173f165,绵月的符卡 ~ Lunatic Blue,28,"[""cn"", ""jp""]",[]
music:da33d57bb09ebd6a,绿意盎然的疗养院,23,"[""cn"", ""jp""]",[]
music:a8d8f3d9991813b3,绿眼的嫉妒,28,"[""cn"", ""jp""]","[""水桥帕露西""]"
music:eed77fe5836dde09,美しく心地の良い犯罪,1,"[""jp""]",[]
music:2f407a6c95c93657,背叛的少女 ~ Judas Kiss,31,"[""cn"", ""jp""]",[]
music:cf7e24e79e3257b0,胜利对话,1,"[""cn""]",[]
music:e1d71b6f4466ad49,胜利的示范,27,"[""cn"", ""jp""]",[]
music:4a28f2b458125c68,能够睡眠的恐怖 ~ Sleeping Terror,9,"[""cn""]",[]
music:5bc53e9e4735c5e4,能源黎明 ~ Future Dream...,28,"[""cn"", ""jp""]",[]
music:7de9095f5ba6511e,芥川龙之介的河童,29,"[""cn"", ""jp""]","[""河城荷取""]"
music:178394417db2cb07,花如幻想一般,30,"[""cn"", ""jp""]",[]
music:74b0a3d49fbb09ce,花映塚,12,"[""jp""]",[]
music:9e9d0d3b7d65a2fc,花映塚 ~ Higan Retour,18,"[""cn"", ""jp""]",[]
music:fd523d80bd566d72,花映塚 ~ after Higan Retour,11,"[""cn""]",[]
music:9e32a67e04727e62,萃梦想,30,"[""cn"", ""jp""]",[]
music:479ce387e88147ce,落日映照下的逆城,14,"[""cn"", ""jp""]",[]
music:fba25749d3e09d46,蓬莱传说,31,"[""cn"", ""jp""]",[]
music:74c7c111d8984177,蓬莱幻想 ~ far East,31,"[""cn"", ""jp""]",[]
music:3bac6367607d4dea,薛定谔的怪猫,17,"[""cn"", ""jp""]",[]
music:1d1b69f545fcaef6,虎纹的毘沙门天,27,"[""cn"", ""jp""]","[""寅丸星""]"
music:ab4478e85da31f02,虚假的草莓,2,"[""cn""]",[]
music:b629a7de59c12a79,虹色的世界,8,"[""cn"", ""jp""]",[]
music:0ad9082dbed03084,蠢蠢的秋月,31,"[""cn"", ""jp""]","[""莉格露·奈特巴格""]"
music:1c7da4336779c238,行云流水,14,"[""cn"", ""jp""]",[]
music:a4dd487cc386d0f0,被封印的众神,29,"[""cn"", ""jp""]",[]
music:879507f422ab12d8,被封印的妖怪,28,"[""cn"", ""jp""]","[""黑谷山女""]"
music:d37b6b3a1f87c5a7,被揭晓的深秘,20,"[""cn"", ""jp""]",[]
music:bb05293d3f25dc6e,被水淹没的沉愁地狱,7,"[""cn"", ""jp""]",[]
music:79e62535afa83f78,被牛引到善光寺,23,"[""cn"", ""jp""]",[]
music:13f897a6751f10ee,被秘匿的四个季节,15,"[""cn"", ""jp""]","[""摩多罗隐岐奈""]"
music:8677ae1c5c8d3447,装饰战 ~ Decoration Battle,29,"[""cn"", ""jp""]",[]
music:da129aff75c8c532,記憶の深海に沈む少女,1,"[""jp""]",[]
music:edacfa78dcd3de6a,识文解意的爱书人,16,"[""cn"", ""jp""]",[]
music:71f1fefd1e3cadff,请注意万年备用伞,27,"[""cn"", ""jp""]","[""多多良小伞""]"
music:398de91ba6f86594,豪言壮语,13,"[""cn"", ""jp""]",[]
music:af9541dea488d93b,贪欲之兽的记忆,7,"[""cn"", ""jp""]","[""饕餮尤魔""]"
music:c15ee46d09192bf9,赌上性命去恶作剧,23,"[""cn"", ""jp""]","[""桑尼米尔克|露娜切露德|斯塔萨菲雅""]"
music:3aa399567b244c25,赌上性命恶作剧,3,"[""cn""]",[]
music:d2a8244e84fb12dc,走在夜晚的莲台野,31,"[""cn"", ""jp""]",[]
music:cd0ab86db518c72e,越轨者们的无碍光,5,"[""cn"", ""jp""]","[""日白残无""]"
music:fb1c2074aae0f9c0,轮椅上的未来宇宙,29,"[""cn"", ""jp""]",[]
music:2eed0f441291fcda,辉光之针的小人族,23,"[""cn"", ""jp""]","[""少名针妙丸""]"
music:5f302a7dbf6bd6aa,过去的花 ~ Fairy of Flower,31,"[""cn"", ""jp""]",[]
music:f02d51cb168074b7,远野之森,30,"[""cn"", ""jp""]",[]
music:7886c0ed38216964,远野幻想物语,31,"[""cn"", ""jp""]","[""橙""]"
music:cbebea062910ab55,连带责人,10,"[""cn"", ""jp""]",[]
music:e9176fa460a7bea7,逆转的命运之轮,19,"[""cn"", ""jp""]","[""稀神探女""]"
music:026527369fb2b797,通往真相的枝叶,5,"[""cn""]",[]
music:32d18ed07eef5cdd,遍参,30,"[""cn"", ""jp""]",[]
music:7975a5abbc5547be,遥遥38万公里的航程,19,"[""cn"", ""jp""]","[""克劳恩皮丝""]"
music:1b1b917ed74ffaa5,酒鬼的Lamuria,3,"[""cn""]",[]
music:9a9f7eef4ef05b14,酒鬼的雷姆利亚,26,"[""cn"", ""jp""]",[]
music:f12a8ce4b78e427f,野兽有智慧吗,5,"[""cn"", ""jp""]",[]
music:5ea31f34d797d30b,錦の上の巫女,2,"[""jp""]",[]
music:16b0baf3869385b0,针小棒大的天守阁,23,"[""cn"", ""jp""]",[]
music:a0a1239523aa2e87,门再也进不去了,15,"[""cn"", ""jp""]","[""摩多罗隐岐奈|丁礼田舞|尔子田里乃""]"
music:72638c046bed527b,门前的妖怪小姑娘,25,"[""cn"", ""jp""]","[""幽谷响子""]"
music:12a1c4e671778732,闪耀的弱肉强食法则,11,"[""cn"", ""jp""]",[]
music:feb5324997df0b16,间奏曲,27,"[""cn"", ""jp""]",[]
music:133694e49da01b44,阻绝人迹之桥,28,"[""cn"", ""jp""]","[""水桥帕露西""]"
music:febcba26e04bd48f,阿加尔塔之风,23,"[""cn"", ""jp""]",[]
music:2717cd2c21986c1e,阿礼的孩子,29,"[""cn"", ""jp""]",[]
music:c5d9ef841d28c610,陶瓷的杖刀人,11,"[""cn"", ""jp""]","[""杖刀偶磨弓""]"
music:220948b1e0b96197,雪月樱花之国,29,"[""cn"", ""jp""]",[]
music:30498a9cdeae8bb0,震撼心灵的都市传说,20,"[""cn"", ""jp""]",[]
music:6d076cd5517d7fa7,青木原的传说,29,"[""cn"", ""jp""]",[]
music:5240f3a952332647,青空之影,27,"[""cn"", ""jp""]",[]
music:489adc78098340f2,非常非常神奇的道具们,23,"[""cn"", ""jp""]",[]
music:84ea96afed5ce162,非统一魔法世界论,31,"[""cn"", ""jp""]",[]
music:30be07c70767e998,风之神社,31,"[""cn"", ""jp""]",[]
music:58e6cf76fc3bf5be,风光明媚,28,"[""cn"", ""jp""]",[]
music:123eac83c08f9773,风暴过后的星期日,8,"[""cn"", ""jp""]",[]
music:534ce1709a0e5aad,风的循环,29,"[""cn"", ""jp""]","[""射命丸文""]"
music:b3498eea22a0e42d,风神少女,30,"[""cn"", ""jp""]","[""射命丸文""]"
music:4da7eafe281cc7f1,"飘上月球,不死之烟",31,"[""cn"", ""jp""]","[""藤原妹红""]"
music:ae54599fd699fb1a,飞翔于宇宙的不可思议巫女,19,"[""cn"", ""jp""]",[]
music:9e1a44ca63f8f29b,飞翔在夜晚的鸠山,20,"[""jp""]",[]
music:576f6a5fb49f6fed,飞翔在夜晚的鸠山 -Power MIX,3,"[""cn""]",[]
music:8f4dfdb47b24f995,飞翔夜晚的鸠山 - Power MIX,7,"[""cn""]",[]
music:4019be7ebfb992e6,飞舞的水飞沫,28,"[""cn"", ""jp""]",[]
music:cc8d9a8d45fb1571,飞舞飘散的凭依华吹雪,5,"[""cn""]",[]
music:30f0718192e6705c,飞越夜晚的鸠山 - Power MIX,3,"[""cn""]",[]
music:64d11a5742a59243,驹草盛开的万年积雪,8,"[""cn"", ""jp""]","[""驹草山如""]"
music:a6c292a7b4cb5ec7,魂之花 ~ Another Dream...,30,"[""cn"", ""jp""]",[]
music:0022d55e4ee91c06,魔兽紧急升空,5,"[""cn"", ""jp""]","[""雾雨魔理沙""]"
music:6526777dcaea8d63,魔力的雷云,23,"[""cn"", ""jp""]",[]
music:b14e891d28d429cf,魔女们的舞会,31,"[""cn"", ""jp""]","[""魔理沙""]"
music:a4ac615c04049f37,魔所,23,"[""cn"", ""jp""]",[]
music:57a812956c1b603e,魔术师梅莉,31,"[""cn"", ""jp""]",[]
music:2bfd5dbcfd45e85e,魔法使之夜,2,"[""cn""]",[]
music:6947954e61bf7883,魔法使的忧郁,27,"[""cn"", ""jp""]",[]
music:3b92b5486b018a49,魔法决战! ~ Fight it out!,29,"[""cn"", ""jp""]",[]
music:8f1dadee2d28ba9e,魔法决战! ~Fight it out!,2,"[""jp""]",[]
music:a436ad2350467972,魔法少女们的百年祭,31,"[""cn"", ""jp""]","[""芙兰朵露·斯卡蕾特|帕秋莉·诺蕾姬""]"
music:e70f26ba92345dcd,魔法少女十字军,31,"[""cn"", ""jp""]",[]
music:997974064884746c,魔法的笠地藏,15,"[""cn"", ""jp""]","[""矢田寺成美""]"
music:1f4ddbde2892ce5e,魔法钟爱,29,"[""cn"", ""jp""]",[]
music:ceed28ed8e746301,魔法阵 ~ Magic Square,28,"[""cn"", ""jp""]",[]
music:6521615b37a0536f,魔界地方都市秘境,27,"[""cn"", ""jp""]",[]
music:7febc3f7fd6fd8fb,魔镜,31,"[""cn"", ""jp""]",[]
music:96c5235ac52c9ccd,鸢尾花,31,"[""cn"", ""jp""]",[]
music:0430436785dae85f,黄昏的魔术师,2,"[""cn""]",[]
music:53cc6d9f95a0b77f,黑市无处不在,6,"[""cn"", ""jp""]",[]
music:e18b87bcfba7fd03,黑暗的力量,30,"[""cn"", ""jp""]",[]
music:a86bc71e475bb916,黑海中的绯红,25,"[""cn"", ""jp""]","[""永江衣玖""]"
music:e57039adca2be285,黑海之红 ~ Legendary Fish,3,"[""cn""]",[]
