round,source_category,source_id,source_name,source_rank,position,count,id,name,rate
18,music,27,東方妖々夢　～ Ancient Temple,45,4,29,604,東方妖々夢　～ Ancient Temple,0.018034825870646767
18,music,28,広有射怪鳥事　～ Till When?,33,1,2167,28,広有射怪鳥事　～ Till When?,0.9139603542808942
18,music,28,広有射怪鳥事　～ Till When?,33,2,133,70,広有射怪鳥事　～ Till When?,0.05609447490510333
18,music,28,広有射怪鳥事　～ Till When?,33,3,71,158,広有射怪鳥事　～ Till When?,0.029945170814002532
18,music,30,幽雅に咲かせ、墨染の桜　～ Border of Life,10,1,4821,30,幽雅に咲かせ、墨染の桜　～ Border of Life,0.9104815864022663
18,music,30,幽雅に咲かせ、墨染の桜　～ Border of Life,10,2,353,73,幽雅に咲かせ、墨染の桜　～ Border of Life,0.06666666666666667
18,music,30,幽雅に咲かせ、墨染の桜　～ Border of Life,10,3,121,160,幽雅に咲かせ、墨染の桜　～ Border of Life,0.022851746931067046
18,music,33,少女幻葬　～ Necro-Fantasy,91,1,815,33,少女幻葬　～ Necro-Fantasy,0.944380069524913
18,music,33,少女幻葬　～ Necro-Fantasy,91,2,48,611,少女幻葬　～ Necro-Fantasy,0.055619930475086905
18,music,34,妖々跋扈　～ Who done it!,152,1,383,34,妖々跋扈　～ Who done it!,0.8948598130841121
18,music,34,妖々跋扈　～ Who done it!,152,2,45,734,妖々跋扈　～ Speed Fox!,0.10514018691588785
18,music,35,ネクロファンタジア,9,1,5162,35,ネクロファンタジア,0.9265840962125291
18,music,35,ネクロファンタジア,9,2,409,643,ネクロファンタジア,0.07341590378747083
18,music,39,幻視の夜　～ Ghostly Eyes,207,1,224,39,幻視の夜　～ Ghostly Eyes,0.9655172413793104
18,music,39,幻視の夜　～ Ghostly Eyes,207,2,8,606,幻視の夜　～ Ghostly Eyes,0.034482758620689655
18,music,42,もう歌しか聞こえない,63,1,1049,42,もう歌しか聞こえない,0.8556280587275693
18,music,42,もう歌しか聞こえない,63,2,177,101,もう歌しか聞こえない　～ Flower Mix,0.14437194127243066
18,music,45,永夜の報い　～ Imperishable Night,107,1,627,45,永夜の報い　～ Imperishable Night,0.9705882352941176
18,music,45,永夜の報い　～ Imperishable Night,107,2,8,359,相貌の狂い ～ Horrible Night,0.01238390092879257
18,music,45,永夜の報い　～ Imperishable Night,107,3,11,618,永夜の報い　～ Imperishable Night,0.017027863777089782
18,music,49,狂気の瞳　～ Invisible Full Moon,20,1,2418,49,狂気の瞳　～ Invisible Full Moon,0.783284742468416
18,music,49,狂気の瞳　～ Invisible Full Moon,20,2,229,98,狂気の瞳　～ Invisible Full Moon,0.0741820537738905
18,music,49,狂気の瞳　～ Invisible Full Moon,20,3,124,164,狂気の瞳　～ Invisible Full Moon,0.04016844833171364
18,music,49,狂気の瞳　～ Invisible Full Moon,20,4,156,353,狂気の瞳　～ Invisible Full Moon,0.05053449951409135
18,music,49,狂気の瞳　～ Invisible Full Moon,20,5,160,404,狂気の瞳　～ Invisible Full Moon,0.05183025591188856
18,music,50,ヴォヤージュ1969,81,1,882,50,ヴォヤージュ1969,0.9555796316359697
18,music,50,ヴォヤージュ1969,81,2,41,616,ヴォヤージュ1969,0.044420368364030335
18,music,51,千年幻想郷　～ History of the Moon,22,1,2921,51,千年幻想郷　～ History of the Moon,0.9821788836583726
18,music,51,千年幻想郷　～ History of the Moon,22,2,53,633,千年幻想郷　～ History of the Moon,0.017821116341627436
18,music,52,竹取飛翔　～ Lunatic Princess,19,1,3035,52,竹取飛翔　～ Lunatic Princess,0.9780857234933935
18,music,52,竹取飛翔　～ Lunatic Princess,19,2,68,626,竹取飛翔　～ Lunatic Princess,0.02191427650660651
18,music,55,月まで届け、不死の煙,4,1,6859,55,月まで届け、不死の煙,0.9737365133446905
18,music,55,月まで届け、不死の煙,4,2,116,315,月まで届け、不死の煙,0.016467915956842702
18,music,55,月まで届け、不死の煙,4,3,69,630,月まで届け不死の煙,0.009795570698466781
18,music,59,萃夢想,136,1,436,59,萃夢想,0.8989690721649485
18,music,59,萃夢想,136,2,49,204,萃夢想,0.10103092783505155
18,music,60,東方妖恋談,209,1,68,60,東方妖恋談,0.2956521739130435
18,music,60,東方妖恋談,209,2,54,154,東方妖恋談,0.23478260869565218
18,music,60,東方妖恋談,209,3,29,218,東方妖恋談,0.12608695652173912
18,music,60,東方妖恋談,209,4,79,485,東方妖恋談,0.34347826086956523
18,music,63,魔女達の舞踏会,124,1,254,63,魔女達の舞踏会,0.44639718804920914
18,music,63,魔女達の舞踏会,124,2,315,705,魔女達の舞踏会　～ Magus,0.5536028119507909
18,music,67,人形裁判,34,1,2101,24,人形裁判　～ 人の形弄びし少女,0.9243290805103388
18,music,67,人形裁判,34,2,134,67,人形裁判,0.05895292564892213
18,music,67,人形裁判,34,3,38,620,人形裁判　～ 人の形弄びし少女,0.01671799384073911
18,music,74,Demystify Feast,92,1,522,74,Demystify Feast,0.6162927981109799
18,music,74,Demystify Feast,92,2,325,639,Demystify Feast,0.3837072018890201
18,music,92,砕月,14,1,4086,92,砕月,0.8482457961386756
18,music,92,砕月,14,2,731,163,砕月,0.1517542038613245
18,music,94,春色小径　～ Colorful Path,132,1,482,94,春色小径　～ Colorful Path,0.9198473282442748
18,music,94,春色小径　～ Colorful Path,132,2,42,256,春色小径　～ Colorful Path,0.08015267175572519
18,music,96,フラワリングナイト,23,1,2465,96,フラワリングナイト,0.8219406468822941
18,music,96,フラワリングナイト,23,2,534,156,フラワリングナイト,0.1780593531177059
18,music,102,お宇佐さまの素い幡,214,1,208,102,お宇佐さまの素い幡,0.9541284403669725
18,music,102,お宇佐さまの素い幡,214,2,10,629,お宇佐さまの素い幡,0.045871559633027525
18,music,106,彼岸帰航　～ Riverside View,118,1,496,106,彼岸帰航　～ Riverside View,0.8378378378378378
18,music,106,彼岸帰航　～ Riverside View,118,2,61,166,彼岸帰航　～ Riverside View,0.10304054054054054
18,music,106,彼岸帰航　～ Riverside View,118,3,35,627,彼岸帰航　～ Riverside View,0.05912162162162162
18,music,107,六十年目の東方裁判　～ Fate of Sixty Years,36,1,2096,107,六十年目の東方裁判　～ Fate of Sixty Years,0.9650092081031307
18,music,107,六十年目の東方裁判　～ Fate of Sixty Years,36,2,76,661,六十年目の東方裁判　～ Fate of Sixty Years,0.034990791896869246
18,music,115,東の国の眠らない夜,77,1,775,115,東の国の眠らない夜,0.814931650893796
18,music,115,東の国の眠らない夜,77,2,176,637,東の国の眠らない夜,0.18506834910620398
18,music,116,レトロスペクティブ京都,122,1,525,116,レトロスペクティブ京都,0.8883248730964467
18,music,116,レトロスペクティブ京都,122,2,66,631,レトロスペクティブ京都,0.1116751269035533
18,music,117,風神少女,42,1,537,103,風神少女　 (Short Version),0.2993311036789298
18,music,117,風神少女,42,2,1013,117,風神少女,0.564659977703456
18,music,117,風神少女,42,3,132,165,風神少女,0.07357859531772576
18,music,117,風神少女,42,4,112,559,風神少女,0.06243032329988852
18,music,124,芥川龍之介の河童　～ Candid Friend,43,1,1644,124,芥川龍之介の河童　～ Candid Friend,0.9092920353982301
18,music,124,芥川龍之介の河童　～ Candid Friend,43,2,89,262,芥川龍之介の河童　～ Candid Friend,0.04922566371681416
18,music,124,芥川龍之介の河童　～ Candid Friend,43,3,75,311,芥川龍之介の河童　～ Candid Friend,0.041482300884955754
18,music,126,妖怪の山　～ Mysterious Mountain,55,1,1240,126,妖怪の山　～ Mysterious Mountain,0.9239940387481371
18,music,126,妖怪の山　～ Mysterious Mountain,55,2,70,227,妖怪の山　～ Mysterious Mountain,0.05216095380029806
18,music,126,妖怪の山　～ Mysterious Mountain,55,3,32,303,妖怪の山　～ Mysterious Mountain,0.02384500745156483
18,music,128,信仰は儚き人間の為に,31,1,2461,128,信仰は儚き人間の為に,0.9605776736924277
18,music,128,信仰は儚き人間の為に,31,2,101,209,信仰は儚き人間の為に,0.03942232630757221
18,music,129,御柱の墓場　～ Grave of Being,195,1,258,129,御柱の墓場　～ Grave of Being,0.9847328244274809
18,music,129,御柱の墓場　～ Grave of Being,195,2,4,757,御柱の墓場,0.015267175572519083
18,music,130,神さびた古戦場　～ Suwa Foughten Field,64,1,1203,130,神さびた古戦場　～ Suwa Foughten Field,0.9820408163265306
18,music,130,神さびた古戦場　～ Suwa Foughten Field,64,2,22,765,神さびた古戦場,0.017959183673469388
18,music,131,明日ハレの日、ケの昨日,47,1,1428,131,明日ハレの日、ケの昨日,0.9142125480153649
18,music,131,明日ハレの日、ケの昨日,47,2,76,213,明日ハレの日、ケの昨日,0.04865556978233035
18,music,131,明日ハレの日、ケの昨日,47,3,58,647,明日ハレの日、ケの昨日,0.03713188220230474
18,music,135,プレイヤーズスコア,334,1,37,135,プレイヤーズスコア,0.5441176470588235
18,music,135,プレイヤーズスコア,334,2,10,184,プレイヤーズスコア,0.14705882352941177
18,music,135,プレイヤーズスコア,334,3,2,202,プレイヤーズスコア,0.029411764705882353
18,music,135,プレイヤーズスコア,334,4,4,237,プレイヤーズスコア,0.058823529411764705
18,music,135,プレイヤーズスコア,334,5,4,255,プレイヤーズスコア,0.058823529411764705
18,music,135,プレイヤーズスコア,334,6,4,295,プレイヤーズスコア,0.058823529411764705
18,music,135,プレイヤーズスコア,334,7,5,352,プレイヤーズスコア,0.07352941176470588
18,music,135,プレイヤーズスコア,334,8,2,377,プレイヤーズスコア,0.029411764705882353
18,music,138,地の色は黄色,141,1,446,138,地の色は黄色,0.8884462151394422
18,music,138,地の色は黄色,141,2,56,378,地の色は黄色　～Primrose,0.11155378486055777
18,music,141,香る樹葉花,312,1,56,141,香る樹葉花,0.7272727272727273
18,music,141,香る樹葉花,312,2,21,394,至る有頂天,0.2727272727272727
18,music,149,天衣無縫,113,1,608,149,天衣無縫,0.9353846153846154
18,music,149,天衣無縫,113,2,42,416,天衣無縫　～ Yellow Lily,0.06461538461538462
18,music,150,有頂天変　～ Wonderful Heaven,58,1,1265,150,有頂天変　～ Wonderful Heaven,0.947565543071161
18,music,150,有頂天変　～ Wonderful Heaven,58,2,70,406,有頂天変　～ Wonderful Heaven,0.052434456928838954
18,music,155,星の器　～ Casket of Star,130,1,234,155,星の器　～ Casket of Star,0.43656716417910446
18,music,155,星の器　～ Casket of Star,130,2,302,517,星の器　～ Casket of Star,0.5634328358208955
18,music,162,夜が降りてくる,87,1,593,75,夜が降りてくる　～ Evening Star,0.6516483516483517
18,music,162,夜が降りてくる,87,2,64,162,夜が降りてくる,0.07032967032967033
18,music,162,夜が降りてくる,87,3,169,407,夜が降りてくる　～ Evening Star,0.18571428571428572
18,music,162,夜が降りてくる,87,4,84,619,夜が降りてくる　～ Evening Star,0.09230769230769231
18,music,169,封じられた妖怪　～ Lost Place,239,1,131,169,封じられた妖怪　～ Lost Place,0.81875
18,music,169,封じられた妖怪　～ Lost Place,239,2,29,762,封じられた妖怪,0.18125
18,music,172,旧地獄街道を行く,104,1,651,172,旧地獄街道を行く,0.9448476052249637
18,music,172,旧地獄街道を行く,104,2,38,755,旧地獄街道を行く,0.055152394775036286
18,music,173,華のさかづき大江山,146,1,422,173,華のさかづき大江山,0.9075268817204301
18,music,173,華のさかづき大江山,146,2,43,767,華のさかづき大江山,0.09247311827956989
18,music,174,ハートフェルトファンシー,159,1,356,174,ハートフェルトファンシー,0.9621621621621622
18,music,174,ハートフェルトファンシー,159,2,14,660,ハートフェルトファンシー,0.03783783783783784
18,music,178,業火マントル,215,1,204,178,業火マントル,0.9577464788732394
18,music,178,業火マントル,215,2,9,756,業火マントル,0.04225352112676056
18,music,179,霊知の太陽信仰　～ Nuclear Fusion,40,1,1748,179,霊知の太陽信仰　～ Nuclear Fusion,0.903359173126615
18,music,179,霊知の太陽信仰　～ Nuclear Fusion,40,2,150,212,霊知の太陽信仰　～ Nuclear Fusion,0.07751937984496124
18,music,179,霊知の太陽信仰　～ Nuclear Fusion,40,3,37,768,霊知の太陽信仰,0.019121447028423774
18,music,181,ハルトマンの妖怪少女,3,1,7057,181,ハルトマンの妖怪少女,0.8855565315597942
18,music,181,ハルトマンの妖怪少女,3,2,437,263,ハルトマンの妖怪少女,0.05483749529426528
18,music,181,ハルトマンの妖怪少女,3,3,298,312,ハルトマンの妖怪少女,0.03739490525787426
18,music,181,ハルトマンの妖怪少女,3,4,177,654,ハルトマンの妖怪少女,0.022211067888066257
18,music,189,万年置き傘にご注意を,96,1,709,189,万年置き傘にご注意を,0.9101412066752247
18,music,189,万年置き傘にご注意を,96,2,70,763,万年置き傘にご注意を,0.08985879332477535
18,music,191,時代親父とハイカラ少女,243,1,121,191,時代親父とハイカラ少女,0.8066666666666666
18,music,191,時代親父とハイカラ少女,243,2,16,258,時代親父とハイカラ少女,0.10666666666666667
18,music,191,時代親父とハイカラ少女,243,3,13,307,時代親父とハイカラ少女,0.08666666666666667
18,music,193,キャプテン・ムラサ,139,1,445,193,キャプテン・ムラサ,0.9156378600823045
18,music,193,キャプテン・ムラサ,139,2,41,764,キャプテンムラサ,0.08436213991769548
18,music,194,魔界地方都市エソテリア,180,1,277,194,魔界地方都市エソテリア,0.9326599326599326
18,music,194,魔界地方都市エソテリア,180,2,20,686,魔界地方都市エソテリア,0.06734006734006734
18,music,197,感情の摩天楼　～ Cosmic Mind,27,1,2348,197,感情の摩天楼　～ Cosmic Mind,0.8914198936977981
18,music,197,感情の摩天楼　～ Cosmic Mind,27,2,151,259,感情の摩天楼　～ Cosmic Mind,0.057327258921791954
18,music,197,感情の摩天楼　～ Cosmic Mind,27,3,87,308,感情の摩天楼　～ Cosmic Mind,0.03302961275626424
18,music,197,感情の摩天楼　～ Cosmic Mind,27,4,48,656,感情の摩天楼　～ Cosmic Mind,0.018223234624145785
18,music,198,夜空のユーフォーロマンス,133,1,455,198,夜空のユーフォーロマンス,0.9027777777777778
18,music,198,夜空のユーフォーロマンス,133,2,49,653,夜空のユーフォーロマンス,0.09722222222222222
18,music,208,悠久の蒸気機関,210,1,192,208,悠久の蒸気機関,0.8571428571428571
18,music,208,悠久の蒸気機関,210,2,32,424,悠久の蒸気機関,0.14285714285714285
18,music,216,the Grimoire of Alice,123,1,135,216,the Grimoire of Alice,0.2356020942408377
18,music,216,the Grimoire of Alice,123,2,438,551,the Grimoire of Alice,0.7643979057591623
18,music,224,妖怪モダンコロニー,267,1,99,224,妖怪モダンコロニー,0.868421052631579
18,music,224,妖怪モダンコロニー,267,2,15,575,妖怪モダンコロニー,0.13157894736842105
18,music,226,無間の鐘　～ Infinite Nightmare,128,1,460,226,無間の鐘　～ Infinite Nightmare,0.8712121212121212
18,music,226,無間の鐘　～ Infinite Nightmare,128,2,68,646,無間の鐘　～ Infinite Nightmare,0.12878787878787878
18,music,229,可愛い大戦争のリフレーン,282,1,78,229,可愛い大戦争のリフレーン,0.7959183673469388
18,music,229,可愛い大戦争のリフレーン,282,2,20,571,可愛い大戦争のリフレーン,0.20408163265306123
18,music,231,年中夢中の好奇心,275,1,94,231,年中夢中の好奇心,0.8545454545454545
18,music,231,年中夢中の好奇心,275,2,16,576,年中夢中の好奇心,0.14545454545454545
18,music,232,真夜中のフェアリーダンス,194,1,222,232,真夜中のフェアリーダンス,0.8377358490566038
18,music,232,真夜中のフェアリーダンス,194,2,43,577,真夜中のフェアリーダンス,0.16226415094339622
18,music,233,妖精大戦争　～ Fairy Wars,205,1,215,233,妖精大戦争　～ Fairy Wars,0.8958333333333334
18,music,233,妖精大戦争　～ Fairy Wars,205,2,25,578,妖精大戦争　～ Fairy Wars,0.10416666666666667
18,music,235,メイガスナイト,46,1,1338,235,メイガスナイト,0.8178484107579462
18,music,235,メイガスナイト,46,2,170,257,メイガスナイト,0.1039119804400978
18,music,235,メイガスナイト,46,3,128,579,メイガスナイト,0.07823960880195599
18,music,243,素敵な墓場で暮しましょ,202,1,189,243,素敵な墓場で暮しましょ,0.7907949790794979
18,music,243,素敵な墓場で暮しましょ,202,2,50,667,素敵な墓場で暮しましょ,0.20920502092050208
18,music,245,デザイアドライブ,30,1,2469,245,デザイアドライブ,0.9614485981308412
18,music,245,デザイアドライブ,30,2,99,650,デザイアドライブ,0.038551401869158876
18,music,246,古きユアンシェン,71,1,1002,246,古きユアンシェン,0.9910979228486647
18,music,246,古きユアンシェン,71,2,9,580,古きユアンシェン,0.008902077151335312
18,music,248,大神神話伝,121,1,465,248,大神神話伝,0.8516483516483516
18,music,248,大神神話伝,121,2,21,260,大神神話伝,0.038461538461538464
18,music,248,大神神話伝,121,3,15,309,大神神話伝,0.027472527472527472
18,music,248,大神神話伝,121,4,45,683,大神神話伝,0.08241758241758242
18,music,250,聖徳伝説　～ True Administrator,48,1,1223,250,聖徳伝説　～ True Administrator,0.8110079575596817
18,music,250,聖徳伝説　～ True Administrator,48,2,146,261,聖徳伝説　～ True Administrator,0.09681697612732096
18,music,250,聖徳伝説　～ True Administrator,48,3,139,310,聖徳伝説　～ True Administrator,0.09217506631299735
18,music,251,妖怪裏参道,241,1,120,251,妖怪裏参道,0.7547169811320755
18,music,251,妖怪裏参道,241,2,39,664,妖怪裏参道,0.24528301886792453
