source,table_index,table_heading,table_id,row_index,cell_index,cell_type,text,number,percent,numeric_tokens
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,5,th,角色名,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,6,th,票数,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,7,th,第7回,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,8,th,第6回,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,9,th,本命数,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,10,th,第7回,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,11,th,第6回,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,12,th,本命率,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,13,th,第7回,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,14,th,第6回,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,15,th,票数占比,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,16,th,第7回,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,17,th,第6回,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,18,th,本命占比,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_contrast.html,0,说明,list,0,19,th,角色详情,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_crossvote.html,0,投票演进,graphTab,0,0,th,同投可视化,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_crossvote.html,0,投票演进,graphTab,0,1,th,图表说明,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_crossvote.html,0,投票演进,graphTab,0,2,th,图表,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_crossvote.html,0,投票演进,graphTab,1,0,td,投票期间：2019-09-30 18:00:00 至 2019-10-15 20:00:00,,,"[2019, 9, 30, 18, 0, 0, 2019, 10, 15, 20, 0, 0]"
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_crossvote.html,0,投票演进,graphTab,1,1,td,,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_crossvote.html,0,投票演进,graphTab,1,2,td,,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_crossvote.html,1,投票演进,,0,0,td,说明 该图表表示该角色部门前50名的过滤倍率5的统计学关系图网。 其中气泡的尺寸由该角色的票数决定，尺寸越大的气泡意味着得票数越多。 气泡之间的连线则取决于下面列出的三个计算值。 其中 c 为两者同投数， N 为总票数， V1 为项目1票数， V2 为项目2票数， V1 为项目1票数， V2 为项目2票数， a1 为仅项目1票数， a2 为仅项目2票数， b 为两项均无票数。 气泡之间是否存在关联由卡方检验判定：N(cb-a1a2)2 / (c+a1)(a2+b)(c+a2)(a1+b) ，卡方值需要大于给定阈值。 气泡间的引力数值与气泡之间的基准距离均由该卡方值与点互信息相关性综合计算决定，越相关越近，并通过引力斥力作用迭代出最终位置。 同时提供点互信息的相关性运算：R = cN / V1V2 的结果在鼠标移动到项目上时显示出来以供参考。 气泡间连线的粗细由两者之间的同投率决定：V1∩V2 / V1∪V2 ，由该同投率计算连线的粗细，越粗表示同投率越高。 请注意：没有连线的气泡互相没有关系因素决定二者的距离，如若没有连线的气泡离得比较近，则主要是因为其他气泡的引力和斥力将其挤压到了当前位置，并非是因为关系本身近所致。 每个气泡均可拖动以更改位置，通过鼠标滚轮或手指在图表上缩放可以放大缩小，也可以点击顶部的图例开关某组数据的显示。,,,[2]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_crossvote.html,1,投票演进,,1,0,td,同投可视化,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_crossvote.html,1,投票演进,,2,0,td,,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_crossvote__number_50.html,0,投票演进,graphTab,0,0,th,同投可视化,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_crossvote__number_50.html,0,投票演进,graphTab,0,1,th,图表说明,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_crossvote__number_50.html,0,投票演进,graphTab,0,2,th,图表,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_crossvote__number_50.html,0,投票演进,graphTab,1,0,td,投票期间：2019-09-30 18:00:00 至 2019-10-15 20:00:00,,,"[2019, 9, 30, 18, 0, 0, 2019, 10, 15, 20, 0, 0]"
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_crossvote__number_50.html,0,投票演进,graphTab,1,1,td,,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_crossvote__number_50.html,0,投票演进,graphTab,1,2,td,,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_crossvote__number_50.html,1,投票演进,,0,0,td,说明 该图表表示该角色部门前50名的过滤倍率5的统计学关系图网。 其中气泡的尺寸由该角色的票数决定，尺寸越大的气泡意味着得票数越多。 气泡之间的连线则取决于下面列出的三个计算值。 其中 c 为两者同投数， N 为总票数， V1 为项目1票数， V2 为项目2票数， V1 为项目1票数， V2 为项目2票数， a1 为仅项目1票数， a2 为仅项目2票数， b 为两项均无票数。 气泡之间是否存在关联由卡方检验判定：N(cb-a1a2)2 / (c+a1)(a2+b)(c+a2)(a1+b) ，卡方值需要大于给定阈值。 气泡间的引力数值与气泡之间的基准距离均由该卡方值与点互信息相关性综合计算决定，越相关越近，并通过引力斥力作用迭代出最终位置。 同时提供点互信息的相关性运算：R = cN / V1V2 的结果在鼠标移动到项目上时显示出来以供参考。 气泡间连线的粗细由两者之间的同投率决定：V1∩V2 / V1∪V2 ，由该同投率计算连线的粗细，越粗表示同投率越高。 请注意：没有连线的气泡互相没有关系因素决定二者的距离，如若没有连线的气泡离得比较近，则主要是因为其他气泡的引力和斥力将其挤压到了当前位置，并非是因为关系本身近所致。 每个气泡均可拖动以更改位置，通过鼠标滚轮或手指在图表上缩放可以放大缩小，也可以点击顶部的图例开关某组数据的显示。,,,[2]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_crossvote__number_50.html,1,投票演进,,1,0,td,同投可视化,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_crossvote__number_50.html,1,投票演进,,2,0,td,,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_progress.html,0,选择角色,,0,0,td,使用说明 注意：该功能尚在测试中，如果出现BUG属于正常情况。 通过下方的下拉框选择角色，该下拉框为多选框，如果需要删除角色请选中并按Del或BackSpace键，或者点击标签上的×。 可以通过打字的方式搜索角色。,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_progress.html,0,选择角色,,1,0,td,选择主条件，该问卷问题将作为图表的主体元素。,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_progress.html,0,选择角色,,1,1,td,,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_progress.html,0,选择角色,,2,0,td,载入完毕... 载入中...请耐心等候 提交的列表无法获取到数据 载入失败 提交图表生成请求,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_progress.html,0,选择角色,,2,1,td,,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_progress.html,1,投票演进,progressTab,0,0,th,票数演进变化,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_progress.html,1,投票演进,progressTab,0,1,th,图表说明,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_progress.html,1,投票演进,progressTab,0,2,th,图表,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_progress.html,1,投票演进,progressTab,1,0,td,投票期间：2019-09-30 18:00:00 至 2019-10-15 20:00:00,,,"[2019, 9, 30, 18, 0, 0, 2019, 10, 15, 20, 0, 0]"
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_progress.html,1,投票演进,progressTab,1,1,td,,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_progress.html,1,投票演进,progressTab,1,2,td,,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_progress.html,2,投票演进,,0,0,td,说明 该图表表示该角色随着投票进程的票数变化情况。 其中减少的票数是因为投票人修改自己的投票去掉该角色而导致的。 通过拖动底部和右侧的滑柄或在图表上缩放（鼠标或手指）可以筛选数据范围，也可以点击顶部的图例开关某个数据的显示。,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_progress.html,2,投票演进,,1,0,td,总票数演进,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_progress.html,2,投票演进,,2,0,td,,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_progress.html,2,投票演进,,3,0,td,总本命票数演进,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_progress.html,2,投票演进,,4,0,td,,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,0,th,id,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,1,th,所属作品,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,2,th,名次,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,3,th,角色名,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,4,th,日文名,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,5,th,票数,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,6,th,本命数,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,7,th,本命率,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,8,th,本命加权,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,9,th,票数占比,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,10,th,本命占比,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,11,th,男性数,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,12,th,男性比例,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,13,th,占总男性数,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,14,th,女性数,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,15,th,女性比例,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,16,th,占总女性数,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/chara/m_chara__type_simple.html,0,说明,list,0,17,th,角色详情,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/index.html,0,说明,list,0,0,th,总有效票数,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/index.html,0,说明,list,0,1,th,总本命票数,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/index.html,0,说明,list,0,2,th,参投组合总数,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/index.html,0,说明,list,0,3,th,本届投票结果,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/index.html,0,说明,list,1,0,td,6153,6153,,[6153]
data_raw/cn_official_legacy/round_08/raw/pages/cp/index.html,0,说明,list,1,1,td,5779,5779,,[5779]
data_raw/cn_official_legacy/round_08/raw/pages/cp/index.html,0,说明,list,1,2,td,227,227,,[227]
data_raw/cn_official_legacy/round_08/raw/pages/cp/index.html,0,说明,list,1,3,td,（本届的所有组合投票信息均整理在该页面）,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/index.html,0,说明,list,2,0,td,请点击上面的链接查看投票结果,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,0,th,id,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,1,th,名次,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,2,th,角色名A,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,3,th,角色名B,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,4,th,角色名C,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,5,th,票数,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,6,th,A主动率,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,7,th,B主动率,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,8,th,C主动率,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,9,th,无主动率,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,10,th,总数全局比,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,11,th,男性数,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,12,th,男性比例,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,13,th,占总男性数,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,14,th,女性数,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,15,th,女性比例,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,16,th,占总女性数,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/cp/m_cp__type_simple.html,0,说明,list,0,17,th,组合详情,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,0,说明,stg,0,0,th,序号,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,0,说明,stg,0,1,th,分类,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,0,说明,stg,0,2,th,游戏名,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,0,说明,stg,0,3,th,没有通关,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,0,说明,stg,0,4,th,Easy,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,0,说明,stg,0,5,th,Normal,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,0,说明,stg,0,6,th,Hard,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,0,说明,stg,0,7,th,Lunatic,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,0,说明,stg,0,8,th,Extra,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,0,说明,stg,0,9,th,Phantasm,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,0,说明,stg,0,10,th,作品详情,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,1,说明,th01,0,0,th,序号,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,1,说明,th01,0,1,th,分类,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,1,说明,th01,0,2,th,游戏名,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,1,说明,th01,0,3,th,没有通关,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,1,说明,th01,0,4,th,Easy(地狱),,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,1,说明,th01,0,5,th,Normal(地狱),,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,1,说明,th01,0,6,th,Hard(地狱),,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,1,说明,th01,0,7,th,Lunatic(地狱),,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,1,说明,th01,0,8,th,Easy(魔界),,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,1,说明,th01,0,9,th,Normal(魔界),,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,1,说明,th01,0,10,th,Hard(魔界),,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,1,说明,th01,0,11,th,Lunatic(魔界),,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,1,说明,th01,0,12,th,作品详情,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,2,说明,th095,0,0,th,序号,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,2,说明,th095,0,1,th,分类,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,2,说明,th095,0,2,th,游戏名,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,2,说明,th095,0,3,th,没有通关,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,2,说明,th095,0,4,th,Lv1,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,2,说明,th095,0,5,th,Lv2,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,2,说明,th095,0,6,th,Lv3,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,2,说明,th095,0,7,th,Lv4,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,2,说明,th095,0,8,th,Lv5,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,2,说明,th095,0,9,th,Lv6,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,2,说明,th095,0,10,th,Lv7,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,2,说明,th095,0,11,th,Lv8,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,2,说明,th095,0,12,th,Lv9,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,2,说明,th095,0,13,th,Lv10,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,2,说明,th095,0,14,th,LvEX,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,2,说明,th095,0,15,th,作品详情,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,3,说明,th125,0,0,th,序号,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,3,说明,th125,0,1,th,分类,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,3,说明,th125,0,2,th,游戏名,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,3,说明,th125,0,3,th,没有通关,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,3,说明,th125,0,4,th,Lv1,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,3,说明,th125,0,5,th,Lv2,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,3,说明,th125,0,6,th,Lv3,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,3,说明,th125,0,7,th,Lv4,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,3,说明,th125,0,8,th,Lv5,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,3,说明,th125,0,9,th,Lv6,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,3,说明,th125,0,10,th,Lv7,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,3,说明,th125,0,11,th,Lv8,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,3,说明,th125,0,12,th,Lv9,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,3,说明,th125,0,13,th,Lv10,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,3,说明,th125,0,14,th,Lv11,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,3,说明,th125,0,15,th,Lv12,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,3,说明,th125,0,16,th,LvEX,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,3,说明,th125,0,17,th,SPOILER,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,3,说明,th125,0,18,th,作品详情,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,4,说明,th143,0,0,th,序号,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,4,说明,th143,0,1,th,分类,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,4,说明,th143,0,2,th,游戏名,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,4,说明,th143,0,3,th,没有通关,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,4,说明,th143,0,4,th,第一日,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,4,说明,th143,0,5,th,第二日,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,4,说明,th143,0,6,th,第三日,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,4,说明,th143,0,7,th,第四日,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,4,说明,th143,0,8,th,第五日,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,4,说明,th143,0,9,th,第六日,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,4,说明,th143,0,10,th,第七日,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,4,说明,th143,0,11,th,第八日,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,4,说明,th143,0,12,th,第九日,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,4,说明,th143,0,13,th,第十日,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,4,说明,th143,0,14,th,作品详情,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,5,说明,th15,0,0,th,序号,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,5,说明,th15,0,1,th,分类,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,5,说明,th15,0,2,th,游戏名,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,5,说明,th15,0,3,th,没有通关,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,5,说明,th15,0,4,th,Easy（完美）,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,5,说明,th15,0,5,th,Normal（完美）,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,5,说明,th15,0,6,th,Hard（完美）,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,5,说明,th15,0,7,th,Lunatic（完美),,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,5,说明,th15,0,8,th,Easy（传统）,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,5,说明,th15,0,9,th,Normal（传统）,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,5,说明,th15,0,10,th,Hard（传统）,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,5,说明,th15,0,11,th,Lunatic（传统）,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,5,说明,th15,0,12,th,Extra,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,5,说明,th15,0,13,th,作品详情,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,6,说明,th165,0,0,th,序号,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,6,说明,th165,0,1,th,分类,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,6,说明,th165,0,2,th,游戏名,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,6,说明,th165,0,3,th,没有通关,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,6,说明,th165,0,4,th,一周目,,,[]
data_raw/cn_official_legacy/round_08/raw/pages/game/index.html,6,说明,th165,0,5,th,里周目,,,[]
