condition_family,source_category,condition_kind,source_index,source_id,source_name,expected_cohort,target_category,status,row_count,url,raw_path,processed_path,error,expected_cohort_source,total_effective_votes,total_first_votes,filtered_entity_count,actual_entity_count,mean_votes,median_votes,official_filter_description
entity_vote,chara,first,3,3,露米娅,32,chara,available_crawled,79,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=3&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0003/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0003/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 露米娅</b>（本命票要求：是）
entity_vote,chara,first,3,3,露米娅,32,music,available_crawled,111,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=3&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0003/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0003/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 露米娅</b>（本命票要求：是）
entity_vote,chara,any,4,4,大妖精,228,chara,available_crawled,118,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=4&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0004/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0004/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 大妖精</b>（本命票要求：否）
entity_vote,chara,any,4,4,大妖精,228,music,available_crawled,270,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=4&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0004/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0004/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 大妖精</b>（本命票要求：否）
entity_vote,chara,first,4,4,大妖精,15,chara,available_crawled,46,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=4&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0004/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0004/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 大妖精</b>（本命票要求：是）
entity_vote,chara,first,4,4,大妖精,15,music,available_crawled,69,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=4&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0004/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0004/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 大妖精</b>（本命票要求：是）
entity_vote,chara,any,5,5,琪露诺,863,chara,available_crawled,141,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=5&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0005/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0005/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 琪露诺</b>（本命票要求：否）
entity_vote,chara,any,5,5,琪露诺,863,music,available_crawled,384,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=5&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0005/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0005/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 琪露诺</b>（本命票要求：否）
entity_vote,chara,first,5,5,琪露诺,138,chara,available_crawled,92,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=5&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0005/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0005/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 琪露诺</b>（本命票要求：是）
entity_vote,chara,first,5,5,琪露诺,138,music,available_crawled,194,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=5&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0005/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0005/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 琪露诺</b>（本命票要求：是）
entity_vote,chara,any,6,6,红美铃,480,chara,available_crawled,130,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=6&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0006/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0006/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 红美铃</b>（本命票要求：否）
entity_vote,chara,any,6,6,红美铃,480,music,available_crawled,318,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=6&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0006/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0006/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 红美铃</b>（本命票要求：否）
entity_vote,chara,first,6,6,红美铃,52,chara,available_crawled,75,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=6&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0006/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0006/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 红美铃</b>（本命票要求：是）
entity_vote,chara,first,6,6,红美铃,52,music,available_crawled,129,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=6&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0006/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0006/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 红美铃</b>（本命票要求：是）
entity_vote,chara,any,7,7,小恶魔,161,chara,available_crawled,115,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=7&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0007/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0007/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 小恶魔</b>（本命票要求：否）
entity_vote,chara,any,7,7,小恶魔,161,music,available_crawled,228,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=7&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0007/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0007/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 小恶魔</b>（本命票要求：否）
entity_vote,chara,first,7,7,小恶魔,13,chara,available_crawled,44,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=7&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0007/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0007/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 小恶魔</b>（本命票要求：是）
entity_vote,chara,first,7,7,小恶魔,13,music,available_crawled,69,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=7&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0007/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0007/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 小恶魔</b>（本命票要求：是）
entity_vote,chara,any,8,8,帕秋莉·诺蕾姬,757,chara,available_crawled,145,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=8&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0008/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0008/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 帕秋莉·诺蕾姬</b>（本命票要求：否）
entity_vote,chara,any,8,8,帕秋莉·诺蕾姬,757,music,available_crawled,353,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=8&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0008/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0008/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 帕秋莉·诺蕾姬</b>（本命票要求：否）
entity_vote,chara,first,8,8,帕秋莉·诺蕾姬,124,chara,available_crawled,105,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=8&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0008/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0008/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 帕秋莉·诺蕾姬</b>（本命票要求：是）
entity_vote,chara,first,8,8,帕秋莉·诺蕾姬,124,music,available_crawled,208,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=8&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0008/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0008/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 帕秋莉·诺蕾姬</b>（本命票要求：是）
entity_vote,chara,any,9,9,十六夜咲夜,1264,chara,available_crawled,149,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=9&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0009/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0009/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 十六夜咲夜</b>（本命票要求：否）
entity_vote,chara,any,9,9,十六夜咲夜,1264,music,available_crawled,374,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=9&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0009/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0009/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 十六夜咲夜</b>（本命票要求：否）
entity_vote,chara,first,9,9,十六夜咲夜,202,chara,available_crawled,110,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=9&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0009/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0009/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 十六夜咲夜</b>（本命票要求：是）
entity_vote,chara,first,9,9,十六夜咲夜,202,music,available_crawled,213,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=9&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0009/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0009/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 十六夜咲夜</b>（本命票要求：是）
entity_vote,chara,any,10,10,蕾米莉亚·斯卡蕾特,1372,chara,available_crawled,149,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=10&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0010/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0010/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 蕾米莉亚·斯卡蕾特</b>（本命票要求：否）
entity_vote,chara,any,10,10,蕾米莉亚·斯卡蕾特,1372,music,available_crawled,393,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=10&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0010/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0010/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 蕾米莉亚·斯卡蕾特</b>（本命票要求：否）
entity_vote,chara,first,10,10,蕾米莉亚·斯卡蕾特,231,chara,available_crawled,107,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=10&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0010/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0010/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 蕾米莉亚·斯卡蕾特</b>（本命票要求：是）
entity_vote,chara,first,10,10,蕾米莉亚·斯卡蕾特,231,music,available_crawled,214,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=10&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0010/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0010/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 蕾米莉亚·斯卡蕾特</b>（本命票要求：是）
entity_vote,chara,any,11,11,芙兰朵露·斯卡蕾特,1087,chara,available_crawled,135,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=11&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0011/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0011/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 芙兰朵露·斯卡蕾特</b>（本命票要求：否）
entity_vote,chara,any,11,11,芙兰朵露·斯卡蕾特,1087,music,available_crawled,364,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=11&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0011/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0011/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 芙兰朵露·斯卡蕾特</b>（本命票要求：否）
entity_vote,chara,first,11,11,芙兰朵露·斯卡蕾特,217,chara,available_crawled,99,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=11&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0011/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0011/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 芙兰朵露·斯卡蕾特</b>（本命票要求：是）
entity_vote,chara,first,11,11,芙兰朵露·斯卡蕾特,217,music,available_crawled,202,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=11&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0011/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0011/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 芙兰朵露·斯卡蕾特</b>（本命票要求：是）
entity_vote,chara,any,12,12,冴月麟,126,chara,available_crawled,128,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=12&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0012/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0012/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 冴月麟</b>（本命票要求：否）
entity_vote,chara,any,12,12,冴月麟,126,music,available_crawled,273,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=12&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0012/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0012/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 冴月麟</b>（本命票要求：否）
entity_vote,chara,first,12,12,冴月麟,13,chara,available_crawled,53,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=12&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0012/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0012/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 冴月麟</b>（本命票要求：是）
entity_vote,chara,first,12,12,冴月麟,13,music,available_crawled,84,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=12&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0012/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0012/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 冴月麟</b>（本命票要求：是）
entity_vote,chara,any,13,13,蕾蒂·霍瓦特洛克,56,chara,available_crawled,106,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=13&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0013/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0013/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 蕾蒂·霍瓦特洛克</b>（本命票要求：否）
entity_vote,chara,any,13,13,蕾蒂·霍瓦特洛克,56,music,available_crawled,195,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=13&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0013/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0013/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 蕾蒂·霍瓦特洛克</b>（本命票要求：否）
entity_vote,chara,first,13,13,蕾蒂·霍瓦特洛克,8,chara,available_crawled,41,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=13&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0013/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0013/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 蕾蒂·霍瓦特洛克</b>（本命票要求：是）
entity_vote,chara,first,13,13,蕾蒂·霍瓦特洛克,8,music,available_crawled,69,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=13&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0013/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0013/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 蕾蒂·霍瓦特洛克</b>（本命票要求：是）
entity_vote,chara,any,14,14,橙,126,chara,available_crawled,103,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=14&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0014/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0014/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 橙</b>（本命票要求：否）
entity_vote,chara,any,14,14,橙,126,music,available_crawled,211,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=14&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0014/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0014/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 橙</b>（本命票要求：否）
entity_vote,chara,first,14,14,橙,7,chara,available_crawled,22,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=14&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0014/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0014/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 橙</b>（本命票要求：是）
entity_vote,chara,first,14,14,橙,7,music,available_crawled,50,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=14&votetrue=1,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/first/source_0014/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/first/source_0014/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 橙</b>（本命票要求：是）
entity_vote,chara,any,15,15,爱丽丝·玛格特洛依德,1120,chara,available_crawled,143,https://touhou.vote/v7/?m=chara&type=simple&votetype=chara&voteid=15&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0015/target_chara.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0015/target_chara.json.gz,,official unfiltered simple ranking,,,,218,,,<b>在角色部门中投了 爱丽丝·玛格特洛依德</b>（本命票要求：否）
entity_vote,chara,any,15,15,爱丽丝·玛格特洛依德,1120,music,available_crawled,384,https://touhou.vote/v7/?m=music&type=simple&votetype=chara&voteid=15&votetrue=0,data_raw/cn_official_legacy/round_07/raw/advanced/entity/conditions/chara/any/source_0015/target_music.html.gz,data_raw/cn_official_legacy/round_07/processed/advanced/entity/conditions/chara/any/source_0015/target_music.json.gz,,official unfiltered simple ranking,,,,552,,,<b>在角色部门中投了 爱丽丝·玛格特洛依德</b>（本命票要求：否）
